incident_id;datum;country_id;region_id;subregion_id;ort;elevation;latitude;longitude;incline;aspect_id;danger_id;n_injured;n_dead;n_uninjured;involved_sum;involved;valid_time;revision
6839;1996-02-18 00:00:00;1;1;165;Jungbrunntobel - ;;47.270005;10.535005;;;;0;0;;;yes;true;1
7186;2001-03-24 00:00:00;1;1;172;Lüsens - Loipe-Lüsen;;47.115071;11.005071;;;;0;0;;;none;true;1
7301;2003-01-06 00:00:00;1;1;160;Nordkette - Seegrube;;47.395031;11.260031;;;;0;0;;;none;true;1
6745;1992-12-12 00:00:00;1;1;160;Hafelekar - Diretissima;2200;47.395;11.26;;6;;1;0;;;yes;true;1
6746;1993-01-27 00:00:00;1;1;167;Moostal - Rendlgebiet;2000;47.104665;10.263416;40;7;4;0;2;;;yes;true;1
6747;1993-01-31 00:00:00;1;1;172;Hochtennboden - Schigeb. Axamer Lizum;2350;47.174721;11.287931;35;3;4;0;1;;;yes;true;1
6748;1993-02-21 00:00:00;1;1;175;Aschau - Spiessnägel;1700;47.359404;12.306106;;2;5;0;1;;;yes;true;1
6749;1993-02-21 00:00:00;1;1;158;Neunerköpfle - Usseralpe;1862;47.483574;10.54069;45;8;5;0;1;;;yes;true;1
6750;1993-02-21 00:00:00;1;1;163;Untersberg - Scheibenwald;1200;47.56;12.165;;2;;1;0;;;yes;true;1
6751;1993-02-23 00:00:00;1;1;172;Birgitzalm - Zache Seite;1950;47.115;11.005;40;3;;2;0;;;yes;true;1
6752;1993-02-25 00:00:00;1;1;175;Hochetz - Bichlalm;1700;47.39;12.24;45;7;;2;0;;;yes;true;1
6753;1993-02-27 00:00:00;1;1;160;Rumer Spitze - ;2350;47.395001;11.260001;;5;;1;0;;;yes;true;1
6754;1993-02-27 00:00:00;1;1;173;Studelalm - Rote Wand Osthang;2000;47.235;11.645;;3;;0;0;;;yes;true;1
6755;1993-03-07 00:00:00;1;1;160;Leutascher Landstraße - ;;47.395002;11.260002;;;;0;0;;;none;true;1
6756;1993-03-10 00:00:00;1;1;173;Scheibenspitze - ;2300;47.106952;11.57174;35;1;4;0;1;;;yes;true;1
6757;1993-03-12 00:00:00;1;1;173;Marchkopf - ;2300;47.235001;11.645001;50;2;;1;0;;;yes;true;1
6758;1993-03-13 00:00:00;1;1;175;Gerstinger Joch - Spertental;1830;47.348154;12.262694;;1;4;0;1;;;yes;true;1
6759;1993-03-13 00:00:00;1;1;165;Sebenspitze - Brentenjoch;1750;47.27;10.535;;1;;1;0;;;yes;true;1
6760;1993-03-13 00:00:00;1;1;161;Speckkarspitze - Bettelwurfgebiet;2510;47.345788;11.48681;;5;3;0;1;;;yes;true;1
6761;1993-03-15 00:00:00;1;1;177;Königstal - Obergurgl;2050;46.93;10.985;;7;;0;0;;;yes;true;1
6762;1993-03-20 00:00:00;1;1;172;Roter Schrofen - ;2500;47.115001;11.005001;;8;;0;0;;;yes;true;1
6763;1993-03-26 00:00:00;1;1;172;Roter Schrofen - ;;47.115002;11.005002;;;;0;0;;;none;true;1
6764;1993-03-30 00:00:00;1;1;172;Sulzkogel - ;2900;47.115003;11.005003;;5;;2;0;;;yes;true;1
6765;1993-04-12 00:00:00;1;1;178;Querkogeljoch - Gurgler Ferner;3200;46.774029;10.974983;40;3;4;0;4;;;yes;true;1
6766;1993-04-25 00:00:00;1;1;177;Winnebacher Weißkogel - Roßkarscharte;2800;46.930001;10.985001;35;1;;1;0;;;yes;true;1
6767;1993-04-27 00:00:00;1;1;177;Schalfkogel - Marzellferner;2400;46.930002;10.985002;;6;;1;0;;;yes;true;1
6768;1993-05-22 00:00:00;1;1;177;Taschach-Hochjoch - Eiswand;3280;46.930003;10.985003;45;1;;2;0;;;yes;true;1
6769;1993-07-17 00:00:00;1;1;181;Hochgall - Rieserferner;3250;47.025;12.43;;;;10;0;;;yes;true;1
6770;1993-12-18 00:00:00;2;9;18;Palinkopf - Westl. der Schwarzen Wand;2580;46.995;10.385;;4;;0;0;;;none;true;1
6771;1993-12-18 00:00:00;1;1;180;Vennspitze - Valsertal;;47.105001;11.810001;;;;0;0;;;none;true;1
6772;1993-12-19 00:00:00;1;1;172;Zischgeles - ;2700;47.115004;11.005004;;;3;1;0;;;yes;true;1
6773;1993-12-22 00:00:00;1;1;172;Zischgeles - ;;47.115005;11.005005;;;4;2;0;;;yes;true;1
6774;1993-12-29 00:00:00;1;1;184;Langschneid - ;2250;46.906421;12.321427;35;1;3;0;1;;;yes;true;1
6775;1993-12-29 00:00:00;1;1;177;Rotkogel - Hochsölden;2790;46.96698;10.953631;45;3;3;0;1;;;yes;true;1
6776;1994-01-03 00:00:00;2;9;18;Idalpe - Sonnenlift;;46.995001;10.385001;40;5;;0;0;;;yes;true;1
6777;1994-01-06 00:00:00;1;1;175;Ellmauer Tor - ;1895;47.390001;12.240001;39;6;3;1;0;;;yes;true;1
6778;1994-01-07 00:00:00;1;1;173;Griffjoch - Kreuzjöchl;2500;47.235002;11.645002;;8;3;1;0;;;yes;true;1
6779;1994-01-15 00:00:00;1;1;173;Schafseitenspitze - ;2400;47.235003;11.645003;32;2;;0;0;;;yes;true;1
6780;1994-01-27 00:00:00;2;9;18;Lazid - Komperdell;2250;46.995002;10.385002;;1;;0;0;;;none;true;1
6781;1994-01-27 00:00:00;2;9;18;Obere Scheid - ;2500;46.995003;10.385003;;4;5;1;0;;;yes;true;1
6782;1994-01-27 00:00:00;1;1;160;Seegrube - Diretissima;2100;47.395003;11.260003;;4;;1;0;;;yes;true;1
6783;1994-01-29 00:00:00;2;9;18;Große Paula - östl. Ortseingang;;46.995004;10.385004;;;;0;0;;;none;true;1
6784;1994-01-29 00:00:00;2;9;18;Großtal - ca. 200m westl. vom Ortsende;;46.995005;10.385005;;;;0;0;;;none;true;1
6785;1994-01-30 00:00:00;1;1;178;Festkogelbahn - Stöcklseite;2300;46.874743;11.039359;37;6;3;2;1;;;yes;true;1
6786;1994-01-30 00:00:00;1;1;165;Gampberg - Rendlgebiet;2100;47.270001;10.535001;40;2;3;1;0;;;yes;true;1
6787;1994-01-30 00:00:00;1;1;172;Roter Schrofen - Mittagskopf;2000;47.115006;11.005006;;8;3;1;0;;;yes;true;1
6788;1994-02-01 00:00:00;1;1;177;Kirchenkögele - ;2500;46.930004;10.985004;30;7;3;1;0;;;yes;true;1
6789;1994-02-16 00:00:00;1;1;183;Finstere Tal - ;2500;47.057552;12.673468;40;7;2;0;1;;;yes;true;1
6790;1994-03-05 00:00:00;1;1;173;Eiskarspitze - Torspitze/Tuxer Voralpen;2200;47.235004;11.645004;;;;0;0;;;yes;true;1
6791;1994-03-07 00:00:00;1;1;172;Gschwezgrat - Nähe Franz-Senn-Hütte;2600;47.115007;11.005007;35;7;3;4;0;;;yes;true;1
6792;1994-03-09 00:00:00;2;9;18;Velliltal - ;1700;46.995006;10.385006;;;;0;0;;;none;true;1
6793;1994-03-11 00:00:00;1;1;172;Sennjoch - Schlick;2180;47.115008;11.005008;40;4;2;1;0;;;yes;true;1
6794;1994-03-12 00:00:00;1;1;177;Bueserkopf - ;2600;46.930005;10.985005;;;;0;0;;;none;true;1
6795;1994-04-14 00:00:00;1;1;177;Guslarspitze - ;2700;46.930006;10.985006;35;5;3;1;0;;;yes;true;1
6796;1994-04-27 00:00:00;1;1;181;Großer Geiger - Großvenedigergruppe;3300;47.025001;12.430001;30;6;2;1;0;;;yes;true;1
6797;1994-10-31 00:00:00;1;1;172;Habicht - Gipfelregion;3240;47.115009;11.005009;;1;;1;0;;;yes;true;1
6798;1994-11-12 00:00:00;1;1;177;Rettenbachferner - ;2800;46.930007;10.985007;45;;;0;0;;;yes;true;1
6799;1994-11-13 00:00:00;1;1;177;Pitztaler Jöchl - ;;46.930008;10.985008;;;;0;0;;;yes;true;1
6800;1995-01-03 00:00:00;1;1;164;Schöngraben - Thörli/ Kapall;1700;47.148918;10.270961;50;4;4;0;3;;;yes;true;1
6801;1995-01-18 00:00:00;1;1;173;Landstraße Ellbögen - nördl. von St. Peter;;47.235005;11.645005;;;;0;0;;;none;true;1
6802;1995-01-19 00:00:00;1;1;180;Vals, Nr. 11 -;;47.105002;11.810002;;;;1;0;;;yes;true;1
6803;1995-01-22 00:00:00;1;1;172;"\Kraspestal/ Bereich \""\""Zweite Zwinge- - Zwieselbacher Roßkogel""";2440;47.11501;11.00501;;;;0;0;;;yes;true;1
6804;1995-01-24 00:00:00;1;1;180;Gerlosstraße - ;;47.105003;11.810003;;;;0;0;;;none;true;1
6805;1995-02-07 00:00:00;1;1;160;Hafelekar - Seilbahnrinne;2256;47.395004;11.260004;;6;2;1;0;;;yes;true;1
6806;1995-02-11 00:00:00;1;1;173;Scheibenspitze - Gipfelregion;2498;47.106255;11.572334;44;2;2;1;3;;;yes;true;1
6807;1995-02-18 00:00:00;1;1;173;Mühlbachl - B182;;47.235006;11.645006;;7;;0;0;;;none;true;1
6808;1995-02-18 00:00:00;1;1;158;Strindental - Strindenbachschlucht;1300;47.486994;10.567249;41;7;2;0;1;;;yes;true;1
6809;1995-02-25 00:00:00;1;1;165;Namloser Landstraße - Lagga - Sprung;;47.270002;10.535002;;;;0;0;;;none;true;1
6810;1995-02-27 00:00:00;2;9;18;Freier Schiraum - ;;46.995007;10.385007;;3;;0;0;;;yes;true;1
6811;1995-02-27 00:00:00;1;1;175;Hahnenkamm - Steinbergkogel;;47.390002;12.240002;;3;;0;0;;;yes;true;1
6812;1995-03-01 00:00:00;1;1;180;Silleskogel - westl. Schidepot;2400;47.105004;11.810004;35;8;2;1;0;;;yes;true;1
6813;1995-03-11 00:00:00;1;1;181;Grünseehütte - ;2500;47.025002;12.430002;45;6;;0;0;;;yes;true;1
6814;1995-03-22 00:00:00;1;1;164;Galzig - Zammermoos;1900;47.13172;10.220457;44;6;4;0;1;;;yes;true;1
6815;1995-03-23 00:00:00;1;1;173;Glungezer - Kleine Diretissima;2000;47.235007;11.645007;;;;0;0;;;none;true;1
6816;1995-03-23 00:00:00;1;1;172;Zwieselbachjoch - ;2900;47.105991;11.039959;45;5;3;0;2;;;yes;true;1
6817;1995-03-26 00:00:00;1;1;165;Steißbachtal - ;2000;47.270003;10.535003;;;;0;0;;;none;true;1
6818;1995-03-31 00:00:00;1;1;173;Glungezer - Große Diretissima;2450;47.214109;11.520353;37;1;3;0;2;;;yes;true;1
6819;1995-04-12 00:00:00;2;9;18;Vermunttal - Sedel;1700;46.995008;10.385008;;;;0;0;;;none;true;1
6820;1995-04-22 00:00:00;1;1;177;Fernautal - Mutterbergalm;1920;46.930009;10.985009;;2;3;1;0;;;yes;true;1
6821;1995-05-24 00:00:00;1;1;177;Ötztaler Wildspitze - unterhalb Nordflanke;3400;46.888869;10.871651;40;2;;0;2;;;yes;true;1
6822;1995-05-24 00:00:00;1;1;160;Stempeljoch - Stempelreisen;2100;47.395005;11.260005;;2;;0;0;;;yes;true;1
6823;1995-06-08 00:00:00;1;1;172;Sulzkogel / Kühtai - ;2700;47.180698;11.012078;;2;;0;1;;;yes;true;1
6824;1995-11-26 00:00:00;1;1;172;Hochtennboden - Axamer Lizum;2315;47.178361;11.283606;42;2;;0;1;;;yes;true;1
6825;1995-12-14 00:00:00;1;1;179;Tobelfall - Grawa-Eisgarten;2200;47.013489;11.20237;;8;2;0;2;;;yes;true;1
6826;1995-12-16 00:00:00;1;1;172;Freier Schiraum / Kühtai - Dreiseenlift;2400;47.115011;11.005011;35;8;3;1;0;;;yes;true;1
6827;1995-12-22 00:00:00;1;1;182;Firschnitztal - Nahe Firschnitzscharte;2800;47.039512;12.454633;35;4;3;0;1;;;yes;true;1
6828;1995-12-26 00:00:00;2;9;18;Palinkopf - Ostseite Palinkopfe;2800;46.995009;10.385009;40;3;;0;0;;;yes;true;1
6829;1995-12-27 00:00:00;1;1;165;Paggentobel - Galzig;;47.270004;10.535004;35;;;0;0;;;yes;true;1
6830;1995-12-28 00:00:00;1;1;180;Grübelspitze - ;;47.105005;11.810005;;2;;0;0;;;yes;true;1
6831;1995-12-28 00:00:00;1;1;172;Venetbahn - Bergstation;;47.115012;11.005012;;8;;0;0;;;yes;true;1
6832;1995-12-31 00:00:00;1;1;176;Gamshag - ;2105;47.364457;12.467412;35;7;3;0;1;;;yes;true;1
6833;1996-01-04 00:00:00;1;1;181;Fiegerhorn - Südflanke;2700;47.025003;12.430003;;5;3;1;0;;;yes;true;1
6834;1996-01-05 00:00:00;1;1;177;Gaislachkogel - Wasserkar;2950;46.93001;10.98501;40;2;;0;0;;;yes;true;1
6835;1996-01-05 00:00:00;1;1;177;Rostizkogel - Riffelseegebiet;3200;46.930011;10.985011;40;2;3;1;0;;;yes;true;1
6836;1996-01-06 00:00:00;1;1;170;Greitspitze - ;2650;46.962124;10.327894;35;7;3;0;1;;;yes;true;1
6982;1999-02-13 00:00:00;2;9;18;Wonneschrofen - Schönjochabfahrt;;46.99502;10.38502;40;;;0;0;;;yes;true;1
6837;1996-01-07 00:00:00;1;1;163;Vorderunnutz - Gipfelregion;1920;47.560001;12.165001;40;1;3;1;0;;;yes;true;1
6838;1996-02-18 00:00:00;1;1;175;Gauxalm - Aubachgraben;1800;47.34076;12.377437;;8;3;0;1;;;yes;true;1
6840;1996-02-18 00:00:00;1;1;165;Kapallschrofen - ;;47.270006;10.535006;;;;0;0;;;yes;true;1
6841;1996-02-18 00:00:00;2;9;18;Lavens-Schlepplift - Komperdell;;46.99501;10.38501;;3;;0;0;;;yes;true;1
6842;1996-02-18 00:00:00;1;1;165;Moostal - Rossfall - Riffl;1800;47.270007;10.535007;30;;3;1;0;;;yes;true;1
6880;1996-09-14 00:00:00;1;1;177;Hinterer Brunnenkogel - Pitztaler Gletscher;;46.930016;10.985016;35;4;;0;0;;;none;true;1
6843;1996-02-18 00:00:00;1;1;165;Paggentobel - Maienwasen;1960;47.270008;10.535008;45;4;3;3;0;;;yes;true;1
6844;1996-02-18 00:00:00;1;1;165;Rendl, Gampberg - Oberer Gstansboden;1800;47.270009;10.535009;40;1;3;1;0;;;yes;true;1
6845;1996-02-18 00:00:00;1;1;163;Rofangebirge - Seekarlspitze;2020;47.560002;12.165002;;6;3;1;0;;;yes;true;1
6846;1996-02-18 00:00:00;1;1;175;Schigebiet Pengelstein - Saukasergraben;1800;47.38444;12.354126;40;2;3;0;1;;;yes;true;1
6847;1996-02-18 00:00:00;1;1;165;Schöngraben - ;;47.27001;10.53501;;;;0;0;;;yes;true;1
6848;1996-02-18 00:00:00;1;1;175;Spiessnägel - ;1750;47.390003;12.240003;37;3;3;1;0;;;yes;true;1
6849;1996-02-19 00:00:00;1;1;165;Hahnenkamm - Höfener Alm;1850;47.270011;10.535011;;1;;0;0;;;yes;true;1
6850;1996-02-19 00:00:00;1;1;165;Rastkopf - ;;47.270012;10.535012;45;1;;0;0;;;yes;true;1
6851;1996-02-23 00:00:00;1;1;175;Brechhorn - Spertental;1900;47.390004;12.240004;;2;;0;0;;;yes;true;1
6852;1996-02-24 00:00:00;1;1;172;Hintere Karlesspitze - Kühtai;;47.115013;11.005013;;;;0;0;;;yes;true;1
6853;1996-02-25 00:00:00;1;1;172;Innerberger Felderkogel - Gipfelregion;2800;47.115014;11.005014;;3;;0;0;;;yes;true;1
6854;1996-03-02 00:00:00;1;1;172;Zwölferköpfl - Ochsengarten;2400;47.115015;11.005015;30;1;3;1;0;;;yes;true;1
6855;1996-03-05 00:00:00;1;1;176;Mesnerhöhe - Richtung Roßkarlacke;2000;47.402685;12.512058;35;8;2;0;1;;;yes;true;1
6856;1996-03-06 00:00:00;1;1;175;Schwarzkogel - ;;47.390005;12.240005;;2;;0;0;;;yes;true;1
6857;1996-03-08 00:00:00;1;1;175;Isskogel - Richtberg - ;2240;47.235221;11.987922;45;2;3;0;1;;;yes;true;1
6858;1996-03-09 00:00:00;1;1;176;Kitzbühler Horn - Raintal;1590;47.468611;12.443206;40;2;3;0;1;;;yes;true;1
6859;1996-03-17 00:00:00;1;1;175;Spieleck-Kogel - ;;47.390006;12.240006;;1;;0;0;;;yes;true;1
6860;1996-03-24 00:00:00;1;1;165;Geierköpfe - Ammerwald;2060;47.270013;10.535013;;;3;1;0;;;yes;true;1
6861;1996-03-24 00:00:00;1;1;180;Hintertuxere Gletscher - Lärmstange;;47.105006;11.810006;;;;0;0;;;yes;true;1
6862;1996-03-25 00:00:00;1;1;177;Ötztaler Gletscherstraße - Gebiet Rettenbachalm;2160;46.930012;10.985012;;;3;8;0;;;yes;true;1
6863;1996-03-26 00:00:00;1;1;177;Gaislachkogel - Gratl;2480;46.953687;10.972948;45;;3;0;1;;;yes;true;1
6864;1996-03-30 00:00:00;1;1;172;Staumauer Finstertal - Kühtai;2300;47.199395;11.021518;45;1;3;0;1;;;yes;true;1
6865;1996-04-03 00:00:00;1;1;172;Murkarspitze - ;3000;47.0259;11.036264;40;2;3;0;3;;;yes;true;1
6866;1996-04-05 00:00:00;1;1;175;Hahnenkamm - Steinberkogel;;47.390007;12.240007;;8;;0;0;;;yes;true;1
6867;1996-04-05 00:00:00;1;1;164;Vallugaspitze - ;2700;47.159558;10.212357;35;8;3;0;1;;;yes;true;1
6868;1996-04-06 00:00:00;1;1;160;Reitherspitze - Westflanke;2300;47.395006;11.260006;40;7;3;1;0;;;yes;true;1
6869;1996-04-09 00:00:00;1;1;172;Wildkopf - Podsdammer Hütte;2570;47.115016;11.005016;;8;3;2;0;;;yes;true;1
6870;1996-04-12 00:00:00;1;1;177;Innere Schwarze Schneid - Bereich Karlelskogel;3200;46.930013;10.985013;40;2;3;1;0;;;yes;true;1
6871;1996-04-14 00:00:00;1;1;177;Hinterer Brunnkogel - Pitztaler Gletscher;3400;46.930014;10.985014;35;;;0;0;;;yes;true;1
6872;1996-04-14 00:00:00;1;1;180;Kleiner Kaserer - Hintertux;3000;47.105007;11.810007;;1;;0;0;;;yes;true;1
6873;1996-04-14 00:00:00;1;1;172;Wetterkreuz - Wörgetal / Kühtai;;47.115017;11.005017;;;;0;0;;;yes;true;1
6874;1996-04-14 00:00:00;1;1;172;Wörgetalsattel - ;2500;47.115018;11.005018;35;1;3;2;0;;;yes;true;1
6875;1996-04-16 00:00:00;1;1;172;Schöntalspitze - ;3008;47.115019;11.005019;38;8;;0;0;;;yes;true;1
6876;1996-04-21 00:00:00;2;9;18;Greitspitze - Höllenkar;;46.995011;10.385011;;;;0;0;;;none;true;1
6877;1996-04-21 00:00:00;2;9;18;Pitz Rots - ;3097;46.995012;10.385012;30;8;;0;0;;;yes;true;1
6878;1996-04-22 00:00:00;2;9;18;Östl. Knotenspitze - Ülesgrat/ Franz-Senn-Hüte;2540;46.995013;10.385013;40;8;;0;0;;;yes;true;1
6879;1996-05-04 00:00:00;1;1;177;Daunferner - ;3160;46.930015;10.985015;35;2;;0;0;;;yes;true;1
6881;1996-10-05 00:00:00;1;1;177;Innere Schwarze Schneid - Rettenbachferner;3200;46.930017;10.985017;37;1;;0;0;;;yes;true;1
6882;1996-10-25 00:00:00;1;1;177;Hinterer Brunnenkogel - Pitztaler Gletscher;3100;46.930018;10.985018;50;2;;0;0;;;none;true;1
6883;1996-11-18 00:00:00;1;1;177;Gaislachkogel - Gratlift;3058;46.930019;10.985019;42;8;;0;0;;;yes;true;1
6884;1996-11-18 00:00:00;1;1;177;Vorderer Brunnenkogel - Pitztaler Schigebiet;3200;46.93002;10.98502;40;2;;0;0;;;yes;true;1
6885;1996-11-19 00:00:00;1;1;179;Wilde Grube - Stubaier Gletscher;2470;47.004181;11.128255;45;8;;0;1;;;yes;true;1
6886;1996-11-30 00:00:00;1;1;180;Tuxerjochhaus - Hintertux;2400;47.105008;11.810008;40;3;;1;0;;;yes;true;1
6887;1996-12-05 00:00:00;2;9;18;Höllenspitze - Skigebiet Ischgl;2700;46.995014;10.385014;30;2;3;1;0;;;yes;true;1
6888;1996-12-28 00:00:00;1;1;172;Gaißkogel - Haggen;2700;47.11502;11.00502;40;2;;0;0;;;yes;true;1
6889;1997-01-06 00:00:00;1;1;173;Roßlaufspitze - Tuxer Voralpen;2248;47.235008;11.645008;35;2;2;1;0;;;yes;true;1
6890;1997-01-11 00:00:00;1;1;186;Schustertal - ;2510;46.689852;12.455503;40;2;2;0;1;;;yes;true;1
6891;1997-02-08 00:00:00;1;1;165;Bereich Albona - ;2000;47.270014;10.535014;40;2;;0;0;;;none;true;1
6892;1997-02-16 00:00:00;1;1;172;Drei Seen Bahn - Kühtai;2260;47.115021;11.005021;35;8;;0;0;;;yes;true;1
6893;1997-02-16 00:00:00;1;1;165;Gampberg - Rendl;2350;47.270015;10.535015;35;2;;0;0;;;none;true;1
6894;1997-02-17 00:00:00;1;1;177;Gaislachkogel - Heidebahn;2500;46.944519;10.982618;45;3;3;0;1;;;yes;true;1
6895;1997-02-18 00:00:00;1;1;158;Luxnacher Sattel - ;2039;47.31565;10.451125;36;2;3;0;4;;;yes;true;1
6896;1997-02-19 00:00:00;1;1;172;Gebiet Franz Senn Hütte - Sommerwand;2200;47.115022;11.005022;40;8;;0;0;;;yes;true;1
6897;1997-02-19 00:00:00;1;1;165;Hinteres Rendlgebiet - ;;47.270016;10.535016;40;2;;0;0;;;none;true;1
6898;1997-02-19 00:00:00;1;1;177;Riffelseegebiet - Pitztaler Gletscher;2290;46.930021;10.985021;35;3;;0;0;;;yes;true;1
6899;1997-02-21 00:00:00;1;1;167;Albonagrat - Maroital;2100;47.11431;10.173855;45;2;3;1;1;;;yes;true;1
6900;1997-02-21 00:00:00;1;1;177;Gaislachkogel Bergstation - Sölden;3000;46.930022;10.985022;40;3;3;1;0;;;yes;true;1
6901;1997-02-22 00:00:00;1;1;177;Unterh. der Gaislachk.-Bergstation - Stabelebahn;2400;46.930023;10.985023;40;2;;0;0;;;yes;true;1
6902;1997-02-23 00:00:00;1;1;175;Gamskopf - ;;47.390008;12.240008;35;3;;0;0;;;yes;true;1
6903;1997-02-23 00:00:00;1;1;181;Lappachalm - ;;47.025004;12.430004;35;2;;0;0;;;yes;true;1
6904;1997-02-23 00:00:00;1;1;172;Neunerkopf - Finstertal/Kühtai;2380;47.115023;11.005023;30;7;;0;0;;;yes;true;1
6905;1997-02-24 00:00:00;1;1;165;Gampberg - Rendlgebiet;;47.270017;10.535017;42;2;;0;0;;;yes;true;1
6979;1999-02-11 00:00:00;1;1;165;Gampberg - Freier Schiraum;1900;47.270022;10.535022;40;8;;0;0;;;yes;true;1
6906;1997-02-26 00:00:00;1;1;169;Jamtalferner - Südl. der Jamtalhütte;2160;46.875724;10.166585;40;8;3;0;1;;;yes;true;1
6981;1999-02-11 00:00:00;1;1;177;Venter Landstraße bei Bodenegg - ;;46.930048;10.985048;;;;0;0;;;none;true;1
6907;1997-02-28 00:00:00;1;1;176;Gaisbergsattel - ;1700;47.426117;12.470447;35;2;3;0;1;;;yes;true;1
6908;1997-02-28 00:00:00;1;1;180;Schöberspitzen - Wildlahnertal;2500;47.080146;11.619433;35;2;3;1;1;;;yes;true;1
6909;1997-03-02 00:00:00;1;1;173;Glungezer - Frauental;2450;47.235009;11.645009;35;8;;0;0;;;yes;true;1
6910;1997-03-03 00:00:00;1;1;175;Nordseite des Schatzbergs - ;;47.390009;12.240009;30;1;;0;0;;;none;true;1
6911;1997-03-08 00:00:00;1;1;177;Unterh. Breslauerhütte - Vent;2750;46.930024;10.985024;45;4;;0;0;;;yes;true;1
6912;1997-03-09 00:00:00;1;1;180;Wildlahnergrat - Olperergebiet;;47.105009;11.810009;35;6;;0;0;;;none;true;1
6913;1997-03-11 00:00:00;1;1;177;Rote Karle - Gaislachkogel;2300;46.930025;10.985025;45;2;2;1;0;;;yes;true;1
6914;1997-03-23 00:00:00;1;1;175;Wiedersberger Horn - Hornrinne;2127;47.361468;11.922298;40;2;2;0;1;;;yes;true;1
6915;1997-03-24 00:00:00;1;1;161;Reitherspitze - Bereich Reitherkar;2180;47.327585;11.235118;35;1;2;0;1;;;yes;true;1
6916;1997-03-25 00:00:00;1;1;172;Rotgrubenspitze - Gipfelbereich;2900;47.115024;11.005024;45;3;3;2;0;;;yes;true;1
6917;1997-03-26 00:00:00;1;1;173;Klammspitze - Wattener Lizum;2050;47.23501;11.64501;35;2;3;1;0;;;yes;true;1
6918;1997-03-31 00:00:00;1;1;177;Gaislacher Rinne - Gaislachkogel;2950;46.930026;10.985026;42;2;;0;0;;;yes;true;1
6919;1997-04-01 00:00:00;2;9;18;Tirolerscharte - Jamtal;2900;46.995015;10.385015;40;3;;0;0;;;yes;true;1
6920;1997-04-10 00:00:00;1;1;172;Marchreisenspitze - Axamer Lizum;2600;47.174555;11.309203;42;2;3;0;1;;;yes;true;1
6921;1997-05-03 00:00:00;1;1;172;Gamskogel - Senderstal;2600;47.14385;11.260729;40;1;2;0;1;;;yes;true;1
6922;1997-06-08 00:00:00;1;1;163;Steinerne Rinne - Wilder Kaiser;2800;47.560003;12.165003;50;1;;1;0;;;yes;true;1
6923;1997-07-31 00:00:00;1;1;177;Watze Spitze - Pitztal ;3200;46.930027;10.985027;50;2;;1;0;;;yes;true;1
6924;1997-10-18 00:00:00;1;1;163;Gruttenklamml - Wilder Kaiser;1600;47.560004;12.165004;42;3;;1;0;;;yes;true;1
6925;1997-12-20 00:00:00;1;1;172;Kastengrat - Roter Kogel - Fotschertal;2170;47.115025;11.005025;33;2;3;1;0;;;yes;true;1
6926;1997-12-21 00:00:00;1;1;177;Festkogel - Obergurgl;2880;46.930028;10.985028;40;8;;0;0;;;yes;true;1
6927;1997-12-25 00:00:00;1;1;173;Rippenspitze - Windbühel;2350;47.235011;11.645011;35;8;3;1;0;;;yes;true;1
6928;1997-12-30 00:00:00;1;1;177;Wasserkar - Gaislachkogel;2980;46.941741;10.969702;40;3;3;0;1;;;yes;true;1
6929;1998-01-01 00:00:00;1;1;173;Schafseitenspitze - ;2525;47.103552;11.554925;38;1;2;0;1;;;yes;true;1
6930;1998-01-24 00:00:00;2;9;18;Minigolfanlage - Ischgl;1377;46.995016;10.385016;40;3;;1;0;;;yes;true;1
6931;1998-02-16 00:00:00;1;1;177;Taschachalm - Riffelsee Schigebiet;1730;46.930029;10.985029;;3;;0;0;;;none;true;1
6932;1998-03-04 00:00:00;1;1;172;Ambergerhütte - ;;47.115026;11.005026;;;;0;0;;;yes;true;1
6933;1998-03-18 00:00:00;1;1;177;Hinterer Brunnenkogel - Pitztaler Gletscher;3200;46.93003;10.98503;;;;0;0;;;yes;true;1
6934;1998-03-19 00:00:00;1;1;183;Ködnitztal - Nähe Stüdlhütte;2700;47.053638;12.684532;40;6;3;0;2;;;yes;true;1
6935;1998-03-21 00:00:00;1;1;160;Seegrube - Diretissima;2200;47.395007;11.260007;50;6;;0;0;;;yes;true;1
6936;1998-03-22 00:00:00;1;1;177;Gaislachkogel - Rettenbachtal;2280;46.930031;10.985031;37;1;;0;0;;;yes;true;1
6937;1998-03-24 00:00:00;1;1;177;Nörderscharte - Kaunertaler Gletscher;2620;46.930032;10.985032;38;1;3;1;0;;;yes;true;1
6938;1998-03-25 00:00:00;3;10;191;Wildseespitze - Grießbergalm;2670;46.993121;11.570317;42;6;3;0;1;;;yes;true;1
6939;1998-03-27 00:00:00;1;1;177;Hundskopf - Gaislachkogel;2570;46.930033;10.985033;37;3;;0;0;;;yes;true;1
6940;1998-03-29 00:00:00;1;1;177;Gurgler Heide - Obergurgl;2200;46.930034;10.985034;;8;;0;0;;;yes;true;1
6941;1998-04-03 00:00:00;1;1;177;Rettenbachtal - ;;46.930035;10.985035;;;;0;0;;;none;true;1
6942;1998-04-07 00:00:00;1;1;177;Glockturm - Krummgampental/ Kaunert. Gletsch.;3100;46.930036;10.985036;30;6;2;1;0;;;yes;true;1
