incident_id;datum;country_id;region_id;subregion_id;ort;elevation;latitude;longitude;incline;aspect_id;danger_id;n_injured;n_dead;n_uninjured;involved_sum;involved;valid_time;revision;region_name;involved_id;___id;___s
7084;2000-02-21 00:00:00;1;1;165;Galzig - Skigebiet St. Anton a.A. - Arlbergpaß;2000;47.270044;10.535044;;5;;0;0;;;yes;true;1;Tirol;0;T000002R000344;true
7085;2000-02-21 00:00:00;1;1;165;Gampberg - Skigebiet St. Anton a.A. - Brandkreuz;2400;47.270045;10.535045;34;6;3;1;0;;;yes;true;1;Tirol;2001;T000002R000345;true
7086;2000-02-22 00:00:00;1;1;160;Gleirschspitze - Skigebiet der Nordkettenbahnen - Stadt Innsbruck - Hafelekarspitze;2280;47.39502;11.26002;40;5;;0;0;;;none;true;1;Tirol;0;T000002R000346;true
7087;2000-02-23 00:00:00;1;1;172;Hochzeiger - Skigebiet Hochzeiger - Zollberg;;47.115048;11.005048;35;8;;0;0;;;none;true;1;Tirol;0;T000002R000347;true
7088;2000-02-23 00:00:00;1;1;177;Wurmkogel - Hochgurgl - Königstal;;46.930068;10.985068;;1;;0;0;;;yes;true;1;Tirol;0;T000002R000348;true
7089;2000-02-25 00:00:00;1;1;173;Kuhmöser - Gartalm-Hochleger;2200;47.235015;11.645015;40;4;;0;0;;;yes;true;1;Tirol;0;T000002R000349;true
7090;2000-02-25 00:00:00;1;1;165;Namlos - Namloser Landesstraße - Keiltal;1300;47.270046;10.535046;;;;0;0;;;none;true;1;Tirol;0;T000002R000350;true
7091;2000-02-26 00:00:00;1;1;177;Weißseejoch - Skigebiet Kaunertaler Gletscher - Gde. Kaunertal - Wiesjagglskopf;2750;46.930069;10.985069;35;3;;0;0;;;yes;true;1;Tirol;0;T000002R000351;true
7092;2000-02-27 00:00:00;1;1;172;Kauns - L18 (Kaunertaler Landesstraaße) - Köpfle;2800;47.115049;11.005049;40;6;;0;0;;;none;true;1;Tirol;0;T000002R000352;true
7093;2000-02-27 00:00:00;1;1;160;Seegrube - Diretissima - Stadt Innsbruck - Bodensteinalm;1970;47.395021;11.260021;34;5;;0;0;;;none;true;1;Tirol;0;T000002R000353;true
7094;2000-02-27 00:00:00;1;1;175;Seekopf - Hinteres Alpbachtal - Großes Beil;;47.39002;12.24002;;;;0;0;;;none;true;1;Tirol;0;T000002R000354;true
7095;2000-02-27 00:00:00;1;1;165;Seelaskopf - Gde. Kelmen - Kelmer Kar;2300;47.270047;10.535047;45;8;2;2;0;;;yes;true;1;Tirol;2002;T000002R000355;true
7096;2000-03-02 00:00:00;1;1;163;Ellmauer Tor - Gaudeamushütte - Vordere Karlspitze;1850;47.56001;12.16501;42;4;3;1;0;;;yes;true;1;Tirol;2001;T000002R000356;true
7097;2000-03-04 00:00:00;1;1;172;Fallmaritzalm - Nösslachjoch;1880;47.11505;11.00505;35;8;3;1;0;;;yes;true;1;Tirol;2001;T000002R000357;true
7098;2000-03-05 00:00:00;1;1;175;Reckmoos - Skigebiet Fieberbrunn - Grießenbodenalm;1800;47.390021;12.240021;43;1;;0;0;;;yes;true;1;Tirol;0;T000002R000358;true
7099;2000-03-13 00:00:00;1;1;177;Weißseeferner - Skigebiet Kaunertaler Gletscher - Weißseespitze;;46.93007;10.98507;;;;0;0;;;none;true;1;Tirol;0;T000002R000359;true
7101;2000-03-17 00:00:00;1;1;172;Gries - Sulztal - Eischbach;2750;47.115051;11.005051;40;4;;0;0;;;none;true;1;Tirol;0;T000002R000360;true
7102;2000-03-17 00:00:00;1;1;175;Hartkaser - Skigebiet Ellmau - Gasthof Jägerhütte;1300;47.390022;12.240022;35;2;;0;0;;;yes;true;1;Tirol;0;T000002R000361;true
7103;2000-03-17 00:00:00;1;1;181;Haslach - L 26 (Kalser Landesstraße) - Haslacher-Lawine - Staniska;2600;47.025006;12.430006;40;4;;0;0;;;none;true;1;Tirol;0;T000002R000362;true
7104;2000-03-17 00:00:00;1;1;173;Rastkogelhütte - Kreuzjoch;2300;47.235016;11.645016;40;5;;0;0;;;yes;true;1;Tirol;0;T000002R000363;true
7105;2000-03-18 00:00:00;1;1;160;Gramaialm - Sonnjoch;2450;47.395022;11.260022;40;5;;0;0;;;none;true;1;Tirol;0;T000002R000364;true
7106;2000-03-18 00:00:00;1;1;172;Grieser Landstraße - ;;47.115052;11.005052;;;;0;0;;;none;true;1;Tirol;0;T000002R000365;true
7107;2000-03-18 00:00:00;1;1;172;Gurns - L10 (Gschnitzer Landesstraße) - Gschnitz;2500;47.115053;11.005053;40;4;;0;0;;;none;true;1;Tirol;0;T000002R000366;true
7108;2000-03-18 00:00:00;1;1;172;Hairlach - Eschelbachlawine - Zaunhof;2800;47.115054;11.005054;40;6;;0;0;;;yes;true;1;Tirol;0;T000002R000367;true
7109;2000-03-18 00:00:00;1;1;173;Hochfügen - Sonntagsköpfllawine - Sonntagsköpfl;2200;47.235017;11.645017;35;4;;0;0;;;none;true;1;Tirol;0;T000002R000368;true
7110;2000-03-18 00:00:00;1;1;180;Oberbödenalm - Wildschrofen;2200;47.105011;11.810011;40;5;;0;0;;;yes;true;1;Tirol;0;T000002R000369;true
7111;2000-03-18 00:00:00;1;1;180;Schmirn - L 229 (Schmirner Landesstraße) - Schmirner Berg;2300;47.105012;11.810012;40;5;;0;0;;;yes;true;1;Tirol;0;T000002R000370;true
7112;2000-03-18 00:00:00;1;1;180;Speicher Zillergründl - Zillerkargründl;;47.105013;11.810013;;;;0;0;;;none;true;1;Tirol;0;T000002R000371;true
7113;2000-03-18 00:00:00;1;1;172;Stauden - Gschnitz;2600;47.115055;11.005055;40;4;;0;0;;;none;true;1;Tirol;0;T000002R000372;true
7114;2000-03-18 00:00:00;1;1;181;Virgen - Obermauern, Mellitz;2700;47.025008;12.430008;40;5;;0;0;;;none;true;1;Tirol;0;T000002R000373;true
7115;2000-03-19 00:00:00;1;1;173;Sillschlucht - ;;47.235018;11.645018;;;;0;0;;;none;true;1;Tirol;0;T000002R000374;true
7116;2000-03-20 00:00:00;1;1;172;Gschnitz - ;;47.115056;11.005056;;;;0;0;;;none;true;1;Tirol;0;T000002R000375;true
7117;2000-03-20 00:00:00;1;1;172;Gschnitz - Gänsbachlawine - Gschnitz;2450;47.115057;11.005057;40;4;;0;0;;;yes;true;1;Tirol;0;T000002R000376;true
7118;2000-03-20 00:00:00;1;1;181;Venedigerblick - Felbertauern - Messeling;2650;47.025009;12.430009;40;5;;0;0;;;none;true;1;Tirol;0;T000002R000377;true
7119;2000-03-21 00:00:00;1;1;160;Finstertalegg - Karwendelbahn - Zirl;900;47.395023;11.260023;40;5;;0;0;;;none;true;1;Tirol;0;T000002R000378;true
7120;2000-04-15 00:00:00;1;1;163;Veitsberg - Mangfallgebirge - Riedenberg;1750;47.560011;12.165011;40;4;2;1;0;;;yes;true;1;Tirol;2001;T000002R000379;true
7121;2000-04-22 00:00:00;1;1;177;Breslauer-Hütte - Rofenkar;2760;46.930071;10.985071;43;4;;0;0;;;yes;true;1;Tirol;0;T000002R000380;true
7122;2000-04-22 00:00:00;2;9;18;Giggler Spitze - Verbeilalpe;2500;46.995032;10.385032;35;8;;0;0;;;yes;true;1;Schweiz-Suisse-Svizzera-Svizra;0;T000002R000381;true
7123;2000-04-22 00:00:00;1;1;172;Grasse - L 18 (Kaunertaler Landesstraße) - Feichten;2700;47.115058;11.005058;40;3;;0;0;;;none;true;1;Tirol;0;T000002R000382;true
7124;2000-04-22 00:00:00;1;1;177;Martin-Busch-Haus - Auf den Sömen;2480;46.930072;10.985072;35;4;3;1;0;;;yes;true;1;Tirol;2001;T000002R000383;true
7125;2000-04-23 00:00:00;1;1;177;Breslauer Hütte - Richtung Vent - ;;46.930073;10.985073;;;;0;0;;;none;true;1;Tirol;0;T000002R000384;true
7126;2000-04-23 00:00:00;2;9;18;Großmutzkopf - Piz Lad (Südtirol) - Tendreswiesen;2350;46.995033;10.385033;35;2;;0;0;;;none;true;1;Schweiz-Suisse-Svizzera-Svizra;0;T000002R000385;true
7127;2000-04-23 00:00:00;1;1;181;Hochkarkopf - Stoanalm;2600;47.02501;12.43001;40;3;;0;0;;;none;true;1;Tirol;0;T000002R000386;true
7128;2000-04-23 00:00:00;1;1;181;Mullwitzkogel - Stoanalm;2600;47.025011;12.430011;40;3;;0;0;;;none;true;1;Tirol;0;T000002R000387;true
7129;2000-10-10 00:00:00;1;1;180;Tuxer Ferner (Kasererweg) - Tuxer-Ferner-Haus;2700;47.105014;11.810014;40;2;;0;0;;;yes;true;1;Tirol;0;T000002R000388;true
7130;2000-11-05 00:00:00;2;9;18;Furgler - Furglerjoch;2980;46.995034;10.385034;50;1;;1;0;;;yes;true;1;Schweiz-Suisse-Svizzera-Svizra;2001;T000002R000389;true
7131;2000-11-17 00:00:00;1;1;177;Wiesjagglskopf - Weißseejoch;2850;46.930074;10.985074;50;2;;0;0;;;none;true;1;Tirol;0;T000002R000390;true
7132;2000-11-19 00:00:00;1;1;184;Gölbner - Hohes Schartl;2940;46.825716;12.504339;45;8;;4;1;;;yes;true;1;Tirol;30001;T000002R000391;true
7133;2000-11-19 00:00:00;1;1;178;Roßkarschneid - Festkogel;2850;46.855108;11.050873;40;8;;0;3;;;yes;true;1;Tirol;30003;T000002R000392;true
7134;2000-11-19 00:00:00;1;1;177;Vorderer Wurmkogel - Angerer Alm;2600;46.930075;10.985075;40;8;;0;0;;;yes;true;1;Tirol;0;T000002R000393;true
7135;2001-01-03 00:00:00;1;1;171;Tscheyegg - Nauders;2500;46.88829;10.568946;35;8;3;0;1;;;yes;true;1;Tirol;30001;T000002R000394;true
7136;2001-01-08 00:00:00;1;1;181;Bruggerwiesenlawine - Außervillgraten;2700;47.025012;12.430012;35;4;;0;0;;;none;true;1;Tirol;0;T000002R000395;true
7137;2001-01-08 00:00:00;1;1;181;Durbachlawine - St. Veit i. D.;2720;47.025013;12.430013;35;5;;0;0;;;none;true;1;Tirol;0;T000002R000396;true
7138;2001-01-08 00:00:00;1;1;181;Fretzbachlawine - St. Veit i. D.;2720;47.025014;12.430014;40;;;0;0;;;none;true;1;Tirol;0;T000002R000397;true
7139;2001-01-08 00:00:00;1;1;181;Leppertallawine - St. Veit i. D.;2800;47.025015;12.430015;40;2;;0;0;;;none;true;1;Tirol;0;T000002R000398;true
7140;2001-01-08 00:00:00;1;1;181;Mellitzbachlawine - St. Veit i. D.;2600;47.025016;12.430016;37;5;;0;0;;;none;true;1;Tirol;0;T000002R000399;true
7141;2001-01-08 00:00:00;1;1;181;Moosbachlawine - St. Veit i. D.;2600;47.025017;12.430017;40;;;0;0;;;none;true;1;Tirol;0;T000002R000400;true
7142;2001-01-08 00:00:00;1;1;181;Pechbachllawine - Außervillgraten;2300;47.025018;12.430018;30;;;0;0;;;none;true;1;Tirol;0;T000002R000401;true
7143;2001-01-09 00:00:00;1;1;170;Lazid - Serfaus;2300;47.03509;10.549715;40;2;3;0;1;;;yes;true;1;Tirol;30001;T000002R000402;true
7144;2001-01-09 00:00:00;1;1;165;Rendl - Vordere Rendlspitze;2450;47.270048;10.535048;40;;;0;0;;;yes;true;1;Tirol;0;T000002R000403;true
7145;2001-01-09 00:00:00;1;1;181;Timmeltal - Prägraten;;47.025019;12.430019;;;;0;0;;;none;true;1;Tirol;0;T000002R000404;true
7185;2001-03-24 00:00:00;1;1;177;Gaisberglift-Festkoglbahn - Obergurgl;;46.930083;10.985083;;8;;0;0;;;none;true;1;Tirol;0;T000002R000405;true
7146;2001-01-09 00:00:00;1;1;181;Zettersfeld - Goisele;2180;47.02502;12.43002;;;;0;0;;;yes;true;1;Tirol;0;T000002R000406;true
7147;2001-01-13 00:00:00;1;1;172;Hochreichscharte - Guben-Schweinfurterhütte-Hütte;;47.115059;11.005059;;;;0;0;;;yes;true;1;Tirol;0;T000002R000407;true
7148;2001-01-28 00:00:00;1;1;172;Mittertal - Kühtai;2600;47.11506;11.00506;;2;3;2;0;;;yes;true;1;Tirol;2002;T000002R000408;true
7149;2001-01-28 00:00:00;1;1;165;Rendl - St. Anton;;47.270049;10.535049;;;;1;0;;;yes;true;1;Tirol;2001;T000002R000409;true
7150;2001-02-04 00:00:00;1;1;174;Hochfügen - Fügenberg;2330;47.243076;11.755875;40;1;3;0;1;;;yes;true;1;Tirol;30001;T000002R000410;true
7151;2001-02-04 00:00:00;1;1;172;Kühtai - Silz;2360;47.207746;11.039578;40;7;3;0;1;;;yes;true;1;Tirol;30001;T000002R000411;true
7152;2001-02-05 00:00:00;1;1;177;Kirchenkar - Hochgurgl;;46.930076;10.985076;35;8;3;1;0;;;yes;true;1;Tirol;2001;T000002R000412;true
7153;2001-02-05 00:00:00;1;1;172;Obergbergtal - Zustieg Franz-Senn-Hütte;;47.115061;11.005061;;;;0;0;;;yes;true;1;Tirol;0;T000002R000413;true
7154;2001-02-05 00:00:00;1;1;165;Schindlergrat - Zufahrt Schindlergrat;2150;47.27005;10.53505;;;;0;0;;;yes;true;1;Tirol;0;T000002R000414;true
7155;2001-02-05 00:00:00;1;1;177;Tscheyegg - Valdafurbach;;46.930077;10.985077;40;3;;0;0;;;yes;true;1;Tirol;0;T000002R000415;true
7156;2001-02-06 00:00:00;1;1;185;Böses Weibl - Kals a. Großglockner;2440;47.013948;12.712594;35;6;3;0;1;;;yes;true;1;Tirol;30001;T000002R000416;true
7157;2001-02-09 00:00:00;1;1;177;Steinmannllift - Obergurgl;;46.930078;10.985078;35;2;;0;0;;;yes;true;1;Tirol;0;T000002R000417;true
7158;2001-02-10 00:00:00;1;1;170;Gampenalpe - Ischgl;2140;46.950994;10.285684;37;2;3;0;1;;;yes;true;1;Tirol;30001;T000002R000418;true
7159;2001-02-11 00:00:00;1;1;172;Rosskogel - Rappeneck;2200;47.115062;11.005062;40;1;2;1;0;;;yes;true;1;Tirol;2001;T000002R000419;true
7160;2001-02-11 00:00:00;1;1;160;Seefelder Spitze - Seefeld;2200;47.395024;11.260024;34;8;;0;0;;;yes;true;1;Tirol;0;T000002R000420;true
7161;2001-02-13 00:00:00;1;1;172;Foppmandl - Trins;2340;47.08518;11.368511;40;3;2;0;2;;;yes;true;1;Tirol;30002;T000002R000421;true
7162;2001-02-16 00:00:00;1;1;180;Tuxer Joch - Pfannköpfl;;47.105015;11.810015;;;;0;0;;;none;true;1;Tirol;0;T000002R000422;true
7163;2001-02-21 00:00:00;1;1;172;Schlick - Fulpmes;;47.115063;11.005063;;;;0;0;;;yes;true;1;Tirol;0;T000002R000423;true
7164;2001-02-21 00:00:00;2;9;18;Urezzasjoch - Jamtal;2900;46.995035;10.385035;35;4;3;2;0;;;yes;true;1;Schweiz-Suisse-Svizzera-Svizra;2002;T000002R000424;true
7165;2001-02-23 00:00:00;1;1;172;Alfeier-Lawine - Gschnitz;;47.115064;11.005064;;5;;0;0;;;none;true;1;Tirol;0;T000002R000425;true
7166;2001-02-23 00:00:00;1;1;178;Königsgrat - Obergurgl;2500;46.878215;11.052394;38;8;4;0;4;;;yes;true;1;Tirol;30004;T000002R000426;true
7167;2001-02-23 00:00:00;1;1;172;Stadtl-Lawine - Gurnsbach;;47.115065;11.005065;;4;;0;0;;;none;true;1;Tirol;0;T000002R000427;true
7168;2001-02-23 00:00:00;1;1;163;Unterberg - Kössen;1450;47.560012;12.165012;42;1;3;1;0;;;yes;true;1;Tirol;2001;T000002R000428;true
7169;2001-02-24 00:00:00;1;1;180;Hanggerbachlawine - Grüblspitze;2300;47.105016;11.810016;;;;0;0;;;yes;true;1;Tirol;0;T000002R000429;true
7170;2001-02-24 00:00:00;1;1;177;Pitztaler Gletscherbahnen - St. Leonhard;3250;46.930079;10.985079;;;;0;0;;;yes;true;1;Tirol;0;T000002R000430;true
7171;2001-02-24 00:00:00;1;1;172;Vennspitze - Vals;;47.115066;11.005066;40;;;0;0;;;yes;true;1;Tirol;0;T000002R000431;true
7172;2001-02-25 00:00:00;1;1;170;Lazid - Serfaus;2300;47.035451;10.546006;40;8;4;0;1;;;yes;true;1;Tirol;30001;T000002R000432;true
7173;2001-02-25 00:00:00;1;1;177;Nörderberg - Ochseltalbahn-Mittelstation;2550;46.93008;10.98508;;;;0;0;;;yes;true;1;Tirol;0;T000002R000433;true
7174;2001-02-25 00:00:00;1;1;165;Rendl - St. Anton;;47.270051;10.535051;;;3;2;0;;;yes;true;1;Tirol;2002;T000002R000434;true
7175;2001-02-26 00:00:00;1;1;175;Isskogel - Gerlos;2240;47.390023;12.240023;;3;;0;0;;;none;true;1;Tirol;0;T000002R000435;true
7176;2001-02-26 00:00:00;1;1;177;kleiner Tribulaun - Obernberger See;1800;46.930081;10.985081;40;2;;0;0;;;none;true;1;Tirol;0;T000002R000436;true
7177;2001-02-27 00:00:00;1;1;172;Samerschlag - Pforzheimer Hütte;;47.115067;11.005067;;2;;0;0;;;none;true;1;Tirol;0;T000002R000437;true
7178;2001-02-27 00:00:00;1;1;172;Wanglspitze - Hippach;2400;47.115068;11.005068;45;3;;0;0;;;yes;true;1;Tirol;0;T000002R000438;true
7179;2001-03-08 00:00:00;1;1;172;Seduck - Oberbergtal;;47.115069;11.005069;;;;0;0;;;none;true;1;Tirol;0;T000002R000439;true
7180;2001-03-10 00:00:00;1;1;177;Zuckerhütl - Stubaier Gletscher;;46.930082;10.985082;;;;0;0;;;yes;true;1;Tirol;0;T000002R000440;true
7181;2001-03-11 00:00:00;1;1;172;Walfeskar - Zwieselbacher Roßkogel;2900;47.11507;11.00507;;2;;0;0;;;yes;true;1;Tirol;0;T000002R000441;true
7182;2001-03-15 00:00:00;1;1;175;Steinbergkogel - Kitzbühel;;47.390024;12.240024;35;1;;0;0;;;yes;true;1;Tirol;0;T000002R000442;true
7183;2001-03-16 00:00:00;1;1;175;Kitzbüheler Horn - Hofschneid;;47.390025;12.240025;;;;0;0;;;yes;true;1;Tirol;0;T000002R000443;true
7184;2001-03-16 00:00:00;1;1;163;Steinplatte - Stallenalm;1500;47.560013;12.165013;;7;;0;0;;;none;true;1;Tirol;0;T000002R000444;true
7187;2001-03-24 00:00:00;1;1;172;Satteljoch - Pforzheimer Hütte;;47.115072;11.005072;;7;;0;0;;;none;true;1;Tirol;0;T000002R000445;true
7188;2001-03-25 00:00:00;1;1;181;Bodenbachlawine - Innervillgraten;2620;47.025021;12.430021;;3;;0;0;;;none;true;1;Tirol;0;T000002R000446;true
7189;2001-04-03 00:00:00;1;1;177;Wurmkogel - Hochgurgl;;46.930084;10.985084;;;;0;0;;;yes;true;1;Tirol;0;T000002R000447;true
7190;2001-04-04 00:00:00;1;1;177;Schöckbichlgratlawine - Stubaier Gletscherstraße;3500;46.930085;10.985085;;;;0;0;;;none;true;1;Tirol;0;T000002R000448;true
7191;2001-04-16 00:00:00;1;1;172;Lanser Graben - Patscherkofl;2000;47.115073;11.005073;;1;;0;0;;;yes;true;1;Tirol;0;T000002R000449;true
7192;2001-04-20 00:00:00;1;1;172;Stadtl-Lawine - Gschnitz;2100;47.115074;11.005074;;5;;0;0;;;none;true;1;Tirol;0;T000002R000450;true
7193;2001-04-21 00:00:00;1;1;172;Alfeier-Lawine - Gschnitz;;47.115075;11.005075;;5;;0;0;;;none;true;1;Tirol;0;T000002R000451;true
7194;2001-04-21 00:00:00;1;1;172;Kreith-Lawine - Gschnitz;2020;47.115076;11.005076;;5;;0;0;;;none;true;1;Tirol;0;T000002R000452;true
7195;2001-04-21 00:00:00;1;1;181;Sajathütte - Prägraten;3120;47.025022;12.430022;40;5;;0;0;;;none;true;1;Tirol;0;T000002R000453;true
7196;2001-04-23 00:00:00;1;1;172;Gallreide-Lawine - Gschnitz;2280;47.115077;11.005077;;4;;0;0;;;none;true;1;Tirol;0;T000002R000454;true
7197;2001-04-23 00:00:00;1;1;172;Pitztens-Lawine - Gschnitz;2140;47.115078;11.005078;;6;;0;0;;;none;true;1;Tirol;0;T000002R000455;true
7198;2001-04-25 00:00:00;1;1;160;Arzleralm - Spazierweg;;47.395025;11.260025;;;;0;0;;;none;true;1;Tirol;0;T000002R000456;true
7199;2001-04-27 00:00:00;1;1;180;Höllensteinkar - Tux;;47.105017;11.810017;;;;0;0;;;none;true;1;Tirol;0;T000002R000457;true
7200;2001-04-29 00:00:00;1;1;172;Pitzenslawine - Gschnitz;;47.115079;11.005079;;;;0;0;;;none;true;1;Tirol;0;T000002R000458;true
7201;2001-04-30 00:00:00;1;1;177;Weg zur Martin - Busch  - Hütte - Niedertal;;46.930086;10.985086;35;3;;0;0;;;yes;true;1;Tirol;0;T000002R000459;true
7202;2001-05-01 00:00:00;1;1;160;Schüsselkar - Leutasch;;47.395026;11.260026;;5;;1;0;;;yes;true;1;Tirol;2001;T000002R000460;true
7203;2001-05-14 00:00:00;1;1;181;Ködnitzkees - Kals a. Großglockner;;47.025023;12.430023;;;;0;0;;;yes;true;1;Tirol;0;T000002R000461;true
7204;2001-09-06 00:00:00;1;1;180;Hintertuxer Gletscher - Tux;2900;47.105018;11.810018;;;;0;0;;;none;true;1;Tirol;0;T000002R000462;true
7205;2001-11-11 00:00:00;1;1;177;Langer Pfaffennieder - ;3000;46.930087;10.985087;40;8;;0;0;;;yes;true;1;Tirol;0;T000002R000463;true
7206;2001-11-17 00:00:00;1;1;177;Aperer Pfaff - ;3020;46.930088;10.985088;42;8;;0;0;;;yes;true;1;Tirol;0;T000002R000464;true
7207;2001-11-25 00:00:00;1;1;180;Hintertuxer Gletscher - Bergstation Sektion III;3000;47.105019;11.810019;35;1;;0;0;;;yes;true;1;Tirol;0;T000002R000465;true
7208;2001-11-25 00:00:00;1;1;177;Rotadlkopf, Stubaier Getscher - ;2980;46.930089;10.985089;42;1;3;1;0;;;yes;true;1;Tirol;2001;T000002R000466;true
7209;2001-11-26 00:00:00;1;1;163;Kössener Straße - ;620;47.560014;12.165014;;6;;0;0;;;none;true;1;Tirol;0;T000002R000467;true
7210;2001-12-01 00:00:00;1;1;172;Zischgeles - ;2800;47.13333;11.100563;35;2;3;1;2;;;yes;true;1;Tirol;30002;T000002R000468;true
7211;2001-12-08 00:00:00;1;1;175;Sonnspitze - ;2040;47.390026;12.240026;40;6;;0;0;;;yes;true;1;Tirol;0;T000002R000469;true
7212;2001-12-09 00:00:00;1;1;167;Saumspitze - ;2870;47.051232;10.26809;40;7;3;0;2;;;yes;true;1;Tirol;30002;T000002R000470;true
7213;2001-12-10 00:00:00;1;1;172;Eiskarspitze - ;2500;47.11508;11.00508;;6;;0;0;;;yes;true;1;Tirol;0;T000002R000471;true
7214;2001-12-16 00:00:00;1;1;160;Mandlscharte - ;2350;47.395027;11.260027;37;4;;0;0;;;yes;true;1;Tirol;0;T000002R000472;true
7215;2001-12-24 00:00:00;1;1;177;Am Hohen Kreuz, Obernberg - ;2450;46.93009;10.98509;40;2;;0;0;;;yes;true;1;Tirol;0;T000002R000473;true
7216;2001-12-27 00:00:00;1;1;175;Brechhorn - ;1760;47.390027;12.240027;38;5;;0;0;;;yes;true;1;Tirol;0;T000002R000474;true
7217;2001-12-27 00:00:00;1;1;165;Edenbachalpe - ;;47.270052;10.535052;;;;0;0;;;yes;true;1;Tirol;0;T000002R000475;true
7218;2001-12-27 00:00:00;1;1;160;Falzthurntal - ;2100;47.395028;11.260028;45;4;;0;0;;;none;true;1;Tirol;0;T000002R000476;true
7219;2001-12-27 00:00:00;1;1;180;Gerlossteinwand - ;2000;47.10502;11.81002;40;1;;0;0;;;yes;true;1;Tirol;0;T000002R000477;true
7220;2001-12-27 00:00:00;1;1;160;Hafelekar Ostseite - ;2340;47.395029;11.260029;40;4;;0;0;;;yes;true;1;Tirol;0;T000002R000478;true
7221;2001-12-27 00:00:00;1;1;163;Seekarspitze - ;1700;47.560015;12.165015;35;2;;0;0;;;yes;true;1;Tirol;0;T000002R000479;true
7222;2001-12-27 00:00:00;1;1;165;Usseralpe - ;1800;47.270053;10.535053;35;8;;0;0;;;yes;true;1;Tirol;0;T000002R000480;true
7223;2001-12-27 00:00:00;1;1;165;Vogelhornbahn - ;;47.270054;10.535054;;;;0;0;;;none;true;1;Tirol;0;T000002R000481;true
7224;2001-12-30 00:00:00;1;1;165;- - ;;47.270055;10.535055;;;;0;0;;;none;true;1;Tirol;0;T000002R000482;true
7225;2001-12-30 00:00:00;1;1;177;Riffelseegebiet Pitztal - ;2250;46.930091;10.985091;40;2;;0;0;;;yes;true;1;Tirol;0;T000002R000483;true
7226;2001-12-30 00:00:00;1;1;177;Schaufelspitze - ;2800;46.930092;10.985092;40;2;;0;0;;;yes;true;1;Tirol;0;T000002R000484;true
7227;2001-12-30 00:00:00;1;1;175;Skiweg Jagersteig - ;1555;47.390028;12.240028;40;8;;0;0;;;yes;true;1;Tirol;0;T000002R000485;true
7228;2001-12-31 00:00:00;1;1;179;Egesengrat - ;2190;47.010834;11.131305;40;2;3;0;1;;;yes;true;1;Tirol;30001;T000002R000486;true
7229;2001-12-31 00:00:00;2;9;18;Zwölferkopf-Zwölferroute - ;2400;46.995036;10.385036;35;1;;0;0;;;yes;true;1;Schweiz-Suisse-Svizzera-Svizra;0;T000002R000487;true
7230;2002-01-02 00:00:00;1;1;158;Haglertal - ;2100;47.317162;10.451091;35;4;3;0;2;;;yes;true;1;Tirol;30002;T000002R000488;true
7231;2002-01-02 00:00:00;1;1;175;Lärchfilzkogel - ;1600;47.390029;12.240029;35;8;;0;0;;;yes;true;1;Tirol;0;T000002R000489;true
7232;2002-01-02 00:00:00;1;1;165;Maroital - ;2100;47.270056;10.535056;35;5;;0;0;;;yes;true;1;Tirol;0;T000002R000490;true
7233;2002-01-02 00:00:00;1;1;170;Masner Alpe - ;2500;47.02363;10.504779;35;4;3;0;1;;;yes;true;1;Tirol;30001;T000002R000491;true
7234;2002-01-03 00:00:00;1;1;165;Rendl - ;2000;47.270057;10.535057;35;7;;0;0;;;yes;true;1;Tirol;0;T000002R000492;true
7235;2002-01-04 00:00:00;1;1;177;Giggijoch - ;2300;46.930093;10.985093;37;5;;0;0;;;none;true;1;Tirol;0;T000002R000493;true
7236;2002-01-04 00:00:00;2;9;18;Obere Scheid Komperdell - ;;46.995037;10.385037;40;4;;0;0;;;yes;true;1;Schweiz-Suisse-Svizzera-Svizra;0;T000002R000494;true
7237;2002-01-05 00:00:00;1;1;172;Zischgeles - ;2800;47.115081;11.005081;35;2;3;1;0;;;yes;true;1;Tirol;2001;T000002R000495;true
7238;2002-01-17 00:00:00;1;1;177;Obernberg - ;;46.930094;10.985094;;;;0;0;;;none;true;1;Tirol;0;T000002R000496;true
7239;2002-02-01 00:00:00;1;1;172;Hintere Sonnenwand - ;2420;47.115082;11.005082;35;3;;0;0;;;yes;true;1;Tirol;0;T000002R000497;true
7240;2002-02-10 00:00:00;1;1;180;Muttejoch - ;2250;47.105021;11.810021;;4;3;1;0;;;yes;true;1;Tirol;2001;T000002R000498;true
7241;2002-02-11 00:00:00;1;1;165;Hinteres Rendl - ;2200;47.270058;10.535058;;2;;0;0;;;yes;true;1;Tirol;0;T000002R000499;true
7242;2002-02-16 00:00:00;1;1;177;Taschachhaus - ;2300;46.930095;10.985095;35;2;;0;0;;;yes;true;1;Tirol;0;T000002R000500;true
7243;2002-02-17 00:00:00;1;1;177;Gaislacherkogel - Gaislacherkogelrinne - ;3000;46.930096;10.985096;40;6;3;1;0;;;yes;true;1;Tirol;2001;T000002R000501;true
7244;2002-02-19 00:00:00;1;1;177;Gaislacherkogel - Koglrinne - ;2950;46.930097;10.985097;40;2;;0;0;;;yes;true;1;Tirol;0;T000002R000502;true
7245;2002-02-20 00:00:00;1;1;165;Galzig - Jungbrunntobel - ;1950;47.270059;10.535059;40;5;;0;0;;;yes;true;1;Tirol;0;T000002R000503;true
7246;2002-02-25 00:00:00;1;1;172;Stiergschwez - ;2400;47.115083;11.005083;35;1;;0;0;;;yes;true;1;Tirol;0;T000002R000504;true
