incident_id;datum;country_id;region_id;subregion_id;ort;elevation;latitude;longitude;incline;aspect_id;danger_id;n_injured;n_dead;n_uninjured;involved_sum;involved;valid_time;revision;region_name;involved_id;___id;___s
7459;2005-02-05 00:00:00;1;1;173;Mölser Berg - ;2440;47.235043;11.645043;35;3;;0;0;;;yes;true;1;Tirol;0;T000002R000721;true
7460;2005-02-05 00:00:00;1;1;177;Rötenspitze - ;2200;46.930131;10.985131;;;;0;0;;;none;true;1;Tirol;0;T000002R000722;true
7461;2005-02-05 00:00:00;1;1;173;Skigeb. Hochzillertal - Bereich Grubachalm;2250;47.235044;11.645044;40;2;;0;0;;;yes;true;1;Tirol;0;T000002R000723;true
7462;2005-02-05 00:00:00;1;1;172;Stausee - Kühtai;;47.115112;11.005112;;;;0;0;;;none;true;1;Tirol;0;T000002R000724;true
7463;2005-02-05 00:00:00;1;1;175;Steinbergkogel - nähe Gigglingabfahrt;1950;47.390044;12.240044;;;;0;0;;;none;true;1;Tirol;0;T000002R000725;true
7464;2005-02-05 00:00:00;1;1;173;Wattener Lizum - Klammspitze;;47.235045;11.645045;;;;0;0;;;none;true;1;Tirol;0;T000002R000726;true
7465;2005-02-06 00:00:00;1;1;178;Gaisbergschlucht - Plattachbahn/Obergurgl;2240;46.858858;11.026568;40;7;3;0;1;;;yes;true;1;Tirol;30001;T000002R000727;true
7466;2005-02-06 00:00:00;1;1;180;Höhlensteinkar - ;2090;47.121655;11.733963;35;1;3;0;1;;;yes;true;1;Tirol;30001;T000002R000728;true
7467;2005-02-06 00:00:00;1;1;180;Jochgrubenkopf - ;2400;47.090014;11.608815;40;1;3;0;1;;;yes;true;1;Tirol;30001;T000002R000729;true
7468;2005-02-06 00:00:00;1;1;173;Naviser Kreuzjöchl - ;2350;47.235046;11.645046;41;8;;0;0;;;yes;true;1;Tirol;0;T000002R000730;true
7469;2005-02-06 00:00:00;1;1;172;Nockspitze - Gipfelbereich, Maierrinne;2250;47.115113;11.005113;40;8;3;1;0;;;yes;true;1;Tirol;2001;T000002R000731;true
7470;2005-02-06 00:00:00;1;1;172;Nockspitze - Maierrinne;2250;47.115114;11.005114;38;8;;0;0;;;yes;true;1;Tirol;0;T000002R000732;true
7471;2005-02-12 00:00:00;1;1;177;Ötztal-Sölden - ;;46.930132;10.985132;;;;0;0;;;none;true;1;Tirol;0;T000002R000733;true
7472;2005-02-12 00:00:00;1;1;165;Planseelandesstraße - ;;47.270085;10.535085;;;;0;0;;;none;true;1;Tirol;0;T000002R000734;true
7473;2005-02-12 00:00:00;1;1;173;Torwand, Wattener Lizum - Bereich Torjoch;2570;47.159584;11.662103;40;8;3;1;2;;;yes;true;1;Tirol;30002;T000002R000735;true
7474;2005-02-13 00:00:00;1;1;165;Schigebiet Diasalpe - Ablittsessellift;;47.270086;10.535086;;;;0;0;;;yes;true;1;Tirol;0;T000002R000736;true
7475;2005-02-14 00:00:00;1;1;177;Skigebiet Gaislachkogel - Rettenbachtal;;46.930133;10.985133;;;;0;0;;;yes;true;1;Tirol;0;T000002R000737;true
7476;2005-02-17 00:00:00;1;1;173;Schigebiet Zillertal 3000 - Bereich Gondelbahn 150er Tux;2300;47.235047;11.645047;;;;0;0;;;yes;true;1;Tirol;0;T000002R000738;true
7477;2005-02-17 00:00:00;1;1;173;Wanglspitze - ;;47.235048;11.645048;;;;0;0;;;none;true;1;Tirol;0;T000002R000739;true
7478;2005-02-18 00:00:00;2;9;18;Idalpe - Sassgalun-Kar;2500;46.995056;10.385056;40;7;;0;0;;;yes;true;1;Schweiz-Suisse-Svizzera-Svizra;0;T000002R000740;true
7479;2005-02-18 00:00:00;1;1;165;Rossfall - ;;47.270087;10.535087;;;;0;0;;;yes;true;1;Tirol;0;T000002R000741;true
7480;2005-02-22 00:00:00;2;9;18;Bereich Scheld - Richtung Urgjoch;2700;46.995057;10.385057;40;4;3;1;0;;;yes;true;1;Schweiz-Suisse-Svizzera-Svizra;2001;T000002R000742;true
7481;2005-02-22 00:00:00;1;1;172;Schigebiet Schlick 2000 - Südseite Kreuzjoch;;47.115115;11.005115;;;;0;0;;;yes;true;1;Tirol;0;T000002R000743;true
7482;2005-02-22 00:00:00;1;1;172;Sulzkogel/Kühtai - Gipfelhang;2950;47.182058;11.011554;40;4;3;4;3;;;yes;true;1;Tirol;30003;T000002R000744;true
7483;2005-02-24 00:00:00;1;1;165;Hochkar - ;;47.270088;10.535088;;7;;0;0;;;none;true;1;Tirol;0;T000002R000745;true
7484;2005-02-24 00:00:00;1;1;165;Knödelkopf - ;;47.270089;10.535089;;3;;0;0;;;none;true;1;Tirol;0;T000002R000746;true
7485;2005-02-24 00:00:00;1;1;165;Zwölferkopf - ;;47.27009;10.53509;;6;;0;0;;;none;true;1;Tirol;0;T000002R000747;true
7524;2005-03-13 00:00:00;1;1;177;Wildalm - Sonnenfelderalm - ;;46.930137;10.985137;;;;0;0;;;none;true;1;Tirol;0;T000002R000748;true
7486;2005-02-25 00:00:00;1;1;180;Gammerspitze - Jenneweinrinne;2500;47.105039;11.810039;;;;0;0;;;yes;true;1;Tirol;0;T000002R000749;true
7487;2005-02-25 00:00:00;1;1;165;Gampberg - Vorderer Rendl;;47.270091;10.535091;45;2;2;1;0;;;yes;true;1;Tirol;2001;T000002R000750;true
7488;2005-02-26 00:00:00;1;1;177;Mataunkopf - Murmentenkargrat;2800;46.930134;10.985134;;8;;0;0;;;yes;true;1;Tirol;0;T000002R000751;true
7489;2005-03-01 00:00:00;1;1;172;Grießkogel - ;;47.115116;11.005116;;;;0;0;;;none;true;1;Tirol;0;T000002R000752;true
7490;2005-03-01 00:00:00;1;1;165;Wildebene - ;2400;47.270092;10.535092;;4;;0;0;;;yes;true;1;Tirol;0;T000002R000753;true
7491;2005-03-05 00:00:00;1;1;160;Lamsenjoch - Bereich Hahnkampelspitze;1650;47.395044;11.260044;;2;;0;0;;;yes;true;1;Tirol;0;T000002R000754;true
7492;2005-03-05 00:00:00;1;1;164;Rotschrofenspitze - ;2480;47.220339;10.332315;45;5;2;0;3;;;yes;true;1;Tirol;30003;T000002R000755;true
7493;2005-03-09 00:00:00;1;1;177;Neurur - ;;46.930135;10.985135;;;;0;0;;;none;true;1;Tirol;0;T000002R000756;true
7494;2005-03-09 00:00:00;1;1;165;Schigebiet St. Anton - Bereich Schöngraben;1850;47.270093;10.535093;;;3;1;0;;;yes;true;1;Tirol;2001;T000002R000757;true
7495;2005-03-10 00:00:00;1;1;161;Christlumkopf - Unterautal;1500;47.513485;11.667108;40;1;3;1;1;;;yes;true;1;Tirol;30001;T000002R000758;true
7496;2005-03-10 00:00:00;1;1;165;Galzig - Bereich Schwarze Wand;2185;47.270094;10.535094;40;1;;0;0;;;yes;true;1;Tirol;0;T000002R000759;true
7497;2005-03-10 00:00:00;1;1;160;Grenzbereich Scharnitz - ;;47.395045;11.260045;;;;0;0;;;none;true;1;Tirol;0;T000002R000760;true
7498;2005-03-10 00:00:00;1;1;160;Gschöllkopf - ;1850;47.395046;11.260046;40;5;;0;0;;;yes;true;1;Tirol;0;T000002R000761;true
7499;2005-03-10 00:00:00;1;1;173;Hochalm - ;;47.235049;11.645049;45;;3;2;0;;;yes;true;1;Tirol;2002;T000002R000762;true
7500;2005-03-10 00:00:00;1;1;165;Schindlerspitze - ;;47.270095;10.535095;;;;0;0;;;yes;true;1;Tirol;0;T000002R000763;true
7501;2005-03-10 00:00:00;1;1;160;Seefelder Joch - ;;47.395047;11.260047;;;;0;0;;;yes;true;1;Tirol;0;T000002R000764;true
7502;2005-03-11 00:00:00;1;1;180;Falschbach - ;;47.10504;11.81004;;;;0;0;;;none;true;1;Tirol;0;T000002R000765;true
7503;2005-03-11 00:00:00;1;1;175;Galtenberg - ;;47.390045;12.240045;;;;0;0;;;none;true;1;Tirol;0;T000002R000766;true
7504;2005-03-11 00:00:00;1;1;177;Großer Gebra - ;;46.930136;10.985136;;;;0;0;;;yes;true;1;Tirol;0;T000002R000767;true
7505;2005-03-11 00:00:00;1;1;175;Hochetzkogel - ;;47.390046;12.240046;;;;0;0;;;none;true;1;Tirol;0;T000002R000768;true
7506;2005-03-11 00:00:00;2;9;18;Hohe Köpfe - ;;46.995058;10.385058;;;;0;0;;;none;true;1;Schweiz-Suisse-Svizzera-Svizra;0;T000002R000769;true
7507;2005-03-11 00:00:00;1;1;175;Jufengrat / Pengelstein - ;1587;47.395559;12.358894;40;4;3;0;1;;;yes;true;1;Tirol;30001;T000002R000770;true
7508;2005-03-11 00:00:00;1;1;175;Kleiner Rettenstein - Zweitausender;;47.390047;12.240047;;;3;0;0;;;yes;true;1;Tirol;0;T000002R000771;true
7509;2005-03-11 00:00:00;1;1;175;Pengelstein - Saukasergraben;;47.390048;12.240048;;;;0;0;;;yes;true;1;Tirol;0;T000002R000772;true
7510;2005-03-11 00:00:00;1;1;163;Rofanspitze - ;;47.560021;12.165021;;;;0;0;;;none;true;1;Tirol;0;T000002R000773;true
7511;2005-03-11 00:00:00;1;1;175;Schigebiet Resterhöhe (Pass Thurn) - ;;47.390049;12.240049;;;;0;0;;;yes;true;1;Tirol;0;T000002R000774;true
7512;2005-03-11 00:00:00;1;1;165;Steinkarspitze - ;;47.270096;10.535096;;;;0;0;;;yes;true;1;Tirol;0;T000002R000775;true
7513;2005-03-11 00:00:00;1;1;174;Unterbergkar - ;2070;47.195644;11.804346;35;1;3;0;1;;;yes;true;1;Tirol;30001;T000002R000776;true
7514;2005-03-12 00:00:00;1;1;175;Galtenberg - ;2400;47.39005;12.24005;;;4;1;0;;;yes;true;1;Tirol;2001;T000002R000777;true
7515;2005-03-12 00:00:00;1;1;172;"Gleirschtal - \Bereich \""\""Eng-""";;47.115117;11.005117;;;;0;0;;;yes;true;1;Tirol;0;T000002R000778;true
7516;2005-03-12 00:00:00;1;1;175;Kasereck - ;;47.390051;12.240051;;;;0;0;;;none;true;1;Tirol;0;T000002R000779;true
7517;2005-03-12 00:00:00;1;1;175;Kleiner Rettenstein - ;;47.390052;12.240052;;;3;1;0;;;yes;true;1;Tirol;2001;T000002R000780;true
7518;2005-03-12 00:00:00;1;1;175;Lieneralm - ;;47.390053;12.240053;;;;0;0;;;none;true;1;Tirol;0;T000002R000781;true
7519;2005-03-13 00:00:00;1;1;172;Hoher Seblaskogel - ;;47.115118;11.005118;;;;0;0;;;yes;true;1;Tirol;0;T000002R000782;true
7520;2005-03-13 00:00:00;1;1;173;Schigebiet Hochfügen - ;;47.23505;11.64505;;;;0;0;;;yes;true;1;Tirol;0;T000002R000783;true
7521;2005-03-13 00:00:00;1;1;173;Schigebiet Zillertal - 150-er Tux;2300;47.235051;11.645051;40;2;3;1;0;;;yes;true;1;Tirol;2001;T000002R000784;true
7522;2005-03-13 00:00:00;1;1;160;Seefelder Joch - ;;47.395048;11.260048;;;;0;0;;;yes;true;1;Tirol;0;T000002R000785;true
7523;2005-03-13 00:00:00;1;1;181;Stüdlhütte - ;;47.025032;12.430032;;;;0;0;;;none;true;1;Tirol;0;T000002R000786;true
7525;2005-03-14 00:00:00;1;1;177;Hintereisferner - ;2650;46.824284;10.804488;40;4;3;0;1;;;yes;true;1;Tirol;30001;T000002R000787;true
7526;2005-03-15 00:00:00;2;9;18;Skigebiet Fiss-Serfaus-Ladis - Jochroute;;46.995059;10.385059;;;;0;0;;;none;true;1;Schweiz-Suisse-Svizzera-Svizra;0;T000002R000788;true
7527;2005-03-16 00:00:00;1;1;176;Hörndlingergraben - Schreiende Brunnen;1580;47.431546;12.590685;40;7;3;0;1;;;yes;true;1;Tirol;30001;T000002R000789;true
7528;2005-03-16 00:00:00;1;1;181;Maurertal - Bereich Essener Hütte;;47.025033;12.430033;;;;0;0;;;none;true;1;Tirol;0;T000002R000790;true
7529;2005-03-16 00:00:00;1;1;163;Pillerseelandstreaße - Fleckner Ried;;47.560022;12.165022;;;;0;0;;;none;true;1;Tirol;0;T000002R000791;true
7530;2005-03-16 00:00:00;1;1;163;Thierseestraße L37 -;;47.560023;12.165023;;;;0;0;;;none;true;1;Tirol;0;T000002R000792;true
7531;2005-03-17 00:00:00;1;1;163;Brandenberger Kirche - ;;47.560024;12.165024;;;2;2;0;;;yes;true;1;Tirol;2002;T000002R000793;true
7532;2005-03-17 00:00:00;1;1;160;Seegrube - ;;47.395049;11.260049;;;;0;0;;;none;true;1;Tirol;0;T000002R000794;true
7533;2005-03-18 00:00:00;1;1;160;Arnplattenspitze - Unterleutasch;1380;47.395997;11.196901;40;1;3;0;1;;;yes;true;1;Tirol;30001;T000002R000795;true
7534;2005-03-18 00:00:00;1;1;177;Kaunertaler Gletscherstraße - Nahe Gepatschhaus;;46.930138;10.985138;;;;0;0;;;none;true;1;Tirol;0;T000002R000796;true
7536;2005-03-18 00:00:00;1;1;177;Obere Hölltalscharte - ;;46.930139;10.985139;;;;0;0;;;yes;true;1;Tirol;0;T000002R000797;true
7537;2005-03-18 00:00:00;1;1;163;Pyramidenspitze - ;;47.560025;12.165025;;;;0;0;;;none;true;1;Tirol;0;T000002R000798;true
7538;2005-03-18 00:00:00;1;1;165;Schigebiet Rendl - Wasserloch;;47.270097;10.535097;;;;0;0;;;yes;true;1;Tirol;0;T000002R000799;true
7539;2005-03-18 00:00:00;1;1;172;"Schöntalspitze - -Schneeflucht\\"" - oberhalb Gasthof Lüsens\""";;47.115119;11.005119;;;;0;0;;;yes;true;1;Tirol;0;T000002R000800;true
7540;2005-03-18 00:00:00;1;1;165;Verwalltal - ;;47.270098;10.535098;;;3;2;0;;;yes;true;1;Tirol;2002;T000002R000801;true
7541;2005-03-18 00:00:00;1;1;173;Wanglspitze - ;;47.235053;11.645053;;;;0;0;;;none;true;1;Tirol;0;T000002R000802;true
7542;2005-03-18 00:00:00;1;1;173;Nafingköpfl - Weidenerhütte ;1850;47.235054;11.645054;;;3;1;0;;;yes;true;1;Tirol;2001;T000002R000803;true
7543;2005-03-18 00:00:00;1;1;163;Zahmer Kaiser - Egersgrin;;47.560026;12.165026;;;;0;0;;;none;true;1;Tirol;0;T000002R000804;true
7544;2005-03-27 00:00:00;1;1;173;Wattener Lizum - Kleiner Reisennock;;47.235055;11.645055;;;;0;0;;;none;true;1;Tirol;0;T000002R000805;true
7545;2005-04-01 00:00:00;1;1;159;Elmer Muttekopf  - ;2220;47.351446;10.581002;40;3;2;0;1;;;yes;true;1;Tirol;30001;T000002R000806;true
7546;2005-04-03 00:00:00;1;1;180;Napfspitze - Hundskehle;2370;47.105041;11.810041;40;3;1;1;0;;;yes;true;1;Tirol;2001;T000002R000807;true
7547;2005-04-12 00:00:00;1;1;177;Schalfjoch - Gurgler Gruppe;;46.93014;10.98514;;;2;2;0;;;yes;true;1;Tirol;2002;T000002R000808;true
7548;2005-04-22 00:00:00;1;1;177;Hinterer Wilder Turm - Bereich Franz Senn Hütte;;46.930141;10.985141;;;3;1;0;;;yes;true;1;Tirol;2001;T000002R000809;true
7551;2005-05-01 00:00:00;1;1;165;Wieslekar - Richtung Hohes Licht;;47.270099;10.535099;;;;0;0;;;none;true;1;Tirol;0;T000002R000810;true
7552;2005-05-21 00:00:00;1;1;160;Rofanspitze - Spieljoch;;47.39505;11.26005;;;;0;0;;;none;true;1;Tirol;0;T000002R000811;true
7553;2005-12-01 00:00:00;1;1;160;Arzler Scharte - ;;47.395051;11.260051;;;;0;0;;;none;true;1;Tirol;0;T000002R000812;true
7554;2005-12-04 00:00:00;1;1;177;Wurmkogel - ;;46.930142;10.985142;;8;;1;0;;;yes;true;1;Tirol;2001;T000002R000813;true
7555;2005-12-10 00:00:00;1;1;177;Hinterer Brunnenkogel - ;3000;46.930143;10.985143;45;2;3;1;0;;;yes;true;1;Tirol;2001;T000002R000814;true
7556;2005-12-10 00:00:00;1;1;172;Schöntalspitze - ;2900;47.115121;11.005121;;;;0;0;;;yes;true;1;Tirol;0;T000002R000815;true
7557;2005-12-17 00:00:00;1;1;165;Hahnenkamm - ;1500;47.2701;10.5351;38;7;;0;0;;;yes;true;1;Tirol;0;T000002R000816;true
7558;2005-12-17 00:00:00;1;1;172;Lackental - ;2300;47.115122;11.005122;;2;;0;0;;;none;true;1;Tirol;0;T000002R000817;true
7559;2005-12-17 00:00:00;1;1;165;St. Christoph - ;;47.270101;10.535101;;;;0;0;;;none;true;1;Tirol;0;T000002R000818;true
7560;2005-12-17 00:00:00;1;1;165;Steißbachtal - ;;47.270102;10.535102;;;;0;0;;;none;true;1;Tirol;0;T000002R000819;true
7561;2005-12-18 00:00:00;1;1;173;Mittelstation der Fürhenberger Almbahnen - ;1700;47.235056;11.645056;;;;0;0;;;none;true;1;Tirol;0;T000002R000820;true
7562;2005-12-18 00:00:00;1;1;184;Thurntaler Schigebiet - ;2200;46.895;12.535;35;6;;0;0;;;yes;true;1;Tirol;0;T000002R000821;true
7563;2005-12-19 00:00:00;1;1;177;Obernberg - ;;46.930144;10.985144;;;;0;0;;;none;true;1;Tirol;0;T000002R000822;true
7564;2005-12-19 00:00:00;1;1;177;Tscheyegg - ;2730;46.930145;10.985145;;2;;0;0;;;yes;true;1;Tirol;0;T000002R000823;true
7565;2005-12-21 00:00:00;1;1;160;Hafelekar - ;2270;47.395052;11.260052;45;6;;0;0;;;yes;true;1;Tirol;0;T000002R000824;true
7566;2005-12-26 00:00:00;1;1;172;Brenner Bundesstraße - ;;47.115123;11.005123;;;;0;0;;;none;true;1;Tirol;0;T000002R000825;true
7567;2005-12-26 00:00:00;2;9;18;Gigglerspitze - ;2400;46.99506;10.38506;40;1;;0;0;;;yes;true;1;Schweiz-Suisse-Svizzera-Svizra;0;T000002R000826;true
7568;2005-12-26 00:00:00;2;9;18;Ischgler Skigebiet - Gesperrte Skiroute Nr. 9;2620;46.995061;10.385061;40;;2;1;0;;;yes;true;1;Schweiz-Suisse-Svizzera-Svizra;2001;T000002R000827;true
7570;2005-12-31 00:00:00;1;1;177;Ellbögener Straße - St. Peter;;46.930147;10.985147;;;;0;0;;;none;true;1;Tirol;0;T000002R000828;true
7571;2005-12-31 00:00:00;1;1;172;Hochalter im Kühtai - ;;47.115124;11.005124;;;;0;0;;;yes;true;1;Tirol;0;T000002R000829;true
7572;2006-01-03 00:00:00;1;1;184;Gölbner - ;2700;46.895001;12.535001;;7;;0;0;;;none;true;1;Tirol;0;T000002R000830;true
7573;2006-01-03 00:00:00;1;1;177;Sölden - ;;46.930148;10.985148;;7;;0;0;;;none;true;1;Tirol;0;T000002R000831;true
7574;2006-01-05 00:00:00;1;1;173;Naviser Kreuzjöchl - ;;47.235057;11.645057;35;1;;0;0;;;yes;true;1;Tirol;0;T000002R000832;true
7575;2006-01-05 00:00:00;1;1;180;Wolfendorn - ;2400;47.105043;11.810043;32;6;;0;0;;;yes;true;1;Tirol;0;T000002R000833;true
7576;2006-01-07 00:00:00;1;1;180;Hintertuxer Gletscher - ;;47.105044;11.810044;35;1;;0;0;;;yes;true;1;Tirol;0;T000002R000834;true
7872;2008-12-23 00:00:00;1;1;181;Eselrücken - ;2000;47.02504;12.43004;;;2;0;0;;;none;true;1;Tirol;0;T000002R000835;true
7577;2006-01-07 00:00:00;1;1;175;Totenkirchl - Stripensjoch;;47.390054;12.240054;;;;0;0;;;yes;true;1;Tirol;0;T000002R000836;true
7578;2006-01-19 00:00:00;1;1;173;Ortsteil Brandstadt - Tuxer Landstr. L6;;47.235058;11.645058;;;;0;0;;;none;true;1;Tirol;0;T000002R000837;true
7579;2006-01-19 00:00:00;1;1;172;Schlicher Seespitze - ;;47.115125;11.005125;;;;0;0;;;none;true;1;Tirol;0;T000002R000838;true
7580;2006-01-19 00:00:00;1;1;173;Wanglspitze - ;;47.235059;11.645059;;;;0;0;;;yes;true;1;Tirol;0;T000002R000839;true
7581;2006-01-20 00:00:00;1;1;173;Lamargalm - 4er SB-Hochf. 2000;2200;47.23506;11.64506;;;;0;0;;;yes;true;1;Tirol;0;T000002R000840;true
7582;2006-01-20 00:00:00;1;1;173;Pfaffenbühel - Schigebiet Hochfügen;2350;47.235061;11.645061;40;1;;0;0;;;yes;true;1;Tirol;0;T000002R000841;true
7583;2006-01-23 00:00:00;1;1;172;Nockspitze - ;2300;47.115126;11.005126;;;3;2;0;;;yes;true;1;Tirol;2002;T000002R000842;true
7584;2006-01-27 00:00:00;1;1;180;Kleegrube - ;1900;47.093794;11.67377;40;1;3;0;1;;;yes;true;1;Tirol;30001;T000002R000843;true
7585;2006-01-28 00:00:00;1;1;177;Rettenbachtal - ;2200;46.930149;10.985149;40;4;3;1;0;;;yes;true;1;Tirol;2001;T000002R000844;true
7586;2006-01-28 00:00:00;1;1;176;Schützkogel - ;2000;47.36972;12.453829;35;7;3;0;1;;;yes;true;1;Tirol;30001;T000002R000845;true
7587;2006-01-28 00:00:00;1;1;172;Wöckelwarte - ;2050;47.115127;11.005127;30;;;0;0;;;yes;true;1;Tirol;0;T000002R000846;true
7588;2006-02-04 00:00:00;1;1;160;Nordkette - Skigebiet Nordpark;1905;47.395053;11.260053;43;5;;0;0;;;none;true;1;Tirol;0;T000002R000847;true
7589;2006-02-06 00:00:00;1;1;177;Gaislachkogel - ;;46.93015;10.98515;;;2;1;0;;;yes;true;1;Tirol;2001;T000002R000848;true
7590;2006-02-08 00:00:00;1;1;175;Gernalm - Schatzberggebiet;1650;47.390055;12.240055;;;;0;0;;;yes;true;1;Tirol;0;T000002R000849;true
7591;2006-02-08 00:00:00;1;1;175;Kössener Almlift - ;;47.390056;12.240056;46;1;;0;0;;;yes;true;1;Tirol;0;T000002R000850;true
7592;2006-02-11 00:00:00;1;1;172;Eisenkar - ;;47.115129;11.005129;30;1;;0;0;;;yes;true;1;Tirol;0;T000002R000851;true
7593;2006-02-11 00:00:00;1;1;173;Hobarjoch - ;;47.235062;11.645062;;3;3;0;0;;;yes;true;1;Tirol;0;T000002R000852;true
7594;2006-02-12 00:00:00;1;1;165;Galtjoch - ;;47.270104;10.535104;;1;;0;0;;;yes;true;1;Tirol;0;T000002R000853;true
7595;2006-02-14 00:00:00;1;1;165;Scharkopf - ;;47.270103;10.535103;;2;;0;0;;;yes;true;1;Tirol;0;T000002R000854;true
7596;2006-02-17 00:00:00;1;1;175;Oberau - ;;47.390057;12.240057;;;;0;0;;;none;true;1;Tirol;0;T000002R000855;true
7597;2006-02-18 00:00:00;1;1;175;Breiteggern - ;1850;47.390058;12.240058;30;1;;0;0;;;yes;true;1;Tirol;0;T000002R000856;true
7598;2006-02-18 00:00:00;1;1;177;Grubenkar - ;2700;46.930151;10.985151;;;3;2;0;;;yes;true;1;Tirol;2002;T000002R000857;true
7599;2006-02-18 00:00:00;1;1;175;Klausenberg - Erpfendorfer Landesstraße;;47.390059;12.240059;;;;0;0;;;none;true;1;Tirol;0;T000002R000858;true
7600;2006-02-18 00:00:00;1;1;175;Loferberg - Erpfendorfer Landesstraße;1100;47.39006;12.24006;;6;;0;0;;;none;true;1;Tirol;0;T000002R000859;true
7601;2006-02-18 00:00:00;1;1;172;Pfoner Kreuzjöchl - ;2300;47.115128;11.005128;35;2;3;1;0;;;yes;true;1;Tirol;2001;T000002R000860;true
7602;2006-02-19 00:00:00;1;1;172;Lampsenspitze - ;;47.11513;11.00513;;;;0;0;;;yes;true;1;Tirol;0;T000002R000861;true
7603;2006-02-20 00:00:00;1;1;173;Innerberg - Tuxer Landstraße;;47.235063;11.645063;;;;0;0;;;none;true;1;Tirol;0;T000002R000862;true
7604;2006-02-21 00:00:00;1;1;177;Grubenkopf - ;2000;46.930152;10.985152;;1;3;1;0;;;yes;true;1;Tirol;2001;T000002R000863;true
7605;2006-02-23 00:00:00;1;1;173;Mallgrube - Skigebeit Hintertuxer Gletscher;;47.235064;11.645064;;;;0;0;;;none;true;1;Tirol;0;T000002R000864;true
7606;2006-02-26 00:00:00;1;1;177;Kanzel - Kaunertaler Gletscherstraße;;46.930153;10.985153;;7;3;1;0;;;yes;true;1;Tirol;2001;T000002R000865;true
7607;2006-02-27 00:00:00;1;1;177;Amberger Hütte - ;;46.930154;10.985154;;;;0;0;;;yes;true;1;Tirol;0;T000002R000866;true
7608;2006-02-27 00:00:00;1;1;177;Hochgurgl - ;2500;46.930155;10.985155;35;8;;0;0;;;yes;true;1;Tirol;0;T000002R000867;true
7609;2006-02-27 00:00:00;1;1;177;Metzen - Schigebiet Hochfügen;;46.930156;10.985156;;3;;0;0;;;yes;true;1;Tirol;0;T000002R000868;true
7610;2006-03-01 00:00:00;1;1;172;Zwölferköpfl - ;;47.115131;11.005131;;;;0;0;;;none;true;1;Tirol;0;T000002R000869;true
7611;2006-03-03 00:00:00;1;1;177;Kaunertal - Kaunertaler Gletscherstraße;;46.930157;10.985157;;;;0;0;;;none;true;1;Tirol;0;T000002R000870;true
7612;2006-03-03 00:00:00;1;1;177;Winterstall - Venter Straße;;46.930158;10.985158;;;;0;0;;;none;true;1;Tirol;0;T000002R000871;true
7880;2009-01-22 00:00:00;1;1;172;Fallmaritzalm - ;;47.115186;11.005186;;;3;0;0;;;none;true;1;Tirol;0;T000002R000872;true
7613;2006-03-04 00:00:00;1;1;184;Brugger Alm - ;2170;46.895002;12.535002;37;6;3;1;0;;;yes;true;1;Tirol;2001;T000002R000873;true
7614;2006-03-04 00:00:00;1;1;164;Schöngraben - ;1730;47.147189;10.265752;40;2;3;0;1;;;yes;true;1;Tirol;30001;T000002R000874;true
7615;2006-03-05 00:00:00;1;1;181;Felber Tauern - Felbertauernstraße;;47.025034;12.430034;;;;0;0;;;none;true;1;Tirol;0;T000002R000875;true
7616;2006-03-05 00:00:00;2;9;18;Sassgalunkar - ;;46.995062;10.385062;;;3;1;0;;;yes;true;1;Schweiz-Suisse-Svizzera-Svizra;2001;T000002R000876;true
7617;2006-03-06 00:00:00;1;1;177;Kaunertal - Kaunertaler Gletscherstraße/Kirchlilahn;;46.930159;10.985159;;;;0;0;;;none;true;1;Tirol;0;T000002R000877;true
7618;2006-03-06 00:00:00;1;1;177;Tscheyegg - ;;46.93016;10.98516;35;;3;1;0;;;yes;true;1;Tirol;2001;T000002R000878;true
7619;2006-03-08 00:00:00;1;1;175;Steinbergkogel - ;1575;47.410278;12.369512;40;8;3;0;1;;;yes;true;1;Tirol;30001;T000002R000879;true
7620;2006-03-08 00:00:00;1;1;160;Vorderes Brandjoch - ;;47.395054;11.260054;;;;0;0;;;none;true;1;Tirol;0;T000002R000880;true
7621;2006-03-11 00:00:00;1;1;172;Kühtai - 3Seen;;47.115132;11.005132;25;;3;2;0;;;yes;true;1;Tirol;2002;T000002R000881;true
7622;2006-03-11 00:00:00;1;1;172;Largoz - ;1950;47.115133;11.005133;;;;0;0;;;yes;true;1;Tirol;0;T000002R000882;true
7623;2006-03-11 00:00:00;1;1;172;Schrankar - ;;47.115134;11.005134;;2;;0;0;;;none;true;1;Tirol;0;T000002R000883;true
7624;2006-03-12 00:00:00;1;1;172;Kühtai - ;;47.115135;11.005135;35;5;;0;0;;;yes;true;1;Tirol;0;T000002R000884;true
7625;2006-03-13 00:00:00;1;1;160;Nordkette - Goetheweg;1800;47.395055;11.260055;;5;;0;0;;;yes;true;1;Tirol;0;T000002R000885;true
7626;2006-03-15 00:00:00;1;1;172;Kraspestal - ;;47.115136;11.005136;;;;0;0;;;yes;true;1;Tirol;0;T000002R000886;true
7667;2007-01-06 00:00:00;1;1;163;Griesnerkar- Goingerscharte - ;;47.560028;12.165028;;;;0;0;;;yes;true;1;Tirol;0;T000002R000887;true
7627;2006-03-16 00:00:00;1;1;165;Hinterer Rendl - ;;47.270105;10.535105;35;7;;0;0;;;yes;true;1;Tirol;0;T000002R000888;true
7628;2006-03-17 00:00:00;1;1;172;Berglasferner - ;2970;47.115137;11.005137;;;;0;0;;;yes;true;1;Tirol;0;T000002R000889;true
