Datum,Intervall,Lawinengrad,Lawinengrad_Norm,Lawinengrad_Gew,Schneehöhe,Schneehöhe_Norm,Schneehöhe_Gew,Niederschlag,Niederschlag_Norm,Niederschlag_Gew,Lufttemperatur_7h,Lufttemperatur_7h_Norm,Lufttemperatur_7h_Gew,Lufttemperatur_14h,Lufttemperatur_14h_Norm,Lufttemperatur_14h_Gew,Lufttemperatur_19h,Lufttemperatur_19h_Norm,Lufttemperatur_19h_Gew,Schneetemperatur,Schneetemperatur_Norm,Schneetemperatur_Gew,Windrichtung,Windrichtung_Norm,Windrichtung_Gew,Windstärke,Windstärke_Norm,Windstärke_Gew,Einsinktiefe,Einsinktiefe_Norm,Einsinktiefe_Gew,Wetter_akt,Wetter_akt_Norm,Wetter_akt_Gew,Wetter_gestern,Wetter_gestern_Norm,Wetter_gestern_Gew,Wolken,Wolken_Norm,Wolken_Gew,Neuschnee_x,Neuschnee_Norm,Neuschnee_Gew,Lawinenabgänge,Lawinenabgänge_Norm,Lawinenabgänge_Gew,Winterphase,Winterphase_Norm,Winterphase_Gew,Distanz,DATUM,ZEIT,Lawinen_Art,GRNR,Volumen,Wetter,WIND_RCHTG,WIND_GSCHW,Temperatur,Schneehoehe,Neuschnee_y,Gefahr,Bemerkung,ID,Bereich_KAPRUN,Gebiet,Code_neu,Lawinenstrich,Text,xoff,yoff,Scale,ScaleW,ScaleH,OffX,OffY,Lawinencode,TEZCode,meanExpo,meanSlope,stdDevSlope,MinSlope,MaxSlope,Altitude
1994-02-12,1993/ 1994,33.0,0.0,0.0,124.0,105.5727566647929,0.0,1.9,0.0,0.0,-12.1,-96.8,-45.6,-10.7,-85.60000000000001,-41.2,-12.5,-100.0,-45.2,0.0,0.0,0.0,315.0,2.121320343597533,2.121320343597533,3.0,-7.636753236678307,-7.636753236678307,35.0,350.0,150.0,71.0,0.0,0.0,7.0,0.0,0.0,9.0,90.0,0.0,13.0,130.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,194.1440442539301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.1447446617573,39.48648461538461,8.306790000000001,33.076,71.5918125,1719.594455
1994-02-13,1993/ 1994,33.0,0.0,0.0,135.0,114.8195853711239,0.0,0.0,0.0,0.0,-14.0,-112.0,-48.4,-12.8,-102.4,-42.8,-14.3,-114.4,-50.0,0.0,0.0,0.0,315.0,0.7071067811991778,2.121320343597533,1.0,-2.545584412226102,-7.636753236678307,35.0,350.0,175.0,71.0,0.0,0.0,7.0,0.0,0.0,9.0,90.0,0.0,11.0,110.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,202.8261450167384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.7191915605427,42.4658,8.8765,7.983723404255319,66.6961,2344.71655
1994-02-14,1993/ 1994,33.0,0.0,0.0,124.0,104.5210758522319,0.0,0.0,0.0,0.0,-13.0,-104.0,-56.0,-10.2,-81.60000000000001,-51.2,-13.6,-108.8,-57.2,0.0,0.0,0.0,180.0,-5.0,0.7071067811991778,5.0,-1.8373082449982947e-10,-2.545584412226102,40.0,400.0,175.0,37.0,0.0,0.0,8.0,0.0,0.0,1.0,10.0,0.0,5.0,50.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,217.5676669016268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.980624706433346,42.22405,5.3207,33.076,65.78074,2344.71655
1994-02-15,1993/ 1994,33.0,0.0,0.0,83.0,69.57593505140245,0.0,0.0,0.0,0.0,-11.7,-93.6,-52.0,-1.9,-15.2,-40.8,-9.8,-78.4,-54.4,0.0,0.0,0.0,180.0,-3.0,-5.0,3.0,-1.1023849469989769e-10,-1.8373082449982947e-10,15.0,150.0,200.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,71.71290901242719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.2941028496267,43.175287499999996,4.6595,23.699150000000003,64.56995454545455,2256.0364499999996
1994-02-16,1993/ 1994,22.0,0.0,0.0,90.0,75.89285800448893,0.0,0.0,0.0,0.0,-11.7,-93.6,-46.8,-5.2,-41.6,-7.600000000000001,-11.7,-93.6,-39.2,0.0,0.0,0.0,180.0,-1.0,-3.0,1.0,-3.6746164899965906e-11,-1.1023849469989769e-10,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,51.21820081549254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.97914664591417,43.175287499999996,7.696246428571428,0.0,63.39553333333333,2637.5822666666663
1994-02-17,1993/ 1994,22.0,0.0,0.0,83.0,69.4560669456067,0.0,0.0,0.0,0.0,-14.7,-117.6,-46.8,-11.7,-93.6,-20.8,-13.6,-108.8,-46.8,0.0,0.0,0.0,315.0,0.7071067811991778,-1.0,1.0,-2.545584412226102,-3.6746164899965906e-11,2.0,20.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,9.0,90.0,0.0,2.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,89.72895720756017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0049110699424,40.63506666666667,4.6595,20.030966666666668,54.9209,2423.43086
1994-02-18,1993/ 1994,22.0,0.0,0.0,83.0,68.8964841183406,0.0,0.0,0.0,0.0,-9.7,-77.60000000000001,-58.8,-2.9,-23.2,-46.8,-9.3,-74.4,-54.4,0.0,0.0,0.0,180.0,-1.0,0.7071067811991778,1.0,-3.6746164899965906e-11,-2.545584412226102,2.0,20.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,57.04652574034074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.26012426572247,43.05126666666666,8.680310714285714,6.873766666666666,67.09086666666667,2735.1634
1994-02-19,1993/ 1994,22.0,0.0,0.0,83.0,69.08200863415888,0.0,0.0,0.0,0.0,-13.2,-105.6,-38.8,-6.100000000000001,-48.8,-11.6,-11.7,-93.6,-37.2,0.0,0.0,0.0,270.0,1.531023590783769e-11,-1.0,1.0,-3.6,-3.6746164899965906e-11,2.0,20.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,80.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,72.23370079812837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.1447446617573,41.9246,7.412259574468084,13.071087499999999,61.01829999999998,2887.1474285714285
1994-02-20,1993/ 1994,22.0,0.0,0.0,83.0,68.44530478895472,0.0,0.0,0.0,0.0,-9.1,-72.8,-52.8,-3.3,-26.4,-24.4,-3.8,-30.4,-46.8,0.0,0.0,0.0,225.0,-0.7071067811775259,1.531023590783769e-11,1.0,-2.545584412304049,-3.6,2.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,54.43385701344015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.81701527625484,44.495709090909095,8.214153846153847,23.699150000000003,52.54575,1940.334
1994-02-21,1993/ 1994,22.0,0.0,0.0,83.0,68.27970047997366,0.0,0.0,0.0,0.0,-7.0,-56.0,-36.4,-2.6,-20.8,-13.2,-6.9,-55.2,-15.2,0.0,0.0,0.0,180.0,-1.0,-0.7071067811775259,1.0,-3.6746164899965906e-11,-2.545584412304049,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.54278499662369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.32502943698503,36.92165,4.415100000000001,23.699150000000003,62.52731063829788,2256.0364499999996
1994-02-22,1993/ 1994,22.0,0.0,0.0,83.0,67.14251822461435,0.0,0.0,0.0,0.0,-6.0,-48.0,-28.0,0.4,3.2,-10.4,-2.6,-20.8,-27.6,0.0,0.0,0.0,225.0,-2.121320343532578,-1.0,3.0,-7.636753236912147,-3.6746164899965906e-11,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.99892698918134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.26865815593663,42.24281818181817,8.680310714285714,19.264,69.60602500000002,2423.3851250000002
1994-02-23,1993/ 1994,22.0,0.0,0.0,83.0,68.08202578611633,0.0,0.0,0.0,0.0,-3.5,-28.0,-24.0,2.7,21.6,1.6,-3.9,-31.2,-10.4,0.0,0.0,0.0,225.0,-2.121320343532578,-2.121320343532578,3.0,-7.636753236912147,-7.636753236912147,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.47137273516325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.7382271735702,41.04085833333334,7.472499999999999,15.979145454545455,65.9765,2155.53295
1994-02-24,1993/ 1994,22.0,0.0,0.0,83.0,65.81156810093735,0.0,4.2,0.0,0.0,-6.5,-52.0,-14.0,-1.3,-10.4,10.8,-5.4,-43.2,-15.6,0.0,0.0,0.0,270.0,1.531023590783769e-11,-2.121320343532578,1.0,-3.6,-7.636753236912147,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,8.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14406049498093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.52175426542595,37.0667,7.1471,8.488518181818181,57.314842105263146,1719.594455
1994-02-25,1993/ 1994,22.0,0.0,0.0,83.0,65.32407453553995,0.0,0.0,0.0,0.0,-4.8,-38.4,-26.0,-1.2,-9.6,-5.2,-2.7,-21.6,-21.6,0.0,0.0,0.0,180.0,-5.0,1.531023590783769e-11,5.0,-1.8373082449982947e-10,-3.6,10.0,100.0,0.0,72.0,0.0,0.0,2.0,0.0,0.0,8.0,80.0,0.0,7.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.91523098847972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.97914664591417,43.65695,9.0208625,7.606199999999999,59.39425,2068.9832
1994-02-26,1993/ 1994,22.0,0.0,0.0,83.0,66.3531631877279,0.0,0.0,0.0,0.0,1.6,12.8,-19.2,10.4,83.2,-4.8,5.7,45.6,-10.8,0.0,0.0,0.0,180.0,-5.0,-5.0,5.0,-1.8373082449982947e-10,-1.8373082449982947e-10,6.0,60.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,35.31843260000603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.2941028496267,42.53206000000001,7.1471,31.22615,63.39553333333333,1719.594455
1994-02-27,1993/ 1994,33.0,0.0,0.0,83.0,64.20932699930543,0.0,0.0,0.0,0.0,4.1,32.8,6.4,8.2,65.6,41.6,6.3,50.4,22.8,0.0,0.0,0.0,180.0,-3.0,-5.0,3.0,-1.1023849469989769e-10,-1.8373082449982947e-10,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,44.04959278594912,1994-02-27,1899-12-30 00:00:00,Schneebrettlawine naß,37.0,mittel,wolkenlos,S,3.0,3.0,83.0,,23.0,,37.0,Kaprun,Wasserfallboden,50606037.0,Jägerrinne,Geißstein,401205.592778999,226325.10650865827,9.025046314208751,373.0,628.0,148.0,424.0,50606037.0,50606037459.5,100.90372187786215,46.2365,9.0208625,13.071087499999999,66.32780000000001,1472.435275
1994-02-28,1993/ 1994,33.0,0.0,0.0,93.0,70.11086189851835,0.0,0.0,0.0,0.0,2.9,23.2,16.4,4.5,36.0,32.8,1.6,12.8,25.2,0.0,0.0,0.0,225.0,-5.656854249420207,-3.0,8.0,-20.36467529843239,-1.1023849469989769e-10,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,50.46757454810854,1994-02-28,1899-12-30 00:00:00,Schneebrettlawine naß,39.0,mittel,Föhn,SW,8.0,3.0,93.0,,3.0,,39.0,Kaprun,Wasserfallboden,50606039.0,Breitriesenlawine,Geißstein,401582.1580179845,227068.18387020752,7.627503319485055,397.0,595.0,79.0,342.0,50606039.0,50606039445.5,57.6558489858689,42.93221,9.835354999999998,1.7760500000000001,69.60602500000002,1719.594455
1994-02-28,1993/ 1994,33.0,0.0,0.0,93.0,70.11086189851835,0.0,0.0,0.0,0.0,2.9,23.2,16.4,4.5,36.0,32.8,1.6,12.8,25.2,0.0,0.0,0.0,225.0,-5.656854249420207,-3.0,8.0,-20.36467529843239,-1.1023849469989769e-10,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,50.46757454810854,1994-02-28,1899-12-30 00:00:00,Schneebrettlawine naß,39.0,mittel,Föhn,SW,8.0,3.0,93.0,,3.0,,39.0,Kaprun,Wasserfallboden,50606039.0,Breitriesenlawine,Geißstein,401582.1580179845,227068.18387020752,7.627503319485055,397.0,595.0,79.0,342.0,50606039.0,50606039445.5,57.6558489858689,42.93221,9.835354999999998,1.7760500000000001,69.60602500000002,1719.594455
1994-02-28,1993/ 1994,33.0,0.0,0.0,93.0,70.11086189851835,0.0,0.0,0.0,0.0,2.9,23.2,16.4,4.5,36.0,32.8,1.6,12.8,25.2,0.0,0.0,0.0,225.0,-5.656854249420207,-3.0,8.0,-20.36467529843239,-1.1023849469989769e-10,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,50.46757454810854,1994-02-28,1899-12-30 00:00:00,Schneebrettlawine naß,27.0,mittel,Föhn,SW,8.0,3.0,93.0,,3.0,,27.0,Kaprun,Wasserfallboden,50606027.0,Königstuhllawine,Niedere Kammerscharte,401211.3382949494,226525.7978744241,8.823073056565107,310.0,816.0,76.0,632.0,50606027.0,50606027493.5,74.58871205440819,40.891475,7.230925,0.0,61.39475,2286.1698499999998
1994-02-28,1993/ 1994,33.0,0.0,0.0,93.0,70.11086189851835,0.0,0.0,0.0,0.0,2.9,23.2,16.4,4.5,36.0,32.8,1.6,12.8,25.2,0.0,0.0,0.0,225.0,-5.656854249420207,-3.0,8.0,-20.36467529843239,-1.1023849469989769e-10,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,50.46757454810854,1994-02-28,1899-12-30 00:00:00,Schneebrettlawine naß,29.0,mittel,Föhn,SW,8.0,3.0,93.0,,3.0,,29.0,Kaprun,Wasserfallboden,50606029.0,Lärchwandlawine,Lärchwand,401085.862260907,226294.5276151313,9.25105651658798,349.0,805.0,124.0,599.0,50606029.0,50606029497.0,96.26012426572247,45.16453333333333,6.601933333333332,20.030966666666668,67.09086666666667,2059.5669
1994-02-28,1993/ 1994,33.0,0.0,0.0,93.0,70.11086189851835,0.0,0.0,0.0,0.0,2.9,23.2,16.4,4.5,36.0,32.8,1.6,12.8,25.2,0.0,0.0,0.0,225.0,-5.656854249420207,-3.0,8.0,-20.36467529843239,-1.1023849469989769e-10,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,50.46757454810854,1994-02-28,1899-12-30 00:00:00,Schneebrettlawine naß,25.0,mittel,Föhn,SW,8.0,3.0,93.0,,3.0,,25.0,Kaprun,Wasserfallboden,50606025.0,Vordere Bärrinnenlawine,Hohe Kammerscharte,401516.98147435137,226837.333281749,7.641605042848157,350.0,923.0,-8.0,682.0,50606025.0,50606025506.0,103.16011422051332,42.24281818181817,7.576309090909091,8.488518181818181,64.56995454545455,2336.0986545454543
1994-02-28,1993/ 1994,33.0,0.0,0.0,93.0,70.11086189851835,0.0,0.0,0.0,0.0,2.9,23.2,16.4,4.5,36.0,32.8,1.6,12.8,25.2,0.0,0.0,0.0,225.0,-5.656854249420207,-3.0,8.0,-20.36467529843239,-1.1023849469989769e-10,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,50.46757454810854,1994-02-28,1899-12-30 00:00:00,Schneebrettlawine naß,15.0,mittel,Föhn,SW,8.0,3.0,93.0,,3.0,,15.0,Kaprun,Mooserboden,50606015.0,Kitzsteinhornlawine,Kitzsteinhorn,399892.9385931616,223022.72357175505,8.90535018488457,438.0,288.0,126.0,30.0,50606015.0,50606015062.5,98.85156201158661,41.04085833333334,8.651008333333332,6.873766666666666,71.01370833333333,2637.5822666666663
1994-03-01,1993/ 1994,33.0,0.0,0.0,89.0,67.05074411365062,0.0,13.0,0.0,0.0,1.1,8.8,11.6,3.1,24.8,18.0,-1.4,-11.2,6.4,0.0,0.0,0.0,270.0,4.5930707723513056e-11,-5.656854249420207,3.0,-10.8,-20.36467529843239,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,6.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.60151866607364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.3576608990387,41.04085833333334,6.0031,16.252,41.6142,2735.1634
1994-03-02,1993/ 1994,33.0,0.0,0.0,96.0,72.95484676244152,0.0,3.1,0.0,0.0,-4.5,-36.0,4.4,0.5,4.0,12.4,-3.6,-28.8,-5.600000000000001,0.0,0.0,0.0,270.0,1.531023590783769e-11,4.5930707723513056e-11,1.0,-3.6,-10.8,25.0,250.0,0.0,73.0,0.0,0.0,2.0,0.0,0.0,9.0,90.0,0.0,25.0,250.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,181.8918246819426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.688782218015966,40.63506666666667,6.0031,23.699150000000003,61.137879999999996,1879.8845
1994-03-03,1993/ 1994,33.0,0.0,0.0,102.0,75.589491267374,0.0,7.2,0.0,0.0,-4.9,-39.2,-18.0,0.8,6.4,2.0,-2.2,-17.6,-14.4,0.0,0.0,0.0,315.0,0.7071067811991778,1.531023590783769e-11,1.0,-2.545584412226102,-3.6,28.0,280.0,125.0,1.0,0.0,0.0,7.0,0.0,0.0,4.0,40.0,0.0,3.0,30.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,101.6508755131616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.81701527625484,36.92165,7.230925,13.071087499999999,41.6142,2461.5064375
1994-03-04,1993/ 1994,33.0,0.0,0.0,120.0,88.90826360996275,0.0,1.2,0.0,0.0,-8.0,-64.0,-19.6,-8.2,-65.6,3.2,-7.5,-60.0,-8.8,0.0,0.0,0.0,45.0,0.7071067811847431,0.7071067811991778,1.0,2.545584412278067,-2.545584412226102,40.0,400.0,140.0,69.0,0.0,0.0,0.0,0.0,0.0,8.0,80.0,0.0,18.0,180.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,227.8651495018555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.42809660216442,43.07067142857143,6.611666666666667,0.0,69.60602500000002,1472.435275
1994-03-05,1993/ 1994,33.0,0.0,0.0,124.0,91.2554100498294,0.0,0.0,0.0,0.0,-4.8,-38.4,-32.0,4.5,36.0,-32.8,2.0,16.0,-30.0,0.0,0.0,0.0,135.0,-0.7071067811919605,0.7071067811847431,1.0,2.545584412252084,2.545584412278067,40.0,400.0,200.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,192.2249787213606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.81701527625484,41.04085833333334,7.696246428571428,1.7760500000000001,65.78074,2735.1634
1994-03-06,1993/ 1994,22.0,0.0,0.0,123.0,91.03178179280344,0.0,3.6,0.0,0.0,0.2,1.6,-19.2,0.4,3.2,18.0,-1.1,-8.8,8.0,0.0,0.0,0.0,270.0,1.531023590783769e-11,-0.7071067811919605,1.0,-3.6,2.545584412252084,15.0,150.0,200.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,80.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,60.13786811758317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.980624706433346,43.175287499999996,7.412259574468084,16.252,60.65671428571428,1967.5639
1994-03-07,1993/ 1994,22.0,0.0,0.0,117.0,85.95505731337086,0.0,2.1,0.0,0.0,-3.7,-29.6,0.8,2.0,16.0,1.6,0.7000000000000001,5.600000000000001,-4.4,0.0,0.0,0.0,180.0,-1.0,1.531023590783769e-11,1.0,-3.6746164899965906e-11,-3.6,20.0,200.0,75.0,2.0,0.0,0.0,7.0,0.0,0.0,8.0,80.0,0.0,5.0,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,81.04859108040357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.47193195002416,36.353125,7.489589473684211,0.0,57.45053333333334,3027.45095
1994-03-08,1993/ 1994,22.0,0.0,0.0,115.0,84.12220033648255,0.0,5.7,0.0,0.0,0.3,2.4,-14.8,1.9,15.2,8.0,1.5,12.0,2.8,0.0,0.0,0.0,90.0,-2.5518170069420767e-11,-1.0,5.0,18.0,-3.6746164899965906e-11,10.0,100.0,100.0,69.0,0.0,0.0,1.0,0.0,0.0,8.0,80.0,0.0,2.0,20.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0461164906886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.78291886961902,45.16453333333333,5.96672,6.015999999999999,66.35245,2166.8580666666667
1994-03-09,1993/ 1994,33.0,0.0,0.0,108.0,79.37743243026524,0.0,0.0,0.0,0.0,2.0,16.0,1.2,6.5,52.0,7.600000000000001,4.2,33.6,6.0,0.0,0.0,0.0,180.0,-3.0,-2.5518170069420767e-11,3.0,-1.1023849469989769e-10,18.0,15.0,150.0,50.0,69.0,0.0,0.0,6.0,0.0,0.0,8.0,80.0,0.0,0.0,0.0,35.0,5.0,0.0,0.0,0.0,0.0,0.0,63.99976048917505,1994-03-09,1899-12-30 00:00:00,Lockerschneelawine naß,39.0,mittel,Regen,S,3.0,2.0,108.0,0.0,3.0,,39.0,Kaprun,Wasserfallboden,50606039.0,Breitriesenlawine,Geißstein,401582.1580179845,227068.18387020752,7.627503319485055,397.0,595.0,79.0,342.0,50606039.0,50606039445.5,57.6558489858689,42.93221,9.835354999999998,1.7760500000000001,69.60602500000002,1719.594455
1994-03-09,1993/ 1994,33.0,0.0,0.0,108.0,79.37743243026524,0.0,0.0,0.0,0.0,2.0,16.0,1.2,6.5,52.0,7.600000000000001,4.2,33.6,6.0,0.0,0.0,0.0,180.0,-3.0,-2.5518170069420767e-11,3.0,-1.1023849469989769e-10,18.0,15.0,150.0,50.0,69.0,0.0,0.0,6.0,0.0,0.0,8.0,80.0,0.0,0.0,0.0,35.0,5.0,0.0,0.0,0.0,0.0,0.0,63.99976048917505,1994-03-09,1899-12-30 00:00:00,Lockerschneelawine naß,39.0,mittel,Regen,S,3.0,2.0,108.0,0.0,3.0,,39.0,Kaprun,Wasserfallboden,50606039.0,Breitriesenlawine,Geißstein,401582.1580179845,227068.18387020752,7.627503319485055,397.0,595.0,79.0,342.0,50606039.0,50606039445.5,57.6558489858689,42.93221,9.835354999999998,1.7760500000000001,69.60602500000002,1719.594455
1994-03-09,1993/ 1994,33.0,0.0,0.0,108.0,79.37743243026524,0.0,0.0,0.0,0.0,2.0,16.0,1.2,6.5,52.0,7.600000000000001,4.2,33.6,6.0,0.0,0.0,0.0,180.0,-3.0,-2.5518170069420767e-11,3.0,-1.1023849469989769e-10,18.0,15.0,150.0,50.0,69.0,0.0,0.0,6.0,0.0,0.0,8.0,80.0,0.0,0.0,0.0,35.0,5.0,0.0,0.0,0.0,0.0,0.0,63.99976048917505,1994-03-09,1899-12-30 00:00:00,Lockerschneelawine naß,27.0,mittel,Regen,S,3.0,2.0,108.0,,3.0,,27.0,Kaprun,Wasserfallboden,50606027.0,Königstuhllawine,Niedere Kammerscharte,401211.3382949494,226525.7978744241,8.823073056565107,310.0,816.0,76.0,632.0,50606027.0,50606027493.5,74.58871205440819,40.891475,7.230925,0.0,61.39475,2286.1698499999998
1994-03-09,1993/ 1994,33.0,0.0,0.0,108.0,79.37743243026524,0.0,0.0,0.0,0.0,2.0,16.0,1.2,6.5,52.0,7.600000000000001,4.2,33.6,6.0,0.0,0.0,0.0,180.0,-3.0,-2.5518170069420767e-11,3.0,-1.1023849469989769e-10,18.0,15.0,150.0,50.0,69.0,0.0,0.0,6.0,0.0,0.0,8.0,80.0,0.0,0.0,0.0,35.0,5.0,0.0,0.0,0.0,0.0,0.0,63.99976048917505,1994-03-09,1899-12-30 00:00:00,Lockerschneelawine naß,29.0,mittel,Regen,S,3.0,2.0,108.0,,3.0,,29.0,Kaprun,Wasserfallboden,50606029.0,Lärchwandlawine,Lärchwand,401085.862260907,226294.5276151313,9.25105651658798,349.0,805.0,124.0,599.0,50606029.0,50606029497.0,96.26012426572247,45.16453333333333,6.601933333333332,20.030966666666668,67.09086666666667,2059.5669
1994-03-10,1993/ 1994,33.0,0.0,0.0,108.0,80.45574273033691,0.0,1.0,0.0,0.0,2.6,20.8,8.0,8.700000000000001,69.60000000000001,26.0,2.1,16.8,16.8,0.0,0.0,0.0,180.0,-1.0,-3.0,1.0,-3.6746164899965906e-11,-1.1023849469989769e-10,0.0,0.0,75.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,43.15564410138303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.4722060764574,42.53206000000001,7.472499999999999,1.7760500000000001,65.80953392857143,2336.0986545454543
1994-03-11,1993/ 1994,33.0,0.0,0.0,105.0,77.91357278242378,0.0,0.0,0.0,0.0,0.4,3.2,10.4,7.8,62.4,34.8,4.8,38.4,8.4,0.0,0.0,0.0,315.0,2.121320343597533,-1.0,3.0,-7.636753236678307,-3.6746164899965906e-11,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,53.15591164785387,1994-03-11,1899-12-30 00:00:00,Schneebrettlawine naß,21.0,mittel,bewölkt,NW,3.0,-1.0,105.0,,23.0,,21.0,Kaprun,Wasserfallboden,50606021.0,Mittlere Bärrinnenlawine,Kammerkees,401049.0293166167,226514.4149897798,8.761073083735191,279.0,901.0,63.0,742.0,50606021.0,50606021517.0,95.78291886961902,42.4658,8.1845,0.0,61.137879999999996,2423.43086
