Datum,Intervall,Lawinengrad,Lawinengrad_Norm,Lawinengrad_Gew,Schneehöhe,Schneehöhe_Norm,Schneehöhe_Gew,Niederschlag,Niederschlag_Norm,Niederschlag_Gew,Lufttemperatur_7h,Lufttemperatur_7h_Norm,Lufttemperatur_7h_Gew,Lufttemperatur_14h,Lufttemperatur_14h_Norm,Lufttemperatur_14h_Gew,Lufttemperatur_19h,Lufttemperatur_19h_Norm,Lufttemperatur_19h_Gew,Schneetemperatur,Schneetemperatur_Norm,Schneetemperatur_Gew,Windrichtung,Windrichtung_Norm,Windrichtung_Gew,Windstärke,Windstärke_Norm,Windstärke_Gew,Einsinktiefe,Einsinktiefe_Norm,Einsinktiefe_Gew,Wetter_akt,Wetter_akt_Norm,Wetter_akt_Gew,Wetter_gestern,Wetter_gestern_Norm,Wetter_gestern_Gew,Wolken,Wolken_Norm,Wolken_Gew,Neuschnee_x,Neuschnee_Norm,Neuschnee_Gew,Lawinenabgänge,Lawinenabgänge_Norm,Lawinenabgänge_Gew,Winterphase,Winterphase_Norm,Winterphase_Gew,Distanz,DATUM,ZEIT,Lawinen_Art,GRNR,Volumen,Wetter,WIND_RCHTG,WIND_GSCHW,Temperatur,Schneehoehe,Neuschnee_y,Gefahr,Bemerkung,ID,Bereich_KAPRUN,Gebiet,Code_neu,Lawinenstrich,Text,xoff,yoff,Scale,ScaleW,ScaleH,OffX,OffY,Lawinencode,TEZCode,meanExpo,meanSlope,stdDevSlope,MinSlope,MaxSlope,Altitude
1992-01-02,1991/ 1992,0.0,0.0,0.0,120.0,149.4163424124514,0.0,0.0,0.0,0.0,1.7,13.6,-22.8,3.6,28.8,3.6,3.4,27.2,4.4,0.0,0.0,0.0,225.0,-7.778174592952785,-8.0,11.0,-28.00142853534454,-2.9396931919972725e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.06392462133995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.47193195002416,40.891475,7.317475,0.0,65.40911249999999,1719.594455
1992-01-03,1991/ 1992,0.0,0.0,0.0,120.0,144.7963800904977,0.0,0.0,0.0,0.0,2.4,19.2,6.8,6.7,53.6,14.4,-1.7,-13.6,13.6,0.0,0.0,0.0,225.0,-2.121320343532578,-7.778174592952785,3.0,-7.636753236912147,-28.00142853534454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.20638838644152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.980624706433346,41.10323333333333,6.860250000000001,6.015999999999999,54.98563333333333,1940.334
1992-01-04,1991/ 1992,0.0,0.0,0.0,114.0,134.2163355408389,0.0,0.0,0.0,0.0,-5.9,-47.2,9.6,-6.3,-50.4,26.8,-3.9,-31.2,-6.8,0.0,0.0,0.0,225.0,-2.121320343532578,-2.121320343532578,3.0,-7.636753236912147,-7.636753236912147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.60464394109936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.97914664591417,38.3117,6.966049999999999,7.606199999999999,61.01829999999998,1719.594455
1992-01-05,1991/ 1992,0.0,0.0,0.0,110.0,131.4904744116548,0.0,2.9,0.0,0.0,-1.0,-8.0,-23.6,-1.8,-14.4,-25.2,-3.5,-28.0,-15.6,0.0,0.0,0.0,180.0,-8.0,-2.121320343532578,8.0,-2.9396931919972725e-10,-7.636753236912147,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,9.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.35230018247317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.46868802414093,46.2365,5.3207,0.0,57.45053333333334,2461.5064375
1992-01-06,1991/ 1992,0.0,0.0,0.0,107.0,129.6969696969697,0.0,0.0,0.0,0.0,-4.0,-32.0,-4.0,-0.5,-4.0,-7.2,-0.7000000000000001,-5.600000000000001,-14.0,0.0,0.0,0.0,270.0,7.655117953918843e-11,-8.0,5.0,-18.0,-2.9396931919972725e-10,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,8.0,80.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.13636785489943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.42809660216442,42.22405,7.696246428571428,14.436824999999999,71.69213846153846,1472.435275
1992-01-07,1991/ 1992,0.0,0.0,0.0,107.0,123.0326985267697,0.0,0.0,0.0,0.0,0.6,4.8,-16.0,2.2,17.6,-2.0,1.0,8.0,-2.8,0.0,0.0,0.0,225.0,-3.535533905887629,7.655117953918843e-11,5.0,-12.72792206152024,-18.0,4.0,40.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,44.55086376737566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.980624706433346,36.16575,7.317475,3.598442857142857,69.60602500000002,2179.063375
1992-01-08,1991/ 1992,0.0,0.0,0.0,107.0,116.2648556876061,0.0,0.0,0.0,0.0,-2.1,-16.8,2.4,2.0,16.0,8.8,1.8,14.4,4.0,0.0,0.0,0.0,225.0,-3.535533905887629,-3.535533905887629,5.0,-12.72792206152024,-12.72792206152024,4.0,40.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,80.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,52.06850240224129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.90372187786215,36.353125,6.44835,0.0,66.35245,1980.7611
1992-01-09,1991/ 1992,0.0,0.0,0.0,107.0,114.476763624206,0.0,0.0,0.0,0.0,1.0,8.0,-8.4,4.2,33.6,8.0,3.5,28.0,7.2,0.0,0.0,0.0,315.0,2.121320343597533,-3.535533905887629,3.0,-7.636753236678307,-12.72792206152024,5.0,50.0,20.0,2.0,0.0,0.0,1.0,0.0,0.0,8.0,80.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,55.38979580287524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.32502943698503,41.47410000000001,4.456625000000001,0.0,62.52731063829788,2256.0364499999996
1992-01-10,1991/ 1992,0.0,0.0,0.0,104.0,113.0050933786078,0.0,0.0,0.0,0.0,-1.3,-10.4,4.0,0.4,3.2,16.8,-3.3,-26.4,14.0,0.0,0.0,0.0,180.0,-1.0,2.121320343597533,1.0,-3.6746164899965906e-11,-7.636753236678307,3.0,30.0,25.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.81147321688492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.26865815593663,40.891475,7.696246428571428,23.699150000000003,66.35245,2637.0868510638297
1992-01-11,1991/ 1992,0.0,0.0,0.0,104.0,112.3944613306315,0.0,0.0,0.0,0.0,-3.7,-29.6,-5.2,-2.1,-16.8,1.6,-5.9,-47.2,-13.2,0.0,0.0,0.0,180.0,-3.0,-1.0,3.0,-1.1023849469989769e-10,-3.6746164899965906e-11,2.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.74164946220228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.3576608990387,43.07067142857143,5.3846,13.071087499999999,41.6142,2749.76394
1992-01-12,1991/ 1992,0.0,0.0,0.0,104.0,113.4287661895024,0.0,0.0,0.0,0.0,-7.5,-60.0,-14.8,-3.8,-30.4,-8.4,-7.0,-56.0,-23.6,0.0,0.0,0.0,225.0,-0.7071067811775259,-3.0,1.0,-2.545584412304049,-1.1023849469989769e-10,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.37114158330422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.01304783479426,42.4385,3.8913,3.598442857142857,53.0856,2344.71655
1992-01-13,1991/ 1992,0.0,0.0,0.0,101.0,110.4739835692728,0.0,0.0,0.0,0.0,-6.0,-48.0,-30.0,-3.1,-24.8,-15.2,-6.4,-51.2,-28.0,0.0,0.0,0.0,225.0,-0.7071067811775259,-0.7071067811775259,1.0,-2.545584412304049,-2.545584412304049,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.46679002145981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.7382271735702,43.07067142857143,4.6595,5.107609999999999,69.60602500000002,1944.9621499999998
1992-01-14,1991/ 1992,0.0,0.0,0.0,101.0,110.989010989011,0.0,0.3,0.0,0.0,-5.3,-42.4,-24.0,-2.5,-20.0,-12.4,-3.1,-24.8,-25.6,0.0,0.0,0.0,225.0,-2.121320343532578,-0.7071067811775259,3.0,-7.636753236912147,-2.545584412304049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.01914158536975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.62259194360806,45.16453333333333,9.0208625,0.0,65.9765,2166.8580666666667
1992-01-15,1991/ 1992,0.0,0.0,0.0,101.0,112.0712798653073,0.0,0.0,0.0,0.0,-2.5,-20.0,-21.2,2.0,16.0,-10.0,0.8,6.4,-12.4,0.0,0.0,0.0,225.0,-0.7071067811775259,-2.121320343532578,1.0,-2.545584412304049,-7.636753236912147,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,8.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.63102331551442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.1447446617573,36.92165,8.8735,14.436824999999999,53.0856,2040.6385333333335
1992-01-16,1991/ 1992,0.0,0.0,0.0,101.0,112.4873424599893,0.0,0.0,0.0,0.0,0.8,6.4,-10.0,2.5,20.0,8.0,-1.4,-11.2,3.2,0.0,0.0,0.0,225.0,-2.121320343532578,-0.7071067811775259,3.0,-7.636753236912147,-2.545584412304049,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.29919056501024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.7382271735702,43.175287499999996,7.317475,8.488518181818181,65.9765,2336.0986545454543
1992-01-17,1991/ 1992,0.0,0.0,0.0,101.0,109.9637047487845,0.0,0.0,0.0,0.0,-2.9,-23.2,3.2,-7.0,-56.0,10.0,-2.4,-19.2,-5.600000000000001,0.0,0.0,0.0,270.0,2.1434330270972757e-10,-2.121320343532578,14.0,-50.4,-7.636753236912147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.08343691006917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.47193195002416,42.22405,5.3846,0.0,69.46987857142857,2978.152008333334
1992-01-18,1991/ 1992,22.0,0.0,0.0,101.0,107.2393846086049,0.0,0.0,0.0,0.0,-2.6,-20.8,-11.6,-1.6,-12.8,-28.0,-4.8,-38.4,-9.6,0.0,0.0,0.0,270.0,1.2248188726270148e-10,2.1434330270972757e-10,8.0,-28.8,-50.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.61858777291251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.42809660216442,37.0667,8.8735,1.4180933333333334,69.46987857142857,2206.0591894736845
1992-01-19,1991/ 1992,22.0,0.0,0.0,98.0,103.6870786847902,0.0,2.5,0.0,0.0,-5.0,-40.0,-10.4,-4.8,-38.4,-6.4,-8.4,-67.2,-19.2,0.0,0.0,0.0,270.0,1.2248188726270148e-10,1.2248188726270148e-10,8.0,-28.8,-28.8,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,8.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.4778773085633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.85156201158661,40.63506666666667,8.651008333333332,0.0,66.35245,2887.1474285714285
1992-01-20,1991/ 1992,22.0,0.0,0.0,104.0,109.1950368543086,0.0,4.0,0.0,0.0,-7.8,-62.4,-20.0,-7.2,-57.6,-19.2,-9.0,-72.0,-33.6,0.0,0.0,0.0,315.0,0.7071067811991778,1.2248188726270148e-10,1.0,-2.545584412226102,-28.8,16.0,160.0,0.0,73.0,0.0,0.0,1.0,0.0,0.0,8.0,80.0,0.0,15.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.5721953074091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.01615906974631,39.92075833333333,9.0208625,23.819850000000002,65.80953392857143,2201.1883333333335
1992-01-21,1991/ 1992,22.0,0.0,0.0,120.0,124.9211332414571,0.0,0.4,0.0,0.0,-19.2,-153.6,-31.2,-17.5,-140.0,-28.8,-10.5,-84.0,-36.0,0.0,0.0,0.0,225.0,-0.7071067811775259,0.7071067811991778,1.0,-2.545584412304049,-2.545584412226102,28.0,280.0,80.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,140.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,161.5644812760508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.799831793751,45.16453333333333,8.1845,7.606199999999999,52.54575,2423.3851250000002
1992-01-22,1991/ 1992,22.0,0.0,0.0,90.0,95.04000162421876,0.0,0.0,0.0,0.0,-4.2,-33.6,-76.8,-5.0,-40.0,-70.0,-6.2,-49.6,-42.0,0.0,0.0,0.0,225.0,-9.899494936485365,-0.7071067811775259,14.0,-35.63818177225669,-2.545584412304049,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,31.22427072916959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.97914664591417,37.0667,4.415100000000001,30.3754,62.52731063829788,1967.5639
1992-01-23,1991/ 1992,22.0,0.0,0.0,90.0,95.5906049182104,0.0,0.0,0.0,0.0,-5.9,-47.2,-16.8,-1.0,-8.0,-20.0,-5.2,-41.6,-24.8,0.0,0.0,0.0,225.0,-0.7071067811775259,-9.899494936485365,1.0,-2.545584412304049,-35.63818177225669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,36.59727763525797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.72131216113675,42.24281818181817,6.0031,0.0,61.137879999999996,2201.1883333333335
1992-01-24,1991/ 1992,22.0,0.0,0.0,90.0,93.10345072525158,0.0,0.0,0.0,0.0,-5.0,-40.0,-23.6,0.7000000000000001,5.600000000000001,-4.0,0.5,4.0,-20.8,0.0,0.0,0.0,180.0,-3.0,-0.7071067811775259,3.0,-1.1023849469989769e-10,-2.545584412304049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,43.50942159035099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.688782218015966,43.175287499999996,7.1471,1.7760500000000001,59.39425,1472.435275
1992-01-25,1991/ 1992,22.0,0.0,0.0,90.0,92.06447591370237,0.0,0.0,0.0,0.0,-3.9,-31.2,-20.0,-1.0,-8.0,2.8,-3.9,-31.2,2.0,0.0,0.0,0.0,225.0,-2.121320343532578,-3.0,3.0,-7.636753236912147,-1.1023849469989769e-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.18057624310017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.23490345925012,39.92075833333333,7.472499999999999,7.983723404255319,63.39553333333333,2179.063375
1992-01-26,1991/ 1992,22.0,0.0,0.0,89.0,90.0091973605427,0.0,0.0,0.0,0.0,-6.0,-48.0,-15.6,-2.7,-21.6,-4.0,-6.0,-48.0,-15.6,0.0,0.0,0.0,225.0,-0.7071067811775259,-2.121320343532578,1.0,-2.545584412304049,-7.636753236912147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.17214406980794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.42809660216442,37.0667,7.412259574468084,20.030966666666668,71.01370833333333,1472.435275
1992-01-27,1991/ 1992,22.0,0.0,0.0,85.0,81.04594333814032,0.0,0.0,0.0,0.0,-10.1,-80.8,-24.0,-6.5,-52.0,-10.8,-7.5,-60.0,-24.0,0.0,0.0,0.0,225.0,-0.7071067811775259,-0.7071067811775259,1.0,-2.545584412304049,-2.545584412304049,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.63744583722445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.72131216113675,43.05126666666666,5.7966,14.862284615384615,59.39425,2423.3851250000002
1992-01-28,1991/ 1992,22.0,0.0,0.0,85.0,77.61483088425337,0.0,0.0,0.0,0.0,-6.3,-50.4,-40.4,-1.7,-13.6,-26.0,-6.600000000000001,-52.8,-30.0,0.0,0.0,0.0,180.0,-1.0,-0.7071067811775259,1.0,-3.6746164899965906e-11,-2.545584412304049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.38623655582953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.03853265339706,42.24281818181817,7.489589473684211,6.015999999999999,66.35245,2223.0630533333333
1992-01-29,1991/ 1992,22.0,0.0,0.0,85.0,77.27272727272727,0.0,0.0,0.0,0.0,-2.4,-19.2,-25.2,2.8,22.4,-6.8,-2.5,-20.0,-26.4,0.0,0.0,0.0,180.0,-3.0,-1.0,3.0,-1.1023849469989769e-10,-3.6746164899965906e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.13891453155413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.6558489858689,45.16453333333333,7.696246428571428,9.192778571428573,71.5918125,1879.8845
1992-01-30,1991/ 1992,22.0,0.0,0.0,85.0,77.08161534370483,0.0,5.5,0.0,0.0,0.7000000000000001,5.600000000000001,-9.6,1.4,11.2,11.2,-1.4,-11.2,-10.0,0.0,0.0,0.0,180.0,-1.0,-3.0,1.0,-3.6746164899965906e-11,-1.1023849469989769e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.963522516474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.01615906974631,44.495709090909095,5.7966,0.0,61.39475,3027.45095
1992-01-31,1991/ 1992,22.0,0.0,0.0,85.0,78.09019828921156,0.0,0.0,0.0,0.0,-3.8,-30.4,2.8,-1.4,-11.2,5.600000000000001,-6.7,-53.6,-5.600000000000001,0.0,0.0,0.0,225.0,-0.7071067811775259,-1.0,1.0,-2.545584412304049,-3.6746164899965906e-11,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.89414801184826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.97914664591417,43.1391,9.617375,13.363050000000001,65.95022,3022.7729089285713
1992-02-01,1991/ 1992,22.0,0.0,0.0,85.0,78.13370390513529,0.0,0.0,0.0,0.0,-7.100000000000001,-56.8,-15.2,-1.6,-12.8,-5.600000000000001,-5.600000000000001,-44.8,-26.8,0.0,0.0,0.0,225.0,-2.121320343532578,-0.7071067811775259,3.0,-7.636753236912147,-2.545584412304049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.70191197364916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.688782218015966,40.63506666666667,8.214153846153847,33.076,69.46987857142857,1967.5639
1992-02-02,1991/ 1992,22.0,0.0,0.0,85.0,78.28635055183518,0.0,0.0,0.0,0.0,-5.4,-43.2,-28.4,-0.8,-6.4,-6.4,-2.9,-23.2,-22.4,0.0,0.0,0.0,225.0,-3.535533905887629,-2.121320343532578,5.0,-12.72792206152024,-7.636753236912147,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.91752584495141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.0768689746891,42.6599,7.1471,1.4180933333333334,64.56995454545455,1472.435275
1992-02-03,1991/ 1992,22.0,0.0,0.0,85.0,78.19905329698355,0.0,3.6,0.0,0.0,-2.2,-17.6,-21.6,0.0,0.0,-3.2,-5.3,-42.4,-11.6,0.0,0.0,0.0,225.0,-7.778174592952785,-3.535533905887629,11.0,-28.00142853534454,-12.72792206152024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.42373239423124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0049110699424,43.07067142857143,7.317475,0.0,45.4725,2461.5064375
1992-02-04,1991/ 1992,22.0,0.0,0.0,98.0,90.25955710682176,0.0,5.100000000000001,0.0,0.0,-10.7,-85.60000000000001,-8.8,-7.100000000000001,-56.8,0.0,-6.7,-53.6,-21.2,0.0,0.0,0.0,315.0,2.121320343597533,-7.778174592952785,3.0,-7.636753236678307,-28.00142853534454,18.0,180.0,0.0,74.0,0.0,0.0,2.0,0.0,0.0,8.0,80.0,0.0,16.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.3634612206716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.2941028496267,42.58717894736842,7.09607,13.071087499999999,65.40911249999999,2286.1698499999998
1992-02-05,1991/ 1992,33.0,0.0,0.0,117.0,104.9184778258345,0.0,10.3,0.0,0.0,-7.7,-61.6,-42.8,-4.2,-33.6,-28.4,-3.8,-30.4,-26.8,0.0,0.0,0.0,45.0,7.778174593032174,2.121320343597533,11.0,28.00142853505874,-7.636753236678307,23.0,230.0,90.0,74.0,0.0,0.0,8.0,0.0,0.0,8.0,80.0,0.0,20.0,200.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,119.1010027795497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.32502943698503,45.16453333333333,7.317475,30.3754,71.69213846153846,1944.9621499999998
1992-02-06,1991/ 1992,33.0,0.0,0.0,129.0,115.1785714285714,0.0,0.4,0.0,0.0,-4.8,-38.4,-30.8,-3.9,-31.2,-16.8,-7.100000000000001,-56.8,-15.2,0.0,0.0,0.0,45.0,3.535533905923716,7.778174593032174,5.0,12.72792206139033,28.00142853505874,5.0,50.0,115.0,37.0,0.0,0.0,8.0,0.0,0.0,8.0,80.0,0.0,20.0,200.0,248.0,3.0,0.0,0.0,0.0,0.0,0.0,75.29588903060882,1992-02-06,1899-12-30 00:00:00,Schneebrettlawine trocken,19.0,groß,Schneetreiben,NE,5.0,-5.0,129.0,20.0,34.0,,19.0,Kaprun,Mooserboden,50606019.0,Hintere Bärrinnenlawine,Kammerkees,400462.2352307634,224226.49817001465,6.867792769617033,433.0,151.0,171.0,-44.0,50606019.0,50606019523.5,86.72131216113675,43.193687499999996,9.617375,0.0,71.5918125,2461.5064375
1992-02-06,1991/ 1992,33.0,0.0,0.0,129.0,115.1785714285714,0.0,0.4,0.0,0.0,-4.8,-38.4,-30.8,-3.9,-31.2,-16.8,-7.100000000000001,-56.8,-15.2,0.0,0.0,0.0,45.0,3.535533905923716,7.778174593032174,5.0,12.72792206139033,28.00142853505874,5.0,50.0,115.0,37.0,0.0,0.0,8.0,0.0,0.0,8.0,80.0,0.0,20.0,200.0,248.0,3.0,0.0,0.0,0.0,0.0,0.0,75.29588903060882,1992-02-06,1899-12-30 00:00:00,Schneebrettlawine trocken,17.0,groß,Schneetreiben,N,5.0,-5.0,129.0,20.0,34.0,,17.0,Kaprun,Mooserboden,50606017.0,Hochschoberlawine,Kitzsteinhorn,399740.2063625432,222718.6472702012,9.444670754147918,417.0,226.0,130.0,1.0,50606017.0,50606017051.5,90.01768390844254,42.53206000000001,7.09607,13.2901,65.78074,2749.76394
1992-02-06,1991/ 1992,33.0,0.0,0.0,129.0,115.1785714285714,0.0,0.4,0.0,0.0,-4.8,-38.4,-30.8,-3.9,-31.2,-16.8,-7.100000000000001,-56.8,-15.2,0.0,0.0,0.0,45.0,3.535533905923716,7.778174593032174,5.0,12.72792206139033,28.00142853505874,5.0,50.0,115.0,37.0,0.0,0.0,8.0,0.0,0.0,8.0,80.0,0.0,20.0,200.0,248.0,3.0,0.0,0.0,0.0,0.0,0.0,75.29588903060882,1992-02-06,1899-12-30 00:00:00,Schneebrettlawine trocken,21.0,groß,Schneetreiben,NE,5.0,-5.0,129.0,20.0,34.0,,21.0,Kaprun,Wasserfallboden,50606021.0,Mittlere Bärrinnenlawine,Kammerkees,401049.0293166167,226514.4149897798,8.761073083735191,279.0,901.0,63.0,742.0,50606021.0,50606021517.0,95.78291886961902,42.4658,8.1845,0.0,61.137879999999996,2423.43086
1992-02-07,1991/ 1992,33.0,0.0,0.0,128.0,114.4095379106197,0.0,0.0,0.0,0.0,-5.5,-44.0,-19.2,0.8,6.4,-15.6,-2.1,-16.8,-28.4,0.0,0.0,0.0,225.0,-0.7071067811775259,3.535533905923716,1.0,-2.545584412304049,12.72792206139033,5.0,50.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,32.74432690436475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.52137390556972,41.9246,6.860250000000001,7.983723404255319,69.46987857142857,2179.063375
1992-02-08,1991/ 1992,33.0,0.0,0.0,126.0,110.7913675821511,0.0,0.0,0.0,0.0,-2.6,-20.8,-22.0,2.7,21.6,3.2,-1.8,-14.4,-8.4,0.0,0.0,0.0,180.0,-3.0,-0.7071067811775259,3.0,-1.1023849469989769e-10,-2.545584412304049,5.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,26.53197665976826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.688782218015966,44.76603333333333,7.317475,3.4162157894736835,52.052099999999996,2256.0364499999996
