"DATUM","ZEIT","Lawinen_Art","GRNR","Volumen","Wetter","WIND_RCHTG","WIND_GSCHW","Temperatur","Schneehoehe","Neuschnee","Gefahr","Bemerkung"
"2002-03-20 00:00:00",,"Schneebrettlawine naß","20","mittel","Regen","360",3,4,142,31,3,
"2002-03-22 00:00:00",,"Schneebrettlawine trocken","15","gross","Schneefall stark","360",8,-10,178,35,3,
"2002-03-22 00:00:00",,"Schneebrettlawine trocken","28","gross","Schneefall stark","360",8,-10,178,35,3,
"2002-03-24 00:00:00",,"Lockerschnee- und Schneebrettlawinen trocken","23","gross","Schneetreiben","360",20,-11,190,10,3,
"2002-03-24 00:00:00",,"Lockerschnee- und Schneebrettlawinen trocken","11","gross","Schneetreiben","360",20,-11,190,10,3,"von der Geralscharte"
"2002-03-23 00:00:00",,"Schneebrettlawine trocken","13","mittel","Schneefall stark","360",8,-10,179,35,3,"durch Sprengen 2x Abgegangen"
"2002-03-23 00:00:00",,"Schneebrettlawine trocken","11","gross","Schneefall stark","360",10,-10,179,35,3,"unterhalb Hochweissenfeld"
"2002-03-25 00:00:00",,"Schneebrettlawine trocken","21","klein","bewölkt","0",0,-13,191,5,3,"aus der Rinne bis in den Speicher"
"2002-03-25 00:00:00",,"Lockerschnee- und Schneebrettlawinen trocken","100","klein","bewölkt","0",0,-13,191,5,3,"kleine Lockerschneerutsche im Steilgelände über 2300m"
"2002-03-27 00:00:00",,"Lockerschneelawine trocken","100","klein","wolkenlos","180",1,-13,171,0,3,"kleine Rutsche unterhalb der Felsen"
"2002-03-31 00:00:00",,"Schneebrettlawine naß","15","mittel","wolkenlos","225",1,7,153,0,3,"bis in den Speicher"
"2002-03-31 00:00:00",,"Schneebrettlawine naß","23","mittel","wolkenlos","225",1,7,153,0,3,"bis in den Speicher"
"2002-03-31 00:00:00",,"Schneebrettlawine naß","25","gross","wolkenlos","225",1,7,153,0,3,"bis ins Bachbett in beiden Rinnen"
"2002-03-31 00:00:00",,"Schneebrettlawine naß","29","mittel","wolkenlos","225",1,7,153,0,3,"bis oberhalb der Straße"
"2002-03-23 00:00:00",,"Schneebrettlawine trocken","06","gross","Schneefall stark","360",8,-10,179,35,3,"gesamte Breite knapp unterhalb Schweigerhausweg abgegangen"
"2002-04-02 00:00:00",,"Schneebrettlawine naß","33","gross","wolkenlos","180",2,7,147,0,3,
"2002-04-02 00:00:00",,"Grundlawine","23","mittel","wolkenlos","180",2,7,147,0,3,
"2002-04-02 00:00:00",,"Grundlawine","25","mittel","wolkenlos","180",2,7,147,0,3,
"2002-04-03 00:00:00","1899-12-30 14:00:00","Schneebrettlawine naß","15","gross","wolkenlos","180",13,3,143,0,3,"schwarze Platte abgegangen"
"2002-04-03 00:00:00",,"Lockerschnee- und Schneebrettlawinen naß","100","klein","wolkenlos","180",6,4,143,0,3,"Naßschneelawinen aus allen Richtungen bis 2400m"
"2002-04-09 00:00:00",,"Lockerschneelawine trocken","100","klein","Schneefall mäßig","360",1,-3,145,9,2,"kl. Lockerschneerutsche unterhalb der Felsen"
"2002-04-16 00:00:00",,"Lockerschneelawine trocken","15","mittel","Schneefall mäßig","360",2,-6,155,13,3,"bis vor den Speicher"
"2002-04-16 00:00:00",,"Lockerschneelawine trocken","23","mittel","Schneefall mäßig","360",2,-6,155,13,3,"bis zum Speicherrand"
"2002-04-16 00:00:00",,"Lockerschneelawine trocken","29","mittel","Schneefall mäßig","360",2,-6,155,13,3,"bis auf das Stationsdach LÄWA Berg"
"2002-04-17 00:00:00",,"Lockerschnee- und Schneebrettlawinen trocken","100","klein","bewölkt","180",2,1,158,10,3,"alle Lawinenstriche über 2000m"
"2002-04-21 00:00:00",,"Schneebrettlawine naß","22","mittel","Schneefall schwach","315",1,4,169,18,3,
"2002-04-21 00:00:00",,"Schneebrettlawine naß","20","klein","Schneefall schwach","315",2,4,169,18,3,
"2002-04-21 00:00:00",,"Lockerschnee- und Schneebrettlawinen naß","19","mittel","Schneefall schwach","315",2,4,169,18,3,"bis vor den Speicher"
"2002-04-21 00:00:00",,"Lockerschnee- und Schneebrettlawinen naß","23","mittel","Schneefall schwach","315",2,4,169,18,3,
"2002-04-21 00:00:00",,"Schneebrettlawine naß","25","klein","Schneefall schwach","315",2,4,169,18,3,"bis in die Mulde oberhalb der Straße"
"2002-04-21 00:00:00",,"Schneebrettlawine naß","29","mittel","Schneefall schwach","315",2,4,169,18,3,"bis oberhalb der Straße"
"2002-04-21 00:00:00",,"Lockerschnee- und Schneebrettlawinen naß","39","mittel","Schneefall schwach","315",3,4,169,18,3,
"2002-04-21 00:00:00",,"Lockerschnee- und Schneebrettlawinen trocken","8","mittel","Schneefall schwach","315",2,4,169,18,3,
"2002-04-21 00:00:00",,"Lockerschnee- und Schneebrettlawinen naß","14","mittel","Schneefall schwach","315",2,4,169,18,3,
"2002-04-21 00:00:00",,"Lockerschnee- und Schneebrettlawinen naß","100","klein","Schneefall schwach","315",2,4,169,18,3,
"2002-04-22 00:00:00",,"Schneebrettlawine naß","20","mittel","bewölkt","180",2,8,155,,3,
"2002-04-24 00:00:00",,"Lockerschnee- und Schneebrettlawinen naß","100","mittel","Schneefall mäßig","180",2,-2,156,13,2,
"2002-04-25 00:00:00",,"Lockerschneelawine trocken","27","mittel","bedeckt","180",2,-2,163,10,3,"bis oberhaln der Straße"
"2002-04-25 00:00:00",,"Lockerschnee- und Schneebrettlawinen naß","100","klein","Regen","180",2,7,163,10,3,"kleine bis mittlere Lawinen aus allen Richtungen"
"2002-04-27 00:00:00",,"Lockerschnee- und Schneebrettlawinen naß","19","mittel","Schneefall mäßig",,,-2,160,6,3,
"2002-04-29 00:00:00",,"Lockerschnee- und Schneebrettlawinen naß","8","klein","wolkenlos","230",3.5,6,165,8,3,
"2002-04-28 00:00:00",,"Lockerschnee- und Schneebrettlawinen naß","10","klein","wolkenlos","230",3.5,6,165,8,3,
"2002-12-09 00:00:00","1899-12-30 13:00:00","Schneebrettlawine trocken","04","mittel","wolkenlos","180",2,-11,16,0,1,"Kleine Brettlawine über 2400m"
"2002-01-27 00:00:00",,"Lockerschnee- und Schneebrettlawinen trocken","04","mittel","bedeckt","270",10,-5,103,5,3,
"2003-01-27 00:00:00",,"Lockerschnee- und Schneebrettlawinen trocken","10","mittel","bedeckt","270",10,-5,103,5,3,
"2003-01-27 00:00:00",,"Lockerschnee- und Schneebrettlawinen trocken","12","mittel","bedeckt","270",10,-5,103,5,3,
"2003-01-27 00:00:00",,"Lockerschnee- und Schneebrettlawinen trocken","14","mittel","bedeckt","270",10,-5,103,5,3,
"2003-01-27 00:00:00",,"Schneebrettlawine trocken","13","mittel","bedeckt","270",10,-5,103,5,3,
"2003-01-28 00:00:00",,"Schneebrettlawine trocken","02","gross","bedeckt","135",9,1,105,10,3,"als Staublawine"
"2003-01-29 00:00:00",,"Schneebrettlawine trocken","06","mittel","Schneefall schwach","135",8,-8,104,11,3,
"2003-02-04 00:00:00",,"Schneebrettlawine trocken","14","mittel","Schneefall mäßig","225",8,-9,99,15,3,
"2003-02-05 00:00:00",,"Staublawine","13","gross","bedeckt","270",8,-15,108,21,3,"durch Sprengung ausgelöst"
"2003-02-05 00:00:00",,"Schneebrettlawine trocken","11","mittel","Schneefall mäßig","270",9,-15,108,21,3,"oberhalb Ebmattenalm"
"2003-02-09 00:00:00",,"Schneebrettlawine trocken","11","mittel","heiter","225",1,-13,165,38,4,"bis Grieskogel hinauf"
"2003-02-09 00:00:00",,"Schneebrettlawine trocken","27","klein","heiter","225",1,-13,165,38,4,
"2003-02-09 00:00:00",,"Schneebrettlawine trocken","14","mittel","heiter","225",1,-13,165,38,4,
"2003-02-09 00:00:00",,"Schneebrettlawine trocken","25","gross","heiter","225",2,-13,165,38,4,"bis ins Achenbett auch über Sperrenkrone"
"2003-02-22 00:00:00",,"Lockerschnee- und Schneebrettlawinen naß","100","klein","wolkenlos","180",2,3,111,0,2,"kleine Naßschneelawinen sonnseitig"
"2003-02-24 00:00:00",,"Schneebrettlawine naß","23","klein","wolkenlos","180",2,3,109,0,2,"Bodenlawine"
"2003-02-24 00:00:00",,"Lockerschnee- und Schneebrettlawinen naß","100","klein","wolkenlos","180",2,3,109,0,2,"unter Felswänden"
"2003-02-25 00:00:00",,"Lockerschneelawine naß","23","klein","wolkenlos","180",2,5,108,0,2,"2 Schnebretter bis in den Speicher"
"2003-02-25 00:00:00",,"Schneebrettlawine naß","21","mittel","wolkenlos","180",2,6,108,0,2,"bis in den Speicher"
"2003-02-26 00:00:00",,"Lockerschnee- und Schneebrettlawinen naß","100","klein","wolkenlos","225",4,4,108,0,3,"kleine Naßschneerutsche sonnseitig"
"2003-02-28 00:00:00",,"Schneebrettlawine naß","11","klein","wolkenlos","270",2,6,103,0,3,"sonnseitige Naßschneelawine"
"2003-02-28 00:00:00",,"Schneebrettlawine naß","21","klein","wolkenlos","270",2,6,103,0,3,
"2003-02-28 00:00:00",,"Schneebrettlawine naß","23","klein","wolkenlos","270",2,6,103,0,3,
"2003-03-03 00:00:00",,"Lockerschneelawine trocken","100","klein","Schneefall schwach","180",2,-2,126,25,3,"kleine Lockerschneelawinen aus allen Richtungen"
"2003-03-08 00:00:00",,"Lockerschneelawine trocken","100","klein","bewölkt","225",2,0,123,0,23,"kleine Lockerschneelawinen aus allen Richtungen"
"2003-03-26 00:00:00",,"Schneebrettlawine naß","11","mittel","wolkenlos","180",2,7,102,0,3,
"2003-03-26 00:00:00",,"Lockerschneelawine naß","13","klein","wolkenlos","180",2,7,103,0,3,"unterhalb Felswand"
"2003-03-26 00:00:00",,"Schneebrettlawine naß","25","mittel","wolkenlos","180",2,7,103,0,3,
"2003-03-27 00:00:00",,"Lockerschnee- und Schneebrettlawinen naß","13","mittel","wolkenlos","180",2,9,102,0,3,"unterhalb Felswand großes Brett durch Lockerschneelawine von oben ausgelöst"
"2003-03-27 00:00:00",,"Schneebrettlawine naß","23","mittel","wolkenlos","180",2,9,102,0,3,
"2003-03-28 00:00:00",,"Schneebrettlawine naß","18","mittel","wolkenlos","180",2,9,99,,3,"bis in den Speicher"
"2003-03-28 00:00:00",,"Schneebrettlawine naß","19","mittel","wolkenlos","180",2,9,99,0,3,"bis vor den Speicherrand"
"2003-03-28 00:00:00",,"Schneebrettlawine naß","23","mittel","wolkenlos","180",2,9,99,0,3,
"2003-03-28 00:00:00",,"Schneebrettlawine naß","25","gross","wolkenlos","180",2,9,99,0,3,"bis ins Achenbett"
"2003-03-28 00:00:00",,"Schneebrettlawine naß","29","mittel","wolkenlos","180",2,9,99,0,3,"bis über den Vorplatz"
"2003-03-29 00:00:00",,"Schneebrettlawine naß","24","mittel","bedeckt","180",2,5,96,0,3,
"2003-03-30 00:00:00",,"Lockerschnee- und Schneebrettlawinen naß","100","mittel","bedeckt","180",2,9,90,0,3,"aus allen Lawinenstrichen bis 2500 m Lawinenabgänge."
"2003-03-30 00:00:00",,"Schneebrettlawine naß","30","mittel","wolkenlos","180",2,9,92,0,3,
"2003-03-31 00:00:00",,"Schneebrettlawine naß","32","klein","Regen","360",2,0,90,0,3,
"2003-04-01 00:00:00",,"Lockerschnee- und Schneebrettlawinen naß","100","klein","wolkenlos","180",2,6,95,5,3,"aus allen Richtungen"
"2003-04-04 00:00:00",,"Lockerschneelawine trocken","100","klein","Schneefall stark","360",5,-10,131,22,3,
"2003-04-07 00:00:00",,"Schneebrettlawine trocken","13","mittel","Schneefall mäßig","45",10,-16,154,25,3,"durch absprengen ausgelöst"
"2003-04-07 00:00:00",,"Lockerschnee- und Schneebrettlawinen trocken","19","mittel","Schneefall mäßig","45",10,-16,154,25,3,
"2003-04-07 00:00:00",,"Lockerschnee- und Schneebrettlawinen trocken","21","mittel","Schneefall mäßig","45",10,-16,154,25,3,
"2003-04-07 00:00:00",,"Lockerschnee- und Schneebrettlawinen trocken","25","mittel","Schneefall mäßig","45",10,-16,154,25,3,
"2003-04-07 00:00:00",,"Lockerschnee- und Schneebrettlawinen trocken","23","mittel","Schneefall mäßig","45",10,-16,154,25,3,
"2003-04-11 00:00:00",,"Lockerschneelawine naß","11","klein","bewölkt","270",2,-3,131,14,3,"Abgang unterhalb von Felswand"
"2003-04-13 00:00:00",,"Schneebrettlawine naß","8","mittel","heiter","180",1,-5,135,15,3,
"2003-04-13 00:00:00",,"Schneebrettlawine naß","10","mittel","heiter","180",1,-5,135,15,3,
"2003-04-13 00:00:00",,"Schneebrettlawine naß","14","mittel","heiter","180",1,-5,135,15,3,
"2003-04-13 00:00:00",,"Schneebrettlawine naß","18","mittel","heiter","180",1,-5,135,15,3,
"2003-04-13 00:00:00",,"Schneebrettlawine naß","13","mittel","heiter","180",1,-5,135,15,3,
"2003-03-12 00:00:00","1899-12-30 12:03:00","Schneebrettlawine naß","31","mittel","bewölkt","180",3,6,112,0,3,"ein Teil über die LÄWA und erreicht den Aufzugswagen"
"2003-03-12 00:00:00",,"Schneebrettlawine naß","37","mittel","bewölkt","180",3,6,112,0,3,"bis oberhalb Galerie"
"2003-03-11 00:00:00",,"Schneebrettlawine naß","27","mittel","wolkenlos","225",4,8,117,0,3,"bis oberhalb der Straße"
"2003-03-11 00:00:00",,"Schneebrettlawine naß","39","mittel","wolkenlos","225",4,8,117,0,3,"bis mitte Hang"
"2003-03-11 00:00:00",,"Schneebrettlawine naß","34","mittel","wolkenlos","225",4,8,117,0,3,"bis mitte Wald ober Straße"
"2003-03-12 00:00:00",,"Schneebrettlawine naß","43","klein","bewölkt","1870",3,6,112,0,3,"mehrere kleine Bretter im Oberen Bereich"
"2003-03-11 00:00:00",,"Schneebrettlawine naß","28","mittel","wolkenlos","225",4,8,117,0,3,"bis ins obere Drittel des Hanges"
"2003-03-24 00:00:00",,"Schneebrettlawine naß","11","mittel","wolkenlos","180",2,6,107,0,3,
"2003-03-24 00:00:00",,"Schneebrettlawine naß","8","mittel","wolkenlos","180",2,6,107,0,3,
"2003-03-24 00:00:00",,"Schneebrettlawine naß","11","mittel","wolkenlos","180",2,6,107,0,3,
"2003-03-24 00:00:00",,"Schneebrettlawine naß","23","mittel","wolkenlos","180",2,6,107,0,3,
"2003-03-24 00:00:00",,"Schneebrettlawine naß","25","mittel","wolkenlos","180",2,6,107,0,3,
"2003-03-25 00:00:00",,"Lockerschneelawine naß","8","mittel","wolkenlos","180",1,8,105,0,3,
"2003-03-25 00:00:00",,"Schneebrettlawine naß","10","mittel","wolkenlos","180",2,8,105,0,3,
"2003-03-25 00:00:00",,"Schneebrettlawine naß","11","mittel","wolkenlos","180",2,8,105,0,3,
"2003-03-25 00:00:00",,"Schneebrettlawine naß","23","mittel","wolkenlos","180",2,8,105,0,3,
"2003-03-25 00:00:00",,"Schneebrettlawine naß","25","mittel","wolkenlos","180",2,8,105,0,3,
"2003-03-25 00:00:00",,"Schneebrettlawine naß","29","mittel","wolkenlos","180",2,8,105,0,3,
"2003-03-26 00:00:00",,"Lockerschneelawine naß","19","mittel","wolkenlos","180",2,7,103,0,3,
"2003-03-26 00:00:00","1899-12-30 13:03:00","Schneebrettlawine naß","29","mittel","wolkenlos","180",2,7,103,0,3,
"2003-03-26 00:00:00",,"Schneebrettlawine naß","12","mittel","wolkenlos","180",2,7,103,0,3,
"2003-04-13 00:00:00",,"Schneebrettlawine naß","23","mittel","heiter","180",1,-5,135,15,3,
"2003-04-15 00:00:00",,"Lockerschnee- und Schneebrettlawinen naß","100","klein","wolkenlos","225",1,8,115,0,3,
"2003-04-21 00:00:00",,"Lockerschneelawine naß","15","mittel","bewölkt",,,6,92,0,3,
"2003-04-25 00:00:00",,"Schneebrettlawine naß","15","mittel","heiter","Süd",2,5,88,,3,
"2003-04-25 00:00:00",,"Lockerschneelawine naß","19","klein","heiter","Süd",2,5,88,,3,
"2003-04-27 00:00:00",,"Schneebrettlawine naß","11","gross","Schneefall schwach","180",2,5,86,1,3,"2 große Abgänge im Bereich Geralkopf und hinter Kehre 7"
"2003-04-27 00:00:00",,"Schneebrettlawine naß","15","gross","Schneefall schwach","180",2,5,86,1,3,
"2003-04-27 00:00:00",,"Schneebrettlawine naß","32","mittel","Schneefall schwach","180",2,5,86,1,3,"bis knapp oberhalb der Straße"
"2003-04-27 00:00:00",,"Schneebrettlawine naß","39","mittel","Schneefall schwach","180",2,5,86,1,3,"bis ins ober drittel des Ablagerungshanges"
"2003-03-28 00:00:00",,"Schneebrettlawine naß","8","gross","bedeckt","225",2,10,80,1,3,"bis in erste Mulde"
"2003-03-28 00:00:00",,"Schneebrettlawine naß","10","gross","bedeckt","225",2,10,80,1,3,"bis knapp oberhalb Speicher"
"2003-03-28 00:00:00",,"Schneebrettlawine naß","11","mittel","bedeckt","225",2,10,80,1,3,
"2003-03-29 00:00:00",,"Lockerschneelawine naß","100","klein","wolkenlos","180",2,12,76,0,3,"Rutsche unter Felswänden"
"2003-04-30 00:00:00","1899-12-30 11:27:00","Schneebrettlawine naß","19","gross","bewölkt","225",11,13,67,0,3,"bis in den Speicher"
"2003-04-30 00:00:00",,"Schneebrettlawine naß","25","mittel","bewölkt","180",25,12,67,0,3,"bis oberhalb der Straße"
"2003-04-30 00:00:00","1899-12-30 11:20:00","Schneebrettlawine naß","27","gross","bewölkt","180",25,13,67,0,3,"bis über die obere Mittelstraße"
"2003-04-30 00:00:00",,"Schneebrettlawine naß","28","mittel","bewölkt","180",25,13,67,0,3,"mehrmals"
"2003-04-30 00:00:00",,"Schneebrettlawine naß","32","mittel","bewölkt","180",25,13,67,0,3,"mehrmals"
"2003-04-30 00:00:00",,"Schneebrettlawine naß","11","gross","bewölkt","180",25,13,67,0,3,"unter Grieskogel"
"2003-04-30 00:00:00",,"Schneebrettlawine naß","15","gross","bewölkt","180",20,13,67,0,3,"schgwarze Platte"
"2003-04-30 00:00:00",,"Schneebrettlawine naß","33","gross","bewölkt","180",20,13,67,0,,"bis ins Achenbett"
"2003-12-17 00:00:00",,"Schneebrettlawine trocken","15","klein","bedeckt","315",5,-8,55,5,3,"kleines Schneebrett - Wächtenbruch"
"2004-01-07 00:00:00",,"Lockerschnee- und Schneebrettlawinen trocken","100","klein","Schneefall stark","315",3,-4,76,24,3,"kleine Lockerschneerutsche aus allen Richtungen"
"2004-01-07 00:00:00",,"Lockerschneelawine trocken","11","mittel","Schneefall mäßig","270",5,-4,76,24,3,"bis oberhalb der Straße"
"2004-01-07 00:00:00",,"Lockerschnee- und Schneebrettlawinen trocken","21","mittel","Schneefall mäßig","270",5,-4,76,24,3,"bis in den Speicher"
"2004-01-14 00:00:00",,"Lockerschneelawine trocken","11","mittel","heiter","SO",3,-3,92,12,3,
"2004-01-14 00:00:00",,"Schneebrettlawine trocken","17","mittel","heiter","SO",3,-3,92,12,3,
"2004-01-19 00:00:00",,"Lockerschneelawine trocken","11","klein","wolkenlos","225",2,-5,101,7,3,"2 kleine Lockerschneelawinen"
"2004-01-20 00:00:00",,"Lockerschnee- und Schneebrettlawinen trocken","39","mittel","Schneefall stark","360",3,-5,120,25,3,"bis mitte Hang oberhalb Ache"
"2004-01-20 00:00:00",,"Lockerschnee- und Schneebrettlawinen trocken","37","mittel","Schneefall stark","360",3,-5,120,25,3,"bis auf die Galerie"
"2004-01-21 00:00:00",,"Lockerschnee- und Schneebrettlawinen trocken","100","klein","Schneefall schwach","315",3,-12,122,25,3,"kleinere bis mittlere Lockerschneelawinen aus allen Richtungen"
"2004-01-22 00:00:00",,"Schneebrettlawine trocken","10","mittel","Schneetreiben","90",5,-15,119,0,3,"Schneebrett aus 2300m"
"2004-01-25 00:00:00",,"Lockerschneelawine trocken","100","klein","Schneefall mäßig","90",3,-15,114,11,3,"im Steilgelände Lockerschneerutsche"
"2004-01-28 00:00:00",,"Lockerschneelawine trocken","100","klein","Schneefall mäßig","360",3,-12,125,22,3,"kleine Lockerschneerutsche aus allen Richtungen und Höhen"
"2004-01-30 00:00:00",,"Schneebrettlawine trocken","100","mittel","wolkenlos","180",2,-3,111,0,3,"durch die Bodenwärme sonnseitig Stangerhöhe"
"2004-02-02 00:00:00",,"Schneebrettlawine naß","23","mittel","Regen","135",5,2,104,0,3,"bis in den Speicher"
"2004-02-02 00:00:00",,"Schneebrettlawine naß","25","mittel","Regen","135",5,2,104,0,3,"bis oberhalb Palfenalm"
"2004-02-02 00:00:00",,"Schneebrettlawine naß","18","klein","Regen","135",5,2,104,0,3,"bis in den Speicher"
"2004-02-02 00:00:00",,"Schneebrettlawine naß","14","mittel","Regen","135",5,2,104,0,3,
"2004-02-03 00:00:00",,"Schneebrettlawine naß","23","mittel","wolkenlos","225",8,6,106,0,3,"bis in den Speicher"
"2004-02-03 00:00:00",,"Schneebrettlawine naß","14","mittel","wolkenlos","225",8,6,106,0,3,"bis in den Speicher"
"2004-02-03 00:00:00",,"Staublawine","02","mittel","wolkenlos","225",8,6,106,0,3,"bis knapp vor den Speicher"
"2004-02-04 00:00:00",,"Lockerschneelawine naß","100","klein","wolkenlos","180",8,6,102,0,3,"sonnseitig kleine Naßschneerutsche"
"2004-02-05 00:00:00",,"Schneebrettlawine naß","29","mittel","wolkenlos","225",4,8,100,0,3,"Bodenlawine bis auf den Vorplatz Bergstation"
"2004-02-05 00:00:00",,"Schneebrettlawine naß","25","mittel","wolkenlos","270",3,9,100,0,3,"bis oberhalb der Straße"
"2004-02-06 00:00:00",,"Schneebrettlawine naß","21","mittel","wolkenlos","225",3,9,98,0,3,
"2004-02-06 00:00:00",,"Schneebrettlawine naß","27","klein","wolkenlos","225",3,9,98,0,3,
"2004-02-06 00:00:00",,"Schneebrettlawine naß","25","mittel","wolkenlos","225",3,9,98,0,3,
"2004-02-13 00:00:00",,"Lockerschneelawine naß","18","klein","wolkenlos","180",2,1,140,0,2,
"2004-02-19 00:00:00",,"Lockerschneelawine trocken","100","klein","Schneefall mäßig","315",3,-12,146,16,2,"kleine Lockerschneerutsche aus allen Richtungen"
"2004-02-21 00:00:00",,"Lockerschneelawine trocken","100","klein","Föhn","180",4,1,149,0,3,"kleine Lockerschneerutsche aus allen Richtungen"
"2004-02-22 00:00:00",,"Lockerschneelawine naß","100","klein","wolkenlos","180",3,5,140,0,3,"kleine Feuchtschneerutsche sonnseitig"
"2004-03-01 00:00:00",,"Lockerschneelawine trocken","23","klein","bedeckt","0",0,-16,159,5,3,"reicht nicht bis zum Speicher"
"2004-03-03 00:00:00",,"Lockerschneelawine naß","100","klein","bedeckt","270",5,-5,158,5,3,"kleine Oberflächenrutsche aus allen Richtunge durch die Einstrahlung."
"2004-03-06 00:00:00",,"Schneebrettlawine naß","43","gross","wolkenlos","180",2,4,147,0,2,"Bodenlawine Lawinenmaul seit ca.1 Woche offen"
"2004-03-08 00:00:00",,"Lockerschneelawine trocken","39","mittel","Schneefall mäßig","360",3,-10,166,24,3,"bis mitte des Ablagerungsbereiches"
"2004-03-08 00:00:00",,"Lockerschnee- und Schneebrettlawinen trocken","22","klein","Schneefall mäßig","360",3,-10,166,24,3,
"2004-03-08 00:00:00",,"Lockerschneelawine trocken","20","klein","Schneefall mäßig","360",3,-10,166,24,3,
"2004-03-09 00:00:00",,"Lockerschneelawine trocken","22","klein","Schneefall mäßig","360",3,-12,175,17,3,
"2004-03-09 00:00:00",,"Lockerschneelawine trocken","23","klein","Schneefall mäßig","360",3,-12,175,17,3,
"2004-03-10 00:00:00",,"Lockerschneelawine trocken","100","klein","wolkenlos","180",1,-7,172,1,3,"durch die Sonneneinstrahlung kl.Lockerschneerutsche aus allen Richtungen"
"2004-03-12 00:00:00",,"Lockerschneelawine naß","100","klein","wolkenlos","180",2,4,111,0,3,"kleine Naßschneerutsche sonnseitig."
"2004-03-13 00:00:00",,"Schneebrettlawine naß","21","mittel","wolkenlos","180",5,8,111,0,3,"von unterhalb der Felsen bis in den Speicher"
"2004-03-13 00:00:00",,"Lockerschnee- und Schneebrettlawinen naß","23","mittel","wolkenlos","180",5,8,111,0,3,"bis in den Speicher"
"2004-03-13 00:00:00",,"Schneebrettlawine naß","25","mittel","wolkenlos","180",5,8,111,0,3,"von der Nordseitigen Schulter"
"2004-03-13 00:00:00",,"Schneebrettlawine naß","27","mittel","wolkenlos","180",5,8,111,0,3,"bis oberhalb der Straße"
"2003-03-13 00:00:00",,"Schneebrettlawine naß","29","mittel","wolkenlos","180",5,8,111,0,3,"bis oberhalb der Straße"
"2004-03-13 00:00:00",,"Lockerschnee- und Schneebrettlawinen naß","20","klein","wolkenlos","180",5,8,111,0,3,
"2004-03-13 00:00:00",,"Lockerschnee- und Schneebrettlawinen naß","30","gross","wolkenlos","180",5,8,111,0,,"Ablagerung ca. 6m hoch"
"2004-03-13 00:00:00",,"Schneebrettlawine naß","37","mittel","wolkenlos","180",5,8,111,0,3,"bis oberhalb der Galerie"
"2004-03-13 00:00:00",,"Lockerschnee- und Schneebrettlawinen naß","34","mittel","wolkenlos","180",5,8,111,0,3,"bis über die untere Straße"
"2004-03-14 00:00:00",,"Lockerschnee- und Schneebrettlawinen naß","37","mittel","wolkenlos","180",2,7,109,0,3,"mehrmals"
"2004-03-14 00:00:00",,"Lockerschnee- und Schneebrettlawinen naß","36","mittel","wolkenlos","180",3,7,107,0,3,"mehrmals"
"2004-03-13 00:00:00",,"Lockerschnee- und Schneebrettlawinen naß","28","mittel","wolkenlos","180",5,8,111,0,3,
"2004-03-13 00:00:00",,"Lockerschnee- und Schneebrettlawinen naß","39","mittel","wolkenlos","180",5,8,111,0,3,"bis mitte Ablagerungsbereich"
"2004-03-14 00:00:00",,"Schneebrettlawine naß","15","gross","wolkenlos","180",3,7,109,0,3,
"2004-03-14 00:00:00",,"Schneebrettlawine naß","17","gross","wolkenlos","180",3,7,109,0,3,
"2004-03-13 00:00:00",,"Schneebrettlawine naß","11","mittel","wolkenlos","180",5,8,111,0,3,"bis 200 m vor Straße"
"2004-03-13 00:00:00",,"Schneebrettlawine naß","12","mittel","wolkenlos","180",5,8,111,0,3,
"2004-03-13 00:00:00",,"Schneebrettlawine naß","8","mittel","wolkenlos","180",5,8,111,0,3,
"2004-03-13 00:00:00",,"Schneebrettlawine naß","14","mittel","wolkenlos","180",5,8,111,0,3,
"2004-03-13 00:00:00",,"Schneebrettlawine naß","16","mittel","wolkenlos","180",5,8,111,0,3,
"2004-03-13 00:00:00",,"Schneebrettlawine naß","33","mittel","wolkenlos","180",5,8,111,0,3,"bis oberhalb Abbruch"
"2004-03-15 00:00:00",,"Schneebrettlawine naß","25","mittel","wolkenlos","180",3,5,107,0,3,"bis über die MOBO Straße"
"2004-03-15 00:00:00",,"Schneebrettlawine naß","29","mittel","wolkenlos","180",3,5,107,0,3,"bis zur Verbindungsstraße"
"2004-03-15 00:00:00",,"Schneebrettlawine naß","43","mittel","wolkenlos","180",3,5,107,0,3,
"2004-03-16 00:00:00",,"Lockerschnee- und Schneebrettlawinen naß","37","mittel","wolkenlos","225",5,8,107,0,3,"bis über die Galerie"
"2004-03-16 00:00:00",,"Schneebrettlawine naß","29","mittel","wolkenlos","225",5,8,107,0,3,
"2004-03-16 00:00:00",,"Schneebrettlawine naß","25","mittel","wolkenlos","225",5,8,107,0,3,"bis über die Mooserbodenstraße"
"2004-03-16 00:00:00",,"Lockerschneelawine naß","43","mittel","wolkenlos","225",5,8,107,0,3,"bis zum Auffangbecken"
"2004-03-16 00:00:00",,"Lockerschnee- und Schneebrettlawinen naß","34","klein","wolkenlos","225",5,8,107,0,3,"bis 200m oberhalb der Straße"
"2004-03-16 00:00:00",,"Schneebrettlawine naß","17","mittel","wolkenlos","225",5,8,107,0,3,"bis zum Speicher"
"2004-03-16 00:00:00",,"Schneebrettlawine naß","23","mittel","wolkenlos","225",5,8,107,0,3,
"2004-03-17 00:00:00",,"Schneebrettlawine naß","29","mittel","wolkenlos","225",3,10,104,0,3,
