"DATUM","ZEIT","Lawinen_Art","GRNR","Volumen","Wetter","WIND_RCHTG","WIND_GSCHW","Temperatur","Schneehoehe","Neuschnee","Gefahr","Bemerkung"
"1957-02-27 00:00:00","1899-12-30 00:00:00","Grundlawine","43",,"Schneefall schwach","S",2,-5,280,4,0,
"1967-03-21 00:00:00","1899-12-30 00:00:00","Staublawine","13",,"bewölkt","SW",3,-7,0,10,0,
"1967-04-05 00:00:00","1899-12-30 07:20:00","Staublawine","13",,"Schneefall mäßig","NE",6,-5,320,25,,
"1970-02-04 00:00:00","1899-12-30 00:00:00","Staublawine","13",,"Schneefall mäßig","SE",2,-6,118,32,,
"1970-02-22 00:00:00","1899-12-30 10:49:00","Staublawine","13",,"Schneetreiben","SE",3,-3,170,25,,
"1970-04-26 00:00:00","1899-12-30 08:10:00","Schneebrettlawine naß","43",,"bewölkt","SE",5,3,211,0,0,
"1971-03-29 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","16",,"heiter","NE",2,-8,146,9,,
"1973-02-26 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","13",,"bewölkt","N",3,-10,144,6,3,
"1973-03-09 00:00:00","1899-12-30 00:00:00","Staublawine","16","klein","Schneetreiben",,,,,,,
"1973-03-09 00:00:00","1899-12-30 14:10:00","Staublawine","13","b=150","Schneefall mäßig","N",,,,,4,
"1973-03-10 00:00:00","1899-12-30 10:30:00","Staublawine","13",,"Schneefall mäßig","NE",3,-14,170,7,4,
"1973-03-11 00:00:00","1899-12-30 13:00:00","Staublawine","16","mittel","heiter","SE",3,-15,170,5,4,
"1973-03-27 00:00:00","1899-12-30 12:20:00","Schneebrettlawine trocken","13",,"heiter","SE",1,,140,,2,
"1973-12-19 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","43",,"heiter","S",3,-4,177,2,3,
"1974-03-07 00:00:00","1899-12-30 00:00:00","Grundlawine","43","6.000","bewölkt","SE",2,-5,148,,23,
"1974-03-16 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","13","200x30","bewölkt","SW",4,-1,151,,23,
"1974-12-02 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","43",,"Schneefall mäßig","NE",3,-1,153,22,3,
"1974-12-19 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","43",,"Schneefall mäßig","NE",8,-9,215,10,3,
"1974-12-22 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","43",,"heiter","S",3,-1,203,,2,
"1974-12-29 00:00:00","1899-12-30 00:00:00","Grundlawine","43",,"Regen","NW",3,1,190,,3,
"1975-01-09 00:00:00","1899-12-30 09:30:00","Schneebrettlawine trocken","43","ca. 16000","heiter","S",3,-11,245,,2,
"1975-01-30 00:00:00","1899-12-30 11:30:00","Grundlawine","43","22500","Schneefall mäßig","NE",7,-4,245,30,3,
"1975-02-28 00:00:00","1899-12-30 00:00:00","Grundlawine","43","2000","wolkenlos","S",5,-1,255,,2,
"1975-04-14 00:00:00","1899-12-30 00:00:00","Grundlawine","16","mittel","heiter","SE",3,-1,314,3,3,
"1975-04-18 00:00:00","1899-12-30 00:00:00","Grundlawine","43","mittel","bewölkt","SE",3,-2,315,,3,
"1977-04-14 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","13","120","Schneefall mäßig","NE",7,-4,420,15,3,
"1979-03-12 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","13","mittel","Schneefall mäßig","W",3,1,88,49,3,
"1979-04-09 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","13","mittel","heiter","S",3,4,118,22,3,
"1980-02-10 00:00:00","1899-12-30 17:00:00","Schneebrettlawine naß","43",,"heiter","S",1,1,55,,2,
"1980-03-18 00:00:00","1899-12-30 13:12:00","Lockerschneelawine naß","16","mittel","heiter","S",3,-6,82,,2,
"1981-01-07 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","13","mittel","bewölkt","NE",4,-19,62,5,4,
"1981-02-03 00:00:00","1899-12-30 15:30:00","Schneebrettlawine trocken","43","mittel","heiter","S",5,-1,58,,3,
"1981-02-08 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","43","mittel","heiter","SW",4,2,58,,3,
"1981-03-10 00:00:00","1899-12-30 18:00:00","Schneebrettlawine naß","43","mittel","Nieseln","NE",3,2,66,,,
"1981-03-11 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","16","mittel","bewölkt","NW",6,6,60,,3,
"1981-03-24 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","16","mittel","bewölkt","E",5,2,78,1,1,
"1981-12-31 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","43","mittel","Föhn","S",20,6,25,,3,
"1982-01-03 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","43","mittel","bewölkt","NE",3,2,48,5,3,
"1982-01-30 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","43","groß","Schneefall mäßig","NE",1,-4,108,36,3,
"1991-05-16 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","43",,"bewölkt",,,-7,104,5,2,
"1991-12-22 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","13","groß","Schneefall mäßig","NE",15,-2,89,35,4,
"1991-12-23 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","43","groß","bewölkt","N",1,-1,98,32,4,
"1992-02-19 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","13","groß","wolkenlos","SW",1,-18,154,,2,
"1992-03-05 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","43","mittel","wolkenlos","S",3,,129,,23,
"1992-03-06 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","43","mittel","bewölkt","NE",3,1,128,,2,
"1992-03-10 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","13","mittel","bewölkt","SW",11,0,129,,2,
"1992-03-21 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","43","mittel","Schneeregen","NE",8,0,186,9,3,
"1992-03-25 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","43","mittel","bewölkt","S",3,-8,235,20,3,
"1992-04-06 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","43","mittel","Schneefall mäßig","N",1,-7,186,15,3,
"1992-04-08 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","43","mittel","bewölkt",,0,-4,172,,23,
"1992-11-18 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","13","mittel","Schneefall mäßig","NE",1,-9,93,40,3,
"1992-11-22 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","13","mittel","Schneeregen","SE",5,2,93,15,3,
"1992-11-23 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","13","mittel","Regen",,,2,80,,3,
"1992-12-01 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","13","mittel","wolkenlos","S",5,1,101,,2,
"1992-12-08 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","13","mittel","bewölkt","W",1,-3,104,,3,
"1992-12-12 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","43","mittel","bewölkt","SW",5,1,101,,23,
"1993-02-04 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","43","mittel","wolkenlos","S",3,2,147,,23,
"1993-03-12 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","43","groß","wolkenlos","S",3,-7,128,0,23,
"1993-04-15 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","13","mittel","Schneefall mäßig","S",1,-3,162,,2,
"1993-12-19 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","13","mittel","Nebel","S",3,,47,,3,
"1994-02-03 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","43","klein","bewölkt","W",1,-4,105,,2,
"1994-02-16 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","43","mittel","wolkenlos","S",1,-12,90,,2,
"1994-03-02 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","43","mittel","Schneefall mäßig","W",1,-4,96,25,3,
"1994-03-09 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","43","mittel","Regen","S",3,2,108,0,3,
"1994-05-01 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","13","mittel","Regen","W",8,5,96,,2,
"1995-03-12 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","43","mittel","wolkenlos","W",5,,165,,2,
"1995-04-01 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","43","mittel","Schneefall mäßig","NW",11,-6,193,10,34,
"1995-04-07 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","16","mittel","wolkenlos","W",5,1,191,7,3,
"1955-04-11 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","11",,"Schneefall schwach",,0,-2,447,10,0,
"1955-12-05 00:00:00","1899-12-30 16:00:00","Schneebrettlawine trocken","11","50000","heiter",,,-7,20,,,
"1956-05-24 00:00:00","1899-12-30 11:35:00","Schneebrettlawine naß","11","mächtig","heiter","SW",3,5,,,,
"1960-01-04 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","11","50000","Schneefall mäßig","SE",2,-5,104,20,,
"1960-01-14 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","11","500","heiter","N",1,-24,115,2,,
"1960-03-04 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","11",,"bewölkt","SE",2,-3,147,22,,
"1960-03-05 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","11",,"bewölkt","N",1,-6,170,39,,
"1985-02-03 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","13","mittel","bewölkt","0",8.6,-2,60,10,3,
"1985-04-04 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","43",,"heiter","SW",3,-2,315,,3,
"1985-12-22 00:00:00","1899-12-30 00:00:00","Staublawine","13","mittel","wolkenlos","SW",2.8,2,67,,,
"1986-04-24 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","43","mittel","bewölkt","S",13.9,5,129,,3,
"1987-01-08 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","43","groß","bewölkt","W",2,-23,174,7,3,
"1987-03-02 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","13","mittel","Schneefall mäßig","S",4,,194,6,3,
"1987-03-04 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","16","klein","Schneefall mäßig","S",1,-20,217,4,3,
"1987-03-24 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","43","klein","bewölkt","W",4,-2,199,,3,
"1988-03-13 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","13",,"Schneefall mäßig","S",16,-8,155,30,4,
"1988-03-16 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","43",,"Schneetreiben","SW",13.9,-8,145,,3,
"1989-02-23 00:00:00","1899-12-30 11:00:00","Schneebrettlawine trocken","43","klein","wolkenlos","E",3,-3,134,,2,
"1989-03-13 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","43","mittel","bewölkt","SW",5,3,144,,3,
"1989-03-15 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","43","klein","bewölkt","SE",3,-8,147,,2,
"1990-02-15 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","43","mittel","Regen","SE",5,,102,41,34,
"1990-02-15 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","16","klein","Regen","SE",5,,102,41,34,
"1990-02-15 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","13","mittel","Regen","SE",5,,102,41,34,
"1991-01-14 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","13","klein","Nebel","NE",2,-9,68,14,3,
"1991-02-18 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","43","groß","wolkenlos","S",2,-8,93,,3,
"1960-03-31 00:00:00","1899-12-30 13:00:00","Schneebrettlawine naß","11",,"Nebel","N",1,-2,150,22,,
"1961-02-05 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","11",,"Schneefall mäßig","NE",6,-12,100,43,,
"1961-02-15 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","11","1200","wolkenlos","S",1,,108,,,
"1961-05-15 00:00:00","1899-12-30 00:00:00","Grundlawine","11",,"Nieseln","SW",3,0,114,31,,
"1962-02-20 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","11",,"heiter","SW",3,-1,260,,,
"1962-04-16 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","11",,"heiter","SE",4,-6,255,8,,
"1964-02-13 00:00:00","1899-12-30 00:00:00","Staublawine","11",,"Schneefall mäßig","N",3,-9,90,28,,
"1965-05-16 00:00:00","1899-12-30 05:12:00","Grundlawine","11",,"bedeckt","SW",4,6,250,,,
"1969-04-18 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","11","b=50","Schneetreiben","N",7,-11,155,24,,
"1970-04-18 00:00:00","1899-12-30 10:30:00","Lockerschneelawine naß","11",,"bewölkt","SE",4,4,235,,,
"1971-03-24 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","11",,"bewölkt","SE",1,-10,102,1,,
"1971-03-30 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","11",,"bewölkt","NE",1,-9,143,1,,
"1973-02-28 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","11","ca. 9000","heiter",,,-15,140,,3,
"1973-03-04 00:00:00","1899-12-30 07:30:00","Staublawine","11",,"Schneefall mäßig","E",3,-5,155,19,23,
"1973-05-19 00:00:00","1899-12-30 00:00:00","Grundlawine","11","ca. 40000",,,,,,,,
"1973-12-05 00:00:00","1899-12-30 00:00:00","Staublawine","11","groß","Schneetreiben","NE",8,-3,,,3,
"1974-12-22 00:00:00","1899-12-30 00:00:00","Grundlawine","11","ca. 3000","heiter","S",4,0,203,,2,
"1975-05-14 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","11","groß","bewölkt","SE",1,0,240,,23,
"1977-04-17 00:00:00","1899-12-30 00:00:00","Grundlawine","11","20000","wolkenlos","W",3,-8,460,0,3,
"1979-03-12 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","11","groß","Schneefall mäßig","W",3,1,88,49,3,
"1979-03-12 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","11","mittel","Schneefall mäßig","W",3,1,88,49,3,
"1979-03-13 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","11","mittel","Regen","NE",3,1,78,4,3,
"1979-05-02 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","11","mittel","bewölkt","SW",4,1,120,10,3,
"1979-11-13 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","11","mittel","heiter","SE",3,-3,116,0,3,
"1980-12-24 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","11","mittel","Schneefall mäßig","S",2,-1,92,8,3,
"1980-12-24 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","11","mittel","Schneefall mäßig","S",2,-1,92,8,3,
"1981-01-07 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","11","groß","bewölkt","NE",4,-19,62,5,4,
"1982-12-30 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","11","groß","wolkenlos","SW",3,-10,94,,3,
"1983-03-17 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","11","mittel","heiter","S",2,-2,193,,2,
"1983-05-16 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","11","groß","Föhn",,,,,,1,
"1985-02-01 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","11","mittel","bewölkt","O",8.6,-2,60,10,3,
"1985-03-16 00:00:00","1899-12-30 00:00:00","Staublawine","11","mittel","heiter","S",2.8,-2,108,12,2,
"1986-01-19 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","11","groß","Schneefall mäßig","S",2.8,-1,167,22,3,
"1989-03-15 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","11","mittel","bewölkt","SE",3,-8,147,0,2,
"1989-03-27 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","11","klein","wolkenlos","S",-5,-1,148,,3,
"1990-02-16 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","11","mittel","Föhn","SE",5,-11,98,,3,
"1991-12-22 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","11","groß","Schneefall mäßig","NE",15,-2,89,35,4,
"1992-02-19 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","11","groß","wolkenlos","SW",1,-18,154,,2,
"1992-02-24 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","11","mittel","wolkenlos","S",5,-6,142,,23,
"1992-03-06 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","11","mittel","bewölkt","NE",3,1,128,,2,
"1992-03-24 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","11","groß","Schneefall mäßig","N",1,-6,224,52,4,
"1992-11-22 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","11","groß","Schneeregen","SE",5,2,93,15,3,
"1993-02-21 00:00:00","1899-12-30 00:00:00","Staublawine","11","groß","Schneefall mäßig","NE",5,-8,170,15,3,
"1993-03-08 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","11","mittel","bewölkt","S",1,-14,151,20,3,
"1993-03-29 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","11","mittel","Schneefall mäßig","SW",1,-15,145,,3,
"1993-04-18 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","11","mittel","Schneefall mäßig","SE",3,-3,180,6,3,
"1993-04-27 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","11","mittel","wolkenlos","S",3,4,132,,23,
"1993-12-11 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","11","mittel","Schneefall mäßig","SE",1,-5,38,0,3,
"1998-12-14 00:00:00","1899-12-30 11:00:00","Staublawine","25",,"Schneefall mäßig","SE",3,-1,78,10,2,"Bis ins Achenbett. Ablagerung auf Straße und im Achenbett"
"1998-12-14 00:00:00",,"Schneebrettlawine trocken","33",,"Schneefall mäßig","SE",3,-1,78,10,3,"Bis zur Ache Ablagerung mittelgroß"
"1998-12-14 00:00:00",,"Staublawine","15",,"Schneefall mäßig","SE",3,-1,78,10,3,"bis inden Speicher"
"1998-12-14 00:00:00",,"Lockerschneelawine trocken","11",,"Schneefall mäßig","SE",3,-1,78,10,3,"bis oberhalb der Straße"
"1998-12-14 00:00:00",,"Staublawine","19",,"Schneefall mäßig","SE",3,-1,78,10,3,"bis in den Speicher"
"1998-12-14 00:00:00",,"Staublawine","21",,"Schneefall mäßig","SE",3,-1,78,10,3,"bis in den Speicher"
"1993-12-19 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","11","mittel","Nebel","S",3,,47,,3,
"1995-01-04 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","11","mittel","bewölkt","N",5,-17,71,8,2,
"1995-01-12 00:00:00","1899-12-30 00:00:00","Staublawine","11","mittel","Schneefall mäßig","NE",5,-13,111,30,4,
"1995-01-13 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","11","mittel","Schneefall mäßig","NE",8,-15,113,8,3,
"1995-01-30 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","11","mittel","Schneefall mäßig","N",3,-1,118,,2,
"1995-02-20 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","11","mittel","bewölkt","SE",8,2,138,,3,
"1995-02-21 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","11","mittel","bewölkt","S",3,1,132,,2,
"1995-03-15 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","11","mittel","Schneetreiben","N",8,-9,154,6,2,
"1995-03-30 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","11","mittel","Schneefall mäßig",,,-15,184,20,3,
"1995-04-02 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","11","groß","Schneefall mäßig","E",5,-1,230,40,4,
"1995-04-03 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","11","groß","wolkenlos","W",8,2,219,,3,
"1995-04-04 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","11","mittel","wolkenlos","SW",5,4,206,,3,
"1998-12-14 00:00:00",,"Schneebrettlawine trocken","13",,"Schneefall mäßig","SE",3,-1,78,10,3,"unterhalb der Wand .Abgang bis in die Mulde ober der Straße"
"1998-12-16 00:00:00",,"Schneebrettlawine naß","11","mittel","bedeckt","S",3,-2,88,,3,"Sonnseitig bis oberhalb Straße"
"1998-12-21 00:00:00",,"Schneebrettlawine trocken","15","gross","Schneefall schwach","N",3,-10,90,10,2,
"1999-01-12 00:00:00",,"Schneebrettlawine trocken","10","mittel","Schneefall mäßig","315",2,-8,64,2,2,
"1999-01-12 00:00:00",,"Schneebrettlawine trocken","11","mittel","Schneefall mäßig","315",2,-8,64,2,2,
"1950-02-06 00:00:00","1899-12-30 04:20:00","Schneebrettlawine trocken","06","50",,"S",0,0,0,0,0,
"1957-03-31 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","06",,"bewölkt",,,-5,249,8,,
"1959-04-21 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","06",,"heiter","NE",1,-10,190,10,,
"1965-06-20 00:00:00","1899-12-30 00:00:00","Grundlawine","06",,"bewölkt","S",2,11,180,,,
"1973-05-01 00:00:00","1899-12-30 16:45:00","Grundlawine","06","24000","Föhn","S",4,7,145,,3,
"1979-03-12 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","06","mittel","Schneeregen","W",3,1,88,49,3,
"1988-03-13 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","06",,"Schneefall mäßig","N",6,-8,155,30,4,
"1992-03-24 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","06","groß","Schneefall stark","N",1,-6,224,52,4,
"1992-04-06 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","06","mittel","Schneefall schwach","N",1,-7,186,15,3,
"1993-04-13 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","06","mittel","wolkenlos","S",2,-6,159,5,23,
"1992-03-24 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","06","groß","Schneefall mäßig","N",1,-6,224,52,4,
"1992-04-06 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","06","mittel","Schneefall mäßig","N",1,-7,186,15,3,
"1993-04-13 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","06","mittel","wolkenlos","S",3,-6,159,5,23,
"1995-05-15 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","06","mittel","bewölkt",,,-6,139,5,2,
"1990-11-26 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","26","mittel","Schneefall mäßig","SW",15,0,60,0,3,
"1991-04-03 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","26","mittel","bewölkt","S",3,1,62,,23,
"1999-01-12 00:00:00",,"Schneebrettlawine trocken","13","mittel","Schneefall mäßig","315",2,-8,64,2,2,
"1999-01-14 00:00:00",,"Lockerschneelawine trocken","100","mittel","Schneefall mäßig","270",8,-5,70,5,2,"alle O-seitig in Gratbereich auf 2300m"
"1991-05-07 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","26","mittel","Schneefall mäßig","N",1,-5,90,7,2,
"1991-05-08 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","26","mittel","Nebel","SE",1,-4,85,2,23,
"1992-03-21 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","26","mittel","Schneeregen","NE",8,,186,9,3,
"1993-03-25 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","26","mittel","Schneefall mäßig","N",1,-8,132,28,3,
"1993-04-21 00:00:00","1899-12-30 00:00:00","Grundlawine","26","groß","wolkenlos","S",3,3,169,,3,
"1978-03-23 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","26","mittel","Schneefall mäßig","W",3,-10,325,10,3,
"1982-04-06 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","26","mittel","bewölkt","SW",1,3,86,0,3,
"1983-01-03 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","26","mittel","bewölkt","SW",3,-5,71,2,3,
"1990-04-24 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","26","klein","Schneefall schwach","SW",2,-1,153,13,2,
"1991-05-07 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","30","mittel","Schneefall mäßig","N",1,-5,90,7,2,
"1992-02-13 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","30","mittel","bewölkt","SW",1,1,141,2,3,
"1992-03-21 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","30","mittel","Schneeregen","NE",8,,186,9,3,
"1992-04-25 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","30","mittel","bewölkt","S",3,5,175,,3,
"1992-05-02 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","30","mittel","bewölkt","SW",5,-2,183,,23,
"1992-05-03 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","30","mittel","bewölkt","SW",3,-1,172,,23,
"1992-05-04 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","30","mittel","Nebel","S",1,-1,167,,23,
"1995-03-21 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","30","mittel","Schneefall mäßig","NE",5,-12,180,5,2,
"1995-04-02 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","30","mittel","Schneefall mäßig","E",5,-1,230,40,4,
"1995-04-23 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","30","mittel","Föhn","NE",3,5,185,,3,
"1960-02-28 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","30",,"heiter","SE",1,1,118,2,,
"1961-02-14 00:00:00","1899-12-30 16:15:00","Lockerschneelawine naß","30",,"bewölkt","W",2,-1,120,10,,
"1970-04-18 00:00:00","1899-12-30 14:20:00","Lockerschneelawine naß","30",,"bewölkt","SE",4,5,235,,,
"1973-04-18 00:00:00","1899-12-30 07:00:00","Grundlawine","30","36000","Schneefall mäßig",,,-7,186,30,3,
"1974-12-28 00:00:00","1899-12-30 00:00:00","Staublawine","30","2 000","Regen","NW",3,1,190,,3,
"1975-01-30 00:00:00","1899-12-30 00:00:00","Lockerschneelawine trocken","30","klein","Schneefall mäßig","NE",7,-4,245,30,3,
"1975-03-03 00:00:00","1899-12-30 14:40:00","Schneebrettlawine naß","30","mittel","heiter","S",3,2,249,,2,
"1975-04-21 00:00:00","1899-12-30 16:00:00","Grundlawine","30","groß","bewölkt","S",3,3,290,,23,
"1979-05-07 00:00:00","1899-12-30 00:00:00","Schneebrettlawine trocken","30","mittel","heiter","N",3,-7,160,9,2,
"1979-05-18 00:00:00","1899-12-30 10:00:00","Grundlawine","30","groß","heiter","SE",3,7,108,,3,
"1982-01-30 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","30","groß","Schneefall mäßig","NE",1,-4,108,36,3,
"1982-04-06 00:00:00","1899-12-30 00:00:00","Schneebrettlawine naß","30","mittel","bewölkt","SW",1,3,86,,3,
"1986-04-24 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","30","mittel","bewölkt","S",14,5,129,0,3,
"1987-03-02 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","30","mittel","Schneefall mäßig","S",4,,194,6,3,
"1988-03-16 00:00:00","1899-12-30 00:00:00","Lockerschneelawine naß","30",,"Schneetreiben","SW",14,-8,145,,3,
