"ID","Oreif","Oharsch","Reif_N","Reif_O","Reif_S","Reif_W","Harsch_N","Harsch_O","Harsch_S","Harsch_W","Hart_N","Hart_O","Hart_S","Hart_W","Reif_Int","Harsch_Int","Hart_Int","Reif_Tiefe","Harsch_Tiefe","Hart_Tiefe","WindDrift","Temp2000","Temp3000","TS_Altitude","TS_Expo","TS_Time","TS_0","TS_10","TS_30","Foehn","NSh_aus","Warm_aus","Rain","Rain_limit","Datum","Name"
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,
