Stationsmessort:	Beobachter
Stationsname:	Beobachtung Mooserboden
Stationsnummer:	AT-5-LWD-103015-4
Lokale Koordinaten X:	403193,099709
Lokale Koordinaten Y:	225603,090275
MPH:	2070
Parametername:	WG mit Verfrachtung
Parametertyp:	WSpeed
Name des Parametertyps:	Windgeschwindigkeit
Name der Zeitreihe:	5644436/AT-5-LWD-103015-4/WGmitV/Cmd
Einheit der Zeitreihe:	Bft
Regionale Koordinaten X:	-46806,900291
Regionale Koordinaten Y:	225603,090275
Geografische Länge:	12,715257
Geografische Breite:	47,167737
Datum;Uhrzeit;Wert[Bft];Status des Werts
23.04.1994;16:00:00;---;Ungeprüft
23.04.1994;22:00:00;---;Ungeprüft
24.04.1994;07:00:00;---;Ungeprüft
24.04.1994;10:00:00;---;Ungeprüft
24.04.1994;16:00:00;---;Ungeprüft
24.04.1994;22:00:00;---;Ungeprüft
25.04.1994;07:00:00;---;Ungeprüft
25.04.1994;10:00:00;---;Ungeprüft
25.04.1994;16:00:00;---;Ungeprüft
25.04.1994;22:00:00;---;Ungeprüft
26.04.1994;07:00:00;---;Ungeprüft
26.04.1994;10:00:00;---;Ungeprüft
26.04.1994;16:00:00;---;Ungeprüft
26.04.1994;22:00:00;---;Ungeprüft
27.04.1994;07:00:00;---;Ungeprüft
27.04.1994;10:00:00;---;Ungeprüft
27.04.1994;16:00:00;---;Ungeprüft
27.04.1994;22:00:00;---;Ungeprüft
28.04.1994;07:00:00;---;Ungeprüft
28.04.1994;10:00:00;---;Ungeprüft
28.04.1994;16:00:00;---;Ungeprüft
28.04.1994;22:00:00;---;Ungeprüft
29.04.1994;07:00:00;---;Ungeprüft
29.04.1994;10:00:00;---;Ungeprüft
29.04.1994;16:00:00;---;Ungeprüft
29.04.1994;22:00:00;---;Ungeprüft
30.04.1994;07:00:00;---;Ungeprüft
30.04.1994;10:00:00;---;Ungeprüft
30.04.1994;16:00:00;---;Ungeprüft
30.04.1994;22:00:00;---;Ungeprüft
01.05.1994;07:00:00;---;Ungeprüft
01.05.1994;10:00:00;---;Ungeprüft
01.05.1994;16:00:00;---;Ungeprüft
01.05.1994;22:00:00;---;Ungeprüft
02.05.1994;07:00:00;---;Ungeprüft
02.05.1994;10:00:00;---;Ungeprüft
02.05.1994;16:00:00;---;Ungeprüft
02.05.1994;22:00:00;---;Ungeprüft
03.05.1994;07:00:00;---;Ungeprüft
03.05.1994;10:00:00;---;Ungeprüft
03.05.1994;16:00:00;---;Ungeprüft
03.05.1994;22:00:00;---;Ungeprüft
04.05.1994;07:00:00;---;Ungeprüft
04.05.1994;10:00:00;---;Ungeprüft
04.05.1994;16:00:00;---;Ungeprüft
04.05.1994;22:00:00;---;Ungeprüft
05.05.1994;07:00:00;---;255
05.05.1994;10:00:00;---;255
19.12.1994;07:00:00;---;255
19.12.1994;10:00:00;---;Ungeprüft
19.12.1994;16:00:00;---;Ungeprüft
19.12.1994;22:00:00;---;Ungeprüft
20.12.1994;07:00:00;---;Ungeprüft
20.12.1994;10:00:00;---;Ungeprüft
20.12.1994;16:00:00;---;Ungeprüft
20.12.1994;22:00:00;---;Ungeprüft
21.12.1994;07:00:00;---;255
21.12.1994;10:00:00;---;255
23.12.1994;07:00:00;---;255
23.12.1994;10:00:00;---;Ungeprüft
23.12.1994;16:00:00;---;Ungeprüft
23.12.1994;22:00:00;---;Ungeprüft
24.12.1994;07:00:00;---;Ungeprüft
24.12.1994;10:00:00;---;Ungeprüft
24.12.1994;16:00:00;---;Ungeprüft
24.12.1994;22:00:00;---;Ungeprüft
25.12.1994;07:00:00;---;Ungeprüft
25.12.1994;10:00:00;---;Ungeprüft
25.12.1994;16:00:00;---;Ungeprüft
25.12.1994;22:00:00;---;Ungeprüft
26.12.1994;07:00:00;---;Ungeprüft
26.12.1994;10:00:00;---;Ungeprüft
26.12.1994;16:00:00;---;Ungeprüft
26.12.1994;22:00:00;---;Ungeprüft
27.12.1994;07:00:00;---;Ungeprüft
27.12.1994;10:00:00;---;Ungeprüft
27.12.1994;16:00:00;---;Ungeprüft
27.12.1994;22:00:00;---;Ungeprüft
28.12.1994;07:00:00;---;Ungeprüft
28.12.1994;10:00:00;---;Ungeprüft
28.12.1994;16:00:00;---;Ungeprüft
28.12.1994;22:00:00;---;Ungeprüft
29.12.1994;07:00:00;---;Ungeprüft
29.12.1994;10:00:00;---;Ungeprüft
29.12.1994;16:00:00;---;Ungeprüft
29.12.1994;22:00:00;---;Ungeprüft
30.12.1994;07:00:00;---;255
30.12.1994;10:00:00;---;255
31.12.1994;07:00:00;---;255
31.12.1994;10:00:00;3;Ungeprüft
31.12.1994;16:00:00;3;Ungeprüft
31.12.1994;22:00:00;3;Ungeprüft
01.01.1995;07:00:00;---;255
01.01.1995;10:00:00;---;255
02.01.1995;07:00:00;---;255
02.01.1995;10:00:00;2;Ungeprüft
02.01.1995;16:00:00;2;Ungeprüft
02.01.1995;22:00:00;3;Ungeprüft
03.01.1995;07:00:00;5;Ungeprüft
03.01.1995;10:00:00;4;Ungeprüft
03.01.1995;16:00:00;2;Ungeprüft
03.01.1995;22:00:00;2;Ungeprüft
04.01.1995;07:00:00;---;Ungeprüft
04.01.1995;10:00:00;---;Ungeprüft
04.01.1995;16:00:00;---;Ungeprüft
04.01.1995;22:00:00;---;Ungeprüft
05.01.1995;07:00:00;---;Ungeprüft
05.01.1995;10:00:00;---;Ungeprüft
05.01.1995;16:00:00;---;Ungeprüft
05.01.1995;22:00:00;---;Ungeprüft
06.01.1995;07:00:00;---;255
06.01.1995;10:00:00;---;255
08.01.1995;07:00:00;---;255
08.01.1995;10:00:00;---;Ungeprüft
08.01.1995;16:00:00;---;Ungeprüft
08.01.1995;22:00:00;---;Ungeprüft
09.01.1995;07:00:00;4;Ungeprüft
09.01.1995;10:00:00;3;Ungeprüft
09.01.1995;16:00:00;2;Ungeprüft
09.01.1995;22:00:00;4;Ungeprüft
10.01.1995;07:00:00;3;Ungeprüft
10.01.1995;10:00:00;4;Ungeprüft
10.01.1995;16:00:00;5;Ungeprüft
10.01.1995;22:00:00;4;Ungeprüft
11.01.1995;07:00:00;3;Ungeprüft
11.01.1995;10:00:00;4;Ungeprüft
11.01.1995;16:00:00;4;Ungeprüft
11.01.1995;22:00:00;5;Ungeprüft
12.01.1995;07:00:00;3;Ungeprüft
12.01.1995;10:00:00;3;Ungeprüft
12.01.1995;16:00:00;4;Ungeprüft
12.01.1995;22:00:00;4;Ungeprüft
13.01.1995;07:00:00;---;Ungeprüft
13.01.1995;10:00:00;---;Ungeprüft
13.01.1995;16:00:00;---;Ungeprüft
13.01.1995;22:00:00;---;Ungeprüft
14.01.1995;07:00:00;---;255
14.01.1995;10:00:00;---;255
15.01.1995;07:00:00;---;255
15.01.1995;10:00:00;---;Ungeprüft
15.01.1995;16:00:00;---;Ungeprüft
15.01.1995;22:00:00;---;Ungeprüft
16.01.1995;07:00:00;---;Ungeprüft
16.01.1995;10:00:00;---;Ungeprüft
16.01.1995;16:00:00;---;Ungeprüft
16.01.1995;22:00:00;---;Ungeprüft
17.01.1995;07:00:00;---;Ungeprüft
17.01.1995;10:00:00;---;Ungeprüft
17.01.1995;16:00:00;---;Ungeprüft
17.01.1995;22:00:00;---;Ungeprüft
18.01.1995;07:00:00;---;Ungeprüft
18.01.1995;10:00:00;---;Ungeprüft
18.01.1995;16:00:00;---;Ungeprüft
18.01.1995;22:00:00;---;Ungeprüft
19.01.1995;07:00:00;---;Ungeprüft
19.01.1995;10:00:00;---;Ungeprüft
19.01.1995;16:00:00;---;Ungeprüft
19.01.1995;22:00:00;---;Ungeprüft
20.01.1995;07:00:00;---;Ungeprüft
20.01.1995;10:00:00;---;Ungeprüft
20.01.1995;16:00:00;---;Ungeprüft
20.01.1995;22:00:00;---;Ungeprüft
21.01.1995;07:00:00;---;Ungeprüft
21.01.1995;10:00:00;---;Ungeprüft
21.01.1995;16:00:00;---;Ungeprüft
21.01.1995;22:00:00;---;Ungeprüft
22.01.1995;07:00:00;2;Ungeprüft
22.01.1995;10:00:00;4;Ungeprüft
22.01.1995;16:00:00;3;Ungeprüft
22.01.1995;22:00:00;4;Ungeprüft
23.01.1995;07:00:00;2;Ungeprüft
23.01.1995;10:00:00;4;Ungeprüft
23.01.1995;16:00:00;2;Ungeprüft
23.01.1995;22:00:00;2;Ungeprüft
24.01.1995;07:00:00;6;Ungeprüft
24.01.1995;10:00:00;4;Ungeprüft
24.01.1995;16:00:00;3;Ungeprüft
24.01.1995;22:00:00;3;Ungeprüft
25.01.1995;07:00:00;---;Ungeprüft
25.01.1995;10:00:00;---;Ungeprüft
25.01.1995;16:00:00;---;Ungeprüft
25.01.1995;22:00:00;---;Ungeprüft
26.01.1995;07:00:00;5;Ungeprüft
26.01.1995;10:00:00;3;Ungeprüft
26.01.1995;16:00:00;5;Ungeprüft
26.01.1995;22:00:00;9;Ungeprüft
27.01.1995;07:00:00;---;Ungeprüft
27.01.1995;10:00:00;---;Ungeprüft
27.01.1995;16:00:00;---;Ungeprüft
27.01.1995;22:00:00;---;Ungeprüft
28.01.1995;07:00:00;---;Ungeprüft
28.01.1995;10:00:00;---;Ungeprüft
28.01.1995;16:00:00;---;Ungeprüft
28.01.1995;22:00:00;---;Ungeprüft
29.01.1995;07:00:00;2;Ungeprüft
29.01.1995;10:00:00;2;Ungeprüft
29.01.1995;16:00:00;2;Ungeprüft
29.01.1995;22:00:00;3;Ungeprüft
30.01.1995;07:00:00;2;Ungeprüft
30.01.1995;10:00:00;1;Ungeprüft
30.01.1995;16:00:00;1;Ungeprüft
30.01.1995;22:00:00;2;Ungeprüft
31.01.1995;07:00:00;---;Ungeprüft
31.01.1995;10:00:00;---;Ungeprüft
31.01.1995;16:00:00;---;Ungeprüft
31.01.1995;22:00:00;---;Ungeprüft
01.02.1995;07:00:00;---;Ungeprüft
01.02.1995;10:00:00;---;Ungeprüft
01.02.1995;16:00:00;---;Ungeprüft
01.02.1995;22:00:00;---;Ungeprüft
02.02.1995;07:00:00;---;Ungeprüft
02.02.1995;10:00:00;---;Ungeprüft
02.02.1995;16:00:00;---;Ungeprüft
02.02.1995;22:00:00;---;Ungeprüft
03.02.1995;07:00:00;1;Ungeprüft
03.02.1995;10:00:00;3;Ungeprüft
03.02.1995;16:00:00;3;Ungeprüft
03.02.1995;22:00:00;3;Ungeprüft
04.02.1995;07:00:00;---;255
04.02.1995;10:00:00;---;255
05.02.1995;07:00:00;---;255
05.02.1995;10:00:00;3;Ungeprüft
05.02.1995;16:00:00;2;Ungeprüft
05.02.1995;22:00:00;3;Ungeprüft
06.02.1995;07:00:00;---;255
06.02.1995;10:00:00;---;255
07.02.1995;07:00:00;---;255
07.02.1995;10:00:00;---;Ungeprüft
07.02.1995;16:00:00;---;Ungeprüft
07.02.1995;22:00:00;---;Ungeprüft
08.02.1995;07:00:00;---;Ungeprüft
08.02.1995;10:00:00;---;Ungeprüft
08.02.1995;16:00:00;---;Ungeprüft
08.02.1995;22:00:00;---;Ungeprüft
09.02.1995;07:00:00;---;255
09.02.1995;10:00:00;---;255
12.02.1995;07:00:00;---;255
12.02.1995;10:00:00;---;Ungeprüft
12.02.1995;16:00:00;---;Ungeprüft
12.02.1995;22:00:00;---;Ungeprüft
13.02.1995;07:00:00;---;Ungeprüft
13.02.1995;10:00:00;---;Ungeprüft
13.02.1995;16:00:00;---;Ungeprüft
13.02.1995;22:00:00;---;Ungeprüft
14.02.1995;07:00:00;---;Ungeprüft
14.02.1995;10:00:00;---;Ungeprüft
14.02.1995;16:00:00;---;Ungeprüft
14.02.1995;22:00:00;---;Ungeprüft
15.02.1995;07:00:00;---;Ungeprüft
15.02.1995;10:00:00;---;Ungeprüft
15.02.1995;16:00:00;---;Ungeprüft
15.02.1995;22:00:00;---;Ungeprüft
16.02.1995;07:00:00;2;Ungeprüft
16.02.1995;10:00:00;2;Ungeprüft
16.02.1995;16:00:00;3;Ungeprüft
16.02.1995;22:00:00;2;Ungeprüft
17.02.1995;07:00:00;---;Ungeprüft
17.02.1995;10:00:00;---;Ungeprüft
17.02.1995;16:00:00;---;Ungeprüft
17.02.1995;22:00:00;---;Ungeprüft
18.02.1995;07:00:00;---;Ungeprüft
18.02.1995;10:00:00;---;255
19.02.1995;07:00:00;---;255
19.02.1995;10:00:00;---;Ungeprüft
19.02.1995;16:00:00;---;Ungeprüft
19.02.1995;22:00:00;---;Ungeprüft
20.02.1995;07:00:00;---;Ungeprüft
20.02.1995;10:00:00;---;Ungeprüft
20.02.1995;16:00:00;---;Ungeprüft
20.02.1995;22:00:00;---;Ungeprüft
21.02.1995;07:00:00;---;Ungeprüft
21.02.1995;10:00:00;---;Ungeprüft
21.02.1995;16:00:00;---;Ungeprüft
21.02.1995;22:00:00;---;Ungeprüft
22.02.1995;07:00:00;---;Ungeprüft
22.02.1995;10:00:00;---;Ungeprüft
22.02.1995;16:00:00;---;Ungeprüft
22.02.1995;22:00:00;---;Ungeprüft
23.02.1995;07:00:00;3;Ungeprüft
23.02.1995;10:00:00;3;Ungeprüft
23.02.1995;16:00:00;3;Ungeprüft
23.02.1995;22:00:00;2;Ungeprüft
24.02.1995;07:00:00;---;Ungeprüft
24.02.1995;10:00:00;---;Ungeprüft
24.02.1995;16:00:00;---;Ungeprüft
24.02.1995;22:00:00;---;Ungeprüft
25.02.1995;07:00:00;---;Ungeprüft
25.02.1995;10:00:00;---;Ungeprüft
25.02.1995;16:00:00;---;Ungeprüft
25.02.1995;22:00:00;---;Ungeprüft
26.02.1995;07:00:00;---;Ungeprüft
26.02.1995;10:00:00;---;Ungeprüft
26.02.1995;16:00:00;---;Ungeprüft
26.02.1995;22:00:00;---;Ungeprüft
27.02.1995;07:00:00;1;Ungeprüft
27.02.1995;10:00:00;3;Ungeprüft
27.02.1995;16:00:00;1;Ungeprüft
27.02.1995;22:00:00;2;Ungeprüft
28.02.1995;07:00:00;---;Ungeprüft
28.02.1995;10:00:00;---;Ungeprüft
28.02.1995;16:00:00;---;Ungeprüft
28.02.1995;22:00:00;---;Ungeprüft
01.03.1995;07:00:00;---;255
01.03.1995;10:00:00;---;255
02.03.1995;07:00:00;---;255
02.03.1995;10:00:00;---;Ungeprüft
02.03.1995;16:00:00;---;Ungeprüft
02.03.1995;22:00:00;---;Ungeprüft
03.03.1995;07:00:00;---;Ungeprüft
03.03.1995;10:00:00;---;Ungeprüft
03.03.1995;16:00:00;---;Ungeprüft
03.03.1995;22:00:00;---;Ungeprüft
04.03.1995;07:00:00;---;255
04.03.1995;10:00:00;---;255
05.03.1995;07:00:00;---;255
05.03.1995;10:00:00;---;Ungeprüft
05.03.1995;16:00:00;---;Ungeprüft
05.03.1995;22:00:00;---;Ungeprüft
06.03.1995;07:00:00;2;Ungeprüft
06.03.1995;10:00:00;2;Ungeprüft
06.03.1995;16:00:00;3;Ungeprüft
06.03.1995;22:00:00;2;Ungeprüft
07.03.1995;07:00:00;---;Ungeprüft
07.03.1995;10:00:00;---;Ungeprüft
07.03.1995;16:00:00;---;Ungeprüft
07.03.1995;22:00:00;---;Ungeprüft
08.03.1995;07:00:00;---;Ungeprüft
08.03.1995;10:00:00;---;Ungeprüft
08.03.1995;16:00:00;---;Ungeprüft
08.03.1995;22:00:00;---;Ungeprüft
09.03.1995;07:00:00;---;Ungeprüft
09.03.1995;10:00:00;---;Ungeprüft
09.03.1995;16:00:00;---;Ungeprüft
09.03.1995;22:00:00;---;Ungeprüft
10.03.1995;07:00:00;---;Ungeprüft
10.03.1995;10:00:00;---;Ungeprüft
10.03.1995;16:00:00;---;Ungeprüft
10.03.1995;22:00:00;---;Ungeprüft
11.03.1995;07:00:00;---;Ungeprüft
11.03.1995;10:00:00;---;Ungeprüft
11.03.1995;16:00:00;---;Ungeprüft
11.03.1995;22:00:00;---;Ungeprüft
12.03.1995;07:00:00;---;Ungeprüft
12.03.1995;10:00:00;---;Ungeprüft
12.03.1995;16:00:00;---;Ungeprüft
12.03.1995;22:00:00;---;Ungeprüft
13.03.1995;07:00:00;---;Ungeprüft
13.03.1995;10:00:00;---;Ungeprüft
13.03.1995;16:00:00;---;Ungeprüft
13.03.1995;22:00:00;---;Ungeprüft
14.03.1995;07:00:00;---;255
14.03.1995;10:00:00;---;255
15.03.1995;07:00:00;---;255
15.03.1995;10:00:00;---;Ungeprüft
15.03.1995;16:00:00;---;Ungeprüft
15.03.1995;22:00:00;---;Ungeprüft
16.03.1995;07:00:00;---;255
16.03.1995;10:00:00;---;255
19.03.1995;07:00:00;---;255
19.03.1995;10:00:00;4;Ungeprüft
19.03.1995;16:00:00;1;Ungeprüft
19.03.1995;22:00:00;2;Ungeprüft
20.03.1995;07:00:00;3;Ungeprüft
20.03.1995;10:00:00;3;Ungeprüft
20.03.1995;16:00:00;4;Ungeprüft
20.03.1995;22:00:00;4;Ungeprüft
21.03.1995;07:00:00;3;Ungeprüft
21.03.1995;10:00:00;4;Ungeprüft
21.03.1995;16:00:00;3;Ungeprüft
21.03.1995;22:00:00;4;Ungeprüft
22.03.1995;07:00:00;4;Ungeprüft
22.03.1995;10:00:00;4;Ungeprüft
22.03.1995;16:00:00;2;Ungeprüft
22.03.1995;22:00:00;3;Ungeprüft
23.03.1995;07:00:00;---;Ungeprüft
23.03.1995;10:00:00;---;Ungeprüft
23.03.1995;16:00:00;---;Ungeprüft
23.03.1995;22:00:00;---;Ungeprüft
24.03.1995;07:00:00;---;Ungeprüft
24.03.1995;10:00:00;---;Ungeprüft
24.03.1995;16:00:00;---;Ungeprüft
24.03.1995;22:00:00;---;Ungeprüft
25.03.1995;07:00:00;---;255
25.03.1995;10:00:00;---;255
26.03.1995;07:00:00;---;255
26.03.1995;10:00:00;2;Ungeprüft
26.03.1995;16:00:00;2;Ungeprüft
26.03.1995;22:00:00;3;Ungeprüft
27.03.1995;07:00:00;5;Ungeprüft
27.03.1995;10:00:00;4;Ungeprüft
27.03.1995;16:00:00;3;Ungeprüft
27.03.1995;22:00:00;4;Ungeprüft
28.03.1995;07:00:00;4;Ungeprüft
28.03.1995;10:00:00;4;Ungeprüft
28.03.1995;16:00:00;1;Ungeprüft
28.03.1995;22:00:00;2;Ungeprüft
29.03.1995;07:00:00;5;Ungeprüft
29.03.1995;10:00:00;4;Ungeprüft
29.03.1995;16:00:00;3;Ungeprüft
29.03.1995;22:00:00;3;Ungeprüft
30.03.1995;07:00:00;---;Ungeprüft
30.03.1995;10:00:00;---;Ungeprüft
30.03.1995;16:00:00;---;Ungeprüft
30.03.1995;22:00:00;---;Ungeprüft
31.03.1995;07:00:00;2;Ungeprüft
31.03.1995;10:00:00;0;Ungeprüft
31.03.1995;16:00:00;3;Ungeprüft
31.03.1995;22:00:00;3;Ungeprüft
01.04.1995;07:00:00;5;Ungeprüft
01.04.1995;10:00:00;3;Ungeprüft
01.04.1995;16:00:00;2;Ungeprüft
01.04.1995;22:00:00;3;Ungeprüft
02.04.1995;07:00:00;---;Ungeprüft
02.04.1995;10:00:00;---;Ungeprüft
02.04.1995;16:00:00;---;Ungeprüft
02.04.1995;22:00:00;---;Ungeprüft
03.04.1995;07:00:00;---;Ungeprüft
03.04.1995;10:00:00;---;Ungeprüft
03.04.1995;16:00:00;---;Ungeprüft
03.04.1995;22:00:00;---;Ungeprüft
04.04.1995;07:00:00;---;Ungeprüft
04.04.1995;10:00:00;---;Ungeprüft
04.04.1995;16:00:00;---;Ungeprüft
04.04.1995;22:00:00;---;Ungeprüft
05.04.1995;07:00:00;---;Ungeprüft
05.04.1995;10:00:00;---;Ungeprüft
05.04.1995;16:00:00;---;Ungeprüft
05.04.1995;22:00:00;---;Ungeprüft
06.04.1995;07:00:00;---;255
06.04.1995;10:00:00;---;255
07.04.1995;07:00:00;---;255
07.04.1995;10:00:00;3;Ungeprüft
07.04.1995;16:00:00;3;Ungeprüft
07.04.1995;22:00:00;3;Ungeprüft
08.04.1995;07:00:00;4;Ungeprüft
08.04.1995;10:00:00;4;Ungeprüft
08.04.1995;16:00:00;4;Ungeprüft
08.04.1995;22:00:00;4;Ungeprüft
09.04.1995;07:00:00;4;Ungeprüft
09.04.1995;10:00:00;4;Ungeprüft
09.04.1995;16:00:00;3;Ungeprüft
09.04.1995;22:00:00;3;Ungeprüft
10.04.1995;07:00:00;---;Ungeprüft
10.04.1995;10:00:00;---;Ungeprüft
10.04.1995;16:00:00;---;Ungeprüft
10.04.1995;22:00:00;---;Ungeprüft
11.04.1995;07:00:00;---;Ungeprüft
11.04.1995;10:00:00;---;Ungeprüft
11.04.1995;16:00:00;---;Ungeprüft
11.04.1995;22:00:00;---;Ungeprüft
12.04.1995;07:00:00;---;Ungeprüft
12.04.1995;10:00:00;---;Ungeprüft
12.04.1995;16:00:00;---;Ungeprüft
12.04.1995;22:00:00;---;Ungeprüft
13.04.1995;07:00:00;---;Ungeprüft
13.04.1995;10:00:00;---;Ungeprüft
13.04.1995;16:00:00;---;Ungeprüft
13.04.1995;22:00:00;---;Ungeprüft
14.04.1995;07:00:00;---;Ungeprüft
14.04.1995;10:00:00;---;Ungeprüft
14.04.1995;16:00:00;---;Ungeprüft
14.04.1995;22:00:00;---;Ungeprüft
15.04.1995;07:00:00;---;Ungeprüft
15.04.1995;10:00:00;---;Ungeprüft
15.04.1995;16:00:00;---;Ungeprüft
15.04.1995;22:00:00;---;Ungeprüft
16.04.1995;07:00:00;0;Ungeprüft
16.04.1995;10:00:00;0;Ungeprüft
16.04.1995;16:00:00;0;Ungeprüft
16.04.1995;22:00:00;2;Ungeprüft
17.04.1995;07:00:00;2;Ungeprüft
17.04.1995;10:00:00;1;Ungeprüft
17.04.1995;16:00:00;2;Ungeprüft
17.04.1995;22:00:00;3;Ungeprüft
18.04.1995;07:00:00;---;Ungeprüft
18.04.1995;10:00:00;---;Ungeprüft
18.04.1995;16:00:00;---;Ungeprüft
18.04.1995;22:00:00;---;Ungeprüft
19.04.1995;07:00:00;---;Ungeprüft
19.04.1995;10:00:00;---;Ungeprüft
19.04.1995;16:00:00;---;Ungeprüft
19.04.1995;22:00:00;---;Ungeprüft
20.04.1995;07:00:00;---;255
20.04.1995;10:00:00;---;255
24.04.1995;07:00:00;---;255
24.04.1995;10:00:00;---;Ungeprüft
24.04.1995;16:00:00;---;Ungeprüft
24.04.1995;22:00:00;---;Ungeprüft
25.04.1995;07:00:00;---;Ungeprüft
25.04.1995;10:00:00;---;Ungeprüft
25.04.1995;16:00:00;---;Ungeprüft
25.04.1995;22:00:00;---;Ungeprüft
26.04.1995;07:00:00;---;255
26.04.1995;10:00:00;---;255
28.04.1995;07:00:00;---;255
28.04.1995;10:00:00;---;Ungeprüft
28.04.1995;16:00:00;---;Ungeprüft
28.04.1995;22:00:00;---;Ungeprüft
29.04.1995;07:00:00;---;Ungeprüft
29.04.1995;10:00:00;---;Ungeprüft
29.04.1995;16:00:00;---;Ungeprüft
29.04.1995;22:00:00;---;Ungeprüft
30.04.1995;07:00:00;---;255
30.04.1995;10:00:00;---;255
01.05.1995;07:00:00;---;255
01.05.1995;10:00:00;---;Ungeprüft
01.05.1995;16:00:00;---;Ungeprüft
01.05.1995;22:00:00;---;Ungeprüft
02.05.1995;07:00:00;---;Ungeprüft
02.05.1995;10:00:00;---;Ungeprüft
02.05.1995;16:00:00;---;Ungeprüft
02.05.1995;22:00:00;---;Ungeprüft
03.05.1995;07:00:00;---;Ungeprüft
03.05.1995;10:00:00;---;Ungeprüft
03.05.1995;16:00:00;---;Ungeprüft
03.05.1995;22:00:00;---;Ungeprüft
04.05.1995;07:00:00;---;255
04.05.1995;10:00:00;---;255
09.05.1995;07:00:00;---;255
09.05.1995;10:00:00;---;Ungeprüft
09.05.1995;16:00:00;---;Ungeprüft
09.05.1995;22:00:00;---;Ungeprüft
10.05.1995;07:00:00;---;255
10.05.1995;10:00:00;---;255
28.11.1995;07:00:00;---;255
28.11.1995;10:00:00;---;Ungeprüft
28.11.1995;16:00:00;---;Ungeprüft
28.11.1995;22:00:00;---;Ungeprüft
29.11.1995;07:00:00;---;Ungeprüft
29.11.1995;10:00:00;---;Ungeprüft
29.11.1995;16:00:00;---;Ungeprüft
29.11.1995;22:00:00;---;Ungeprüft
30.11.1995;07:00:00;---;255
30.11.1995;10:00:00;---;255
11.12.1995;07:00:00;---;255
11.12.1995;10:00:00;0;Ungeprüft
11.12.1995;16:00:00;3;Ungeprüft
11.12.1995;22:00:00;3;Ungeprüft
12.12.1995;07:00:00;2;Ungeprüft
12.12.1995;10:00:00;3;Ungeprüft
12.12.1995;16:00:00;2;Ungeprüft
12.12.1995;22:00:00;1;Ungeprüft
13.12.1995;07:00:00;---;Ungeprüft
13.12.1995;10:00:00;---;Ungeprüft
13.12.1995;16:00:00;---;Ungeprüft
13.12.1995;22:00:00;---;Ungeprüft
14.12.1995;07:00:00;---;Ungeprüft
14.12.1995;10:00:00;---;Ungeprüft
14.12.1995;16:00:00;---;Ungeprüft
14.12.1995;22:00:00;---;Ungeprüft
15.12.1995;07:00:00;---;Ungeprüft
15.12.1995;10:00:00;---;Ungeprüft
15.12.1995;16:00:00;---;Ungeprüft
15.12.1995;22:00:00;---;Ungeprüft
16.12.1995;07:00:00;---;Ungeprüft
16.12.1995;10:00:00;---;Ungeprüft
16.12.1995;16:00:00;---;Ungeprüft
16.12.1995;22:00:00;---;Ungeprüft
17.12.1995;07:00:00;---;Ungeprüft
17.12.1995;10:00:00;---;Ungeprüft
17.12.1995;16:00:00;---;Ungeprüft
17.12.1995;22:00:00;---;Ungeprüft
18.12.1995;07:00:00;---;Ungeprüft
18.12.1995;10:00:00;---;Ungeprüft
18.12.1995;16:00:00;---;Ungeprüft
18.12.1995;22:00:00;---;Ungeprüft
19.12.1995;07:00:00;---;Ungeprüft
19.12.1995;10:00:00;---;Ungeprüft
19.12.1995;16:00:00;---;Ungeprüft
19.12.1995;22:00:00;---;Ungeprüft
20.12.1995;07:00:00;---;Ungeprüft
20.12.1995;10:00:00;---;Ungeprüft
20.12.1995;16:00:00;---;Ungeprüft
20.12.1995;22:00:00;---;Ungeprüft
21.12.1995;07:00:00;---;Ungeprüft
21.12.1995;10:00:00;---;Ungeprüft
21.12.1995;16:00:00;---;Ungeprüft
21.12.1995;22:00:00;---;Ungeprüft
22.12.1995;07:00:00;---;Ungeprüft
22.12.1995;10:00:00;---;Ungeprüft
22.12.1995;16:00:00;---;Ungeprüft
22.12.1995;22:00:00;---;Ungeprüft
23.12.1995;07:00:00;---;Ungeprüft
23.12.1995;10:00:00;---;Ungeprüft
23.12.1995;16:00:00;---;Ungeprüft
23.12.1995;22:00:00;---;Ungeprüft
24.12.1995;07:00:00;---;Ungeprüft
24.12.1995;10:00:00;---;Ungeprüft
24.12.1995;16:00:00;---;Ungeprüft
24.12.1995;22:00:00;---;Ungeprüft
25.12.1995;07:00:00;---;255
25.12.1995;10:00:00;---;255
26.12.1995;07:00:00;---;255
26.12.1995;10:00:00;---;Ungeprüft
26.12.1995;16:00:00;---;Ungeprüft
26.12.1995;22:00:00;---;Ungeprüft
27.12.1995;07:00:00;---;Ungeprüft
27.12.1995;10:00:00;---;Ungeprüft
27.12.1995;16:00:00;---;Ungeprüft
27.12.1995;22:00:00;---;Ungeprüft
28.12.1995;07:00:00;---;Ungeprüft
28.12.1995;10:00:00;---;Ungeprüft
28.12.1995;16:00:00;---;Ungeprüft
28.12.1995;22:00:00;---;Ungeprüft
29.12.1995;07:00:00;---;Ungeprüft
29.12.1995;10:00:00;---;Ungeprüft
29.12.1995;16:00:00;---;Ungeprüft
29.12.1995;22:00:00;---;Ungeprüft
30.12.1995;07:00:00;---;Ungeprüft
30.12.1995;10:00:00;---;Ungeprüft
30.12.1995;16:00:00;---;Ungeprüft
30.12.1995;22:00:00;---;Ungeprüft
31.12.1995;07:00:00;---;255
